time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	-5.254000e+02	5.286893e+02	5947	6.350405e+03	1.000000e-01	1	1.096909e+00	9.231455e-01	
2.000000e-01	2	2.662000e+02	5.286893e+02	5050	6.350405e+03	2.000000e-01	2	9.499266e-01	9.231455e-01	
3.000000e-01	3	-8.413000e+01	5.286893e+02	7312	6.350405e+03	3.000000e-01	3	1.011640e+00	9.231455e-01	
4.000000e-01	4	-436	5.286893e+02	5375	6.350405e+03	4.000000e-01	4	1.088277e+00	9.231455e-01	
5.000000e-01	5	6.478000e+02	5.286893e+02	4963	6.350405e+03	5.000000e-01	5	8.845441e-01	9.231455e-01	
6.000000e-01	6	-2.236000e+02	5.286893e+02	5715	6.350405e+03	6.000000e-01	6	1.040718e+00	9.231455e-01	
7.000000e-01	7	-4.946000e+01	5.286893e+02	6184	6.350405e+03	7.000000e-01	7	1.008063e+00	9.231455e-01	
8.000000e-01	8	1448	5.286893e+02	6077	6.350405e+03	8.000000e-01	8	8.075748e-01	9.231455e-01	
9.000000e-01	9	9.453000e+02	5.286893e+02	7463	6.350405e+03	9.000000e-01	9	8.875754e-01	9.231455e-01	
1	10	5.346000e+02	5.286893e+02	6747	6.350405e+03	1	10	9.265821e-01	9.231455e-01	
1.100000e+00	11	1.322000e+02	5.286893e+02	6592	6.350405e+03	1.100000e+00	11	9.803397e-01	9.231455e-01	
1.200000e+00	12	2.097000e+02	5.286893e+02	6049	6.350405e+03	1.200000e+00	12	9.664946e-01	9.231455e-01	
1.300000e+00	13	6.581000e+02	5.286893e+02	5138	6.350405e+03	1.300000e+00	13	8.864581e-01	9.231455e-01	
1.400000e+00	14	2.613000e+02	5.286893e+02	6288	6.350405e+03	1.400000e+00	14	9.601026e-01	9.231455e-01	
1.500000e+00	15	5.993000e+02	5.286893e+02	7127	6.350405e+03	1.500000e+00	15	9.224338e-01	9.231455e-01	
1.600000e+00	16	5.583000e+01	5.286893e+02	6288	6.350405e+03	1.600000e+00	16	9.911993e-01	9.231455e-01	
1.700000e+00	17	-688	5.286893e+02	6344	6.350405e+03	1.700000e+00	17	1.121641e+00	9.231455e-01	
1.800000e+00	18	6.057000e+02	5.286893e+02	7462	6.350405e+03	1.800000e+00	18	9.249228e-01	9.231455e-01	
1.900000e+00	19	6.701000e+02	5.286893e+02	6304	6.350405e+03	1.900000e+00	19	9.039159e-01	9.231455e-01	
2	20	5.756000e+02	5.286893e+02	6149	6.350405e+03	2	20	9.144038e-01	9.231455e-01	
2.100000e+00	21	3.841000e+02	5.286893e+02	6350	6.350405e+03	2.100000e+00	21	9.429619e-01	9.231455e-01	
2.200000e+00	22	-5.007000e+01	5.286893e+02	6746	6.350405e+03	2.200000e+00	22	1.007478e+00	9.231455e-01	
2.300000e+00	23	-2.614000e+02	5.286893e+02	5848	6.350405e+03	2.300000e+00	23	1.046791e+00	9.231455e-01	
2.400000e+00	24	2.832000e+02	5.286893e+02	6678	6.350405e+03	2.400000e+00	24	9.593174e-01	9.231455e-01	
2.500000e+00	25	4.876000e+02	5.286893e+02	6776	6.350405e+03	2.500000e+00	25	9.328708e-01	9.231455e-01	
2.600000e+00	26	1188	5.286893e+02	6210	6.350405e+03	2.600000e+00	26	8.394161e-01	9.231455e-01	
2.700000e+00	27	6.373000e+02	5.286893e+02	5762	6.350405e+03	2.700000e+00	27	9.004110e-01	9.231455e-01	
2.800000e+00	28	1686	5.286893e+02	5372	6.350405e+03	2.800000e+00	28	7.611221e-01	9.231455e-01	
2.900000e+00	29	-4.298000e+02	5.286893e+02	6816	6.350405e+03	2.900000e+00	29	1.067301e+00	9.231455e-01	
3	30	2.258000e+02	5.286893e+02	6976	6.350405e+03	3	30	9.686467e-01	9.231455e-01	
3.100000e+00	31	-2.568000e+01	5.286893e+02	5280	6.350405e+03	3.100000e+00	31	1.004887e+00	9.231455e-01	
3.200000e+00	32	2.269000e+01	5.286893e+02	5847	6.350405e+03	3.200000e+00	32	9.961344e-01	9.231455e-01	
3.300000e+00	33	8.108000e+02	5.286893e+02	6205	6.350405e+03	3.300000e+00	33	8.844323e-01	9.231455e-01	
3.400000e+00	34	1362	5.286893e+02	6605	6.350405e+03	3.400000e+00	34	8.290448e-01	9.231455e-01	
3.500000e+00	35	1040	5.286893e+02	6886	6.350405e+03	3.500000e+00	35	8.687863e-01	9.231455e-01	
3.600000e+00	36	3.565000e+02	5.286893e+02	5886	6.350405e+03	3.600000e+00	36	9.428915e-01	9.231455e-01	
3.700000e+00	37	5.051000e+02	5.286893e+02	5968	6.350405e+03	3.700000e+00	37	9.219694e-01	9.231455e-01	
3.800000e+00	38	778	5.286893e+02	5843	6.350405e+03	3.800000e+00	38	8.824951e-01	9.231455e-01	
3.900000e+00	39	2.951000e+02	5.286893e+02	7786	6.350405e+03	3.900000e+00	39	9.634827e-01	9.231455e-01	
4	40	5.156000e+02	5.286893e+02	6144	6.350405e+03	4	40	9.225779e-01	9.231455e-01	
4.100000e+00	41	3.661000e+02	5.286893e+02	5627	6.350405e+03	4.100000e+00	41	9.389131e-01	9.231455e-01	
4.200000e+00	42	9.307000e+02	5.286893e+02	6733	6.350405e+03	4.200000e+00	42	8.785574e-01	9.231455e-01	
4.300000e+00	43	2.478000e+02	5.286893e+02	6707	6.350405e+03	4.300000e+00	43	9.643699e-01	9.231455e-01	
4.400000e+00	44	8.407000e+02	5.286893e+02	6276	6.350405e+03	4.400000e+00	44	8.818694e-01	9.231455e-01	
4.500000e+00	45	1475	5.286893e+02	6046	6.350405e+03	4.500000e+00	45	8.038825e-01	9.231455e-01	
4.600000e+00	46	8.263000e+02	5.286893e+02	6502	6.350405e+03	4.600000e+00	46	8.872453e-01	9.231455e-01	
4.700000e+00	47	3.798000e+01	5.286893e+02	6956	6.350405e+03	4.700000e+00	47	9.945696e-01	9.231455e-01	
4.800000e+00	48	9.601000e+02	5.286893e+02	4300	6.350405e+03	4.800000e+00	48	8.174750e-01	9.231455e-01	
4.900000e+00	49	272	5.286893e+02	7962	6.350405e+03	4.900000e+00	49	9.669662e-01	9.231455e-01	
5	50	-522	5.286893e+02	6057	6.350405e+03	5	50	1.094309e+00	9.231455e-01	
5.100000e+00	51	470	5.286893e+02	5689	6.350405e+03	5.100000e+00	51	9.236889e-01	9.231455e-01	
5.200000e+00	52	-3.263000e+02	5.286893e+02	7483	6.350405e+03	5.200000e+00	52	1.045594e+00	9.231455e-01	
5.300000e+00	53	3.197000e+02	5.286893e+02	5099	6.350405e+03	5.300000e+00	53	9.410006e-01	9.231455e-01	
5.400000e+00	54	410	5.286893e+02	5990	6.350405e+03	5.400000e+00	54	9.359375e-01	9.231455e-01	
5.500000e+00	55	-2.423000e+02	5.286893e+02	6683	6.350405e+03	5.500000e+00	55	1.037620e+00	9.231455e-01	
5.600000e+00	56	-1.587000e+02	5.286893e+02	6383	6.350405e+03	5.600000e+00	56	1.025497e+00	9.231455e-01	
5.700000e+00	57	-1.718000e+02	5.286893e+02	5928	6.350405e+03	5.700000e+00	57	1.029846e+00	9.231455e-01	
5.800000e+00	58	5.796000e+02	5.286893e+02	6860	6.350405e+03	5.800000e+00	58	9.220926e-01	9.231455e-01	
5.900000e+00	59	8.664000e+01	5.286893e+02	7327	6.350405e+03	5.900000e+00	59	9.883134e-01	9.231455e-01	
6	60	-1.299000e+02	5.286893e+02	6203	6.350405e+03	6	60	1.021389e+00	9.231455e-01	
6.100000e+00	61	-5.247000e+01	5.286893e+02	5309	6.350405e+03	6.100000e+00	61	1.009982e+00	9.231455e-01	
6.200000e+00	62	1.733000e+02	5.286893e+02	5830	6.350405e+03	6.200000e+00	62	9.711325e-01	9.231455e-01	
6.300000e+00	63	4.329000e+02	5.286893e+02	8083	6.350405e+03	6.300000e+00	63	9.491657e-01	9.231455e-01	
6.400000e+00	64	4.543000e+02	5.286893e+02	5155	6.350405e+03	6.400000e+00	64	9.190095e-01	9.231455e-01	
6.500000e+00	65	1413	5.286893e+02	6646	6.350405e+03	6.500000e+00	65	8.246681e-01	9.231455e-01	
6.600000e+00	66	1213	5.286893e+02	4146	6.350405e+03	6.600000e+00	66	7.736518e-01	9.231455e-01	
6.700000e+00	67	1.308000e+02	5.286893e+02	5475	6.350405e+03	6.700000e+00	67	9.766670e-01	9.231455e-01	
6.800000e+00	68	7.962000e+02	5.286893e+02	6657	6.350405e+03	6.800000e+00	68	8.931734e-01	9.231455e-01	
6.900000e+00	69	2.605000e+02	5.286893e+02	5600	6.350405e+03	6.900000e+00	69	9.555499e-01	9.231455e-01	
7	70	-6.208000e+02	5.286893e+02	5822	6.350405e+03	7	70	1.119357e+00	9.231455e-01	
7.100000e+00	71	9.213000e+02	5.286893e+02	6771	6.350405e+03	7.100000e+00	71	8.802309e-01	9.231455e-01	
7.200000e+00	72	1058	5.286893e+02	5506	6.350405e+03	7.200000e+00	72	8.388178e-01	9.231455e-01	
7.300000e+00	73	1524	5.286893e+02	6513	6.350405e+03	7.300000e+00	73	8.103770e-01	9.231455e-01	
7.400000e+00	74	2.092000e+02	5.286893e+02	5462	6.350405e+03	7.400000e+00	74	9.631119e-01	9.231455e-01	
7.500000e+00	75	1324	5.286893e+02	5975	6.350405e+03	7.500000e+00	75	8.186053e-01	9.231455e-01	
7.600000e+00	76	-1.465000e+02	5.286893e+02	6616	6.350405e+03	7.600000e+00	76	1.022645e+00	9.231455e-01	
7.700000e+00	77	4.775000e+02	5.286893e+02	7474	6.350405e+03	7.700000e+00	77	9.399484e-01	9.231455e-01	
7.800000e+00	78	9.488000e+02	5.286893e+02	6892	6.350405e+03	7.800000e+00	78	8.789919e-01	9.231455e-01	
7.900000e+00	79	1170	5.286893e+02	5564	6.350405e+03	7.900000e+00	79	8.262548e-01	9.231455e-01	
8	80	2162	2.646901e+03	4143	3.576760e+03	8	80	6.570975e-01	5.747035e-01	
8.100000e+00	81	2035	2.646901e+03	2024	3.576760e+03	8.100000e+00	81	4.986450e-01	5.747035e-01	
8.200000e+00	82	2315	2.646901e+03	3499	3.576760e+03	8.200000e+00	82	6.018232e-01	5.747035e-01	
8.300000e+00	83	1857	2.646901e+03	3182	3.576760e+03	8.300000e+00	83	6.314745e-01	5.747035e-01	
8.400000e+00	84	2106	2.646901e+03	3131	3.576760e+03	8.400000e+00	84	5.978614e-01	5.747035e-01	
8.500000e+00	85	3247	2.646901e+03	4284	3.576760e+03	8.500000e+00	85	5.688488e-01	5.747035e-01	
8.600000e+00	86	3081	2.646901e+03	3631	3.576760e+03	8.600000e+00	86	5.409714e-01	5.747035e-01	
8.700000e+00	87	1734	2.646901e+03	3926	3.576760e+03	8.700000e+00	87	6.936396e-01	5.747035e-01	
8.800000e+00	88	3661	2.646901e+03	3672	3.576760e+03	8.800000e+00	88	5.007500e-01	5.747035e-01	
8.900000e+00	89	3146	2.646901e+03	3651	3.576760e+03	8.900000e+00	89	5.371487e-01	5.747035e-01	
9	90	2965	2.646901e+03	3805	3.576760e+03	9	90	5.620384e-01	5.747035e-01	
9.100000e+00	91	2199	2.646901e+03	3311	3.576760e+03	9.100000e+00	91	6.009074e-01	5.747035e-01	
9.200000e+00	92	2595	2.646901e+03	4407	3.576760e+03	9.200000e+00	92	6.293916e-01	5.747035e-01	
9.300000e+00	93	2205	2.646901e+03	3516	3.576760e+03	9.300000e+00	93	6.145779e-01	5.747035e-01	
9.400000e+00	94	3495	2.646901e+03	4565	3.576760e+03	9.400000e+00	94	5.663772e-01	5.747035e-01	
9.500000e+00	95	2461	2.646901e+03	3520	3.576760e+03	9.500000e+00	95	5.885303e-01	5.747035e-01	
9.600000e+00	96	2306	2.646901e+03	3726	3.576760e+03	9.600000e+00	96	6.177056e-01	5.747035e-01	
9.700000e+00	97	2586	2.646901e+03	3738	3.576760e+03	9.700000e+00	97	5.910816e-01	5.747035e-01	
9.800000e+00	98	2446	2.646901e+03	3479	3.576760e+03	9.800000e+00	98	5.871730e-01	5.747035e-01	
9.900000e+00	99	1944	2.646901e+03	4081	3.576760e+03	9.900000e+00	99	6.773444e-01	5.747035e-01	
10	100	3700	2.646901e+03	1873	8.952195e+02	10	100	3.360847e-01	5.747035e-01	
1.010000e+01	101	5877	5.430801e+03	1174	8.952195e+02	1.010000e+01	101	1.665012e-01	1.415139e-01	
1.020000e+01	102	5667	5.430801e+03	2025	8.952195e+02	1.020000e+01	102	2.632605e-01	1.415139e-01	
1.030000e+01	103	4443	5.430801e+03	1.976000e+02	8.952195e+02	1.030000e+01	103	4.258070e-02	1.415139e-01	
1.040000e+01	104	6506	5.430801e+03	1950	8.952195e+02	1.040000e+01	104	2.306055e-01	1.415139e-01	
1.050000e+01	105	5894	5.430801e+03	-2.755000e+02	8.952195e+02	1.050000e+01	105	-4.903444e-02	1.415139e-01	
1.060000e+01	106	4386	5.430801e+03	7.867000e+00	8.952195e+02	1.060000e+01	106	1.790450e-03	1.415139e-01	
1.070000e+01	107	5932	5.430801e+03	8.825000e+02	8.952195e+02	1.070000e+01	107	1.295033e-01	1.415139e-01	
1.080000e+01	108	2580	5.430801e+03	3614	8.952195e+02	1.080000e+01	108	5.834679e-01	1.415139e-01	
1.090000e+01	109	7.942000e+02	5.286893e+02	6965	6.350405e+03	1.090000e+01	109	8.976441e-01	9.231455e-01	
11	110	-1368	5.286893e+02	5981	6.350405e+03	11	110	1.296553e+00	9.231455e-01	
1.110000e+01	111	1393	5.286893e+02	5766	6.350405e+03	1.110000e+01	111	8.054198e-01	9.231455e-01	
1.120000e+01	112	7.234000e+02	5.286893e+02	5545	6.350405e+03	1.120000e+01	112	8.845958e-01	9.231455e-01	
1.130000e+01	113	4.113000e+02	5.286893e+02	5838	6.350405e+03	1.130000e+01	113	9.341846e-01	9.231455e-01	
1.140000e+01	114	1.988000e+02	5.286893e+02	7593	6.350405e+03	1.140000e+01	114	9.744860e-01	9.231455e-01	
1.150000e+01	115	1567	5.286893e+02	6809	6.350405e+03	1.150000e+01	115	8.129179e-01	9.231455e-01	
1.160000e+01	116	1210	5.286893e+02	7195	6.350405e+03	1.160000e+01	116	8.560381e-01	9.231455e-01	
1.170000e+01	117	3.679000e+02	5.286893e+02	6671	6.350405e+03	1.170000e+01	117	9.477333e-01	9.231455e-01	
1.180000e+01	118	3.356000e+02	5.286893e+02	7362	6.350405e+03	1.180000e+01	118	9.564020e-01	9.231455e-01	
1.190000e+01	119	1953	2.646901e+03	3394	3.576760e+03	1.190000e+01	119	6.347485e-01	5.747035e-01	
12	120	2881	2.646901e+03	3286	3.576760e+03	12	120	5.328361e-01	5.747035e-01	
1.210000e+01	121	2788	2.646901e+03	3975	3.576760e+03	1.210000e+01	121	5.877569e-01	5.747035e-01	
1.220000e+01	122	2545	2.646901e+03	4541	3.576760e+03	1.220000e+01	122	6.408411e-01	5.747035e-01	
1.230000e+01	123	1870	2.646901e+03	4955	3.576760e+03	1.230000e+01	123	7.260073e-01	5.747035e-01	
1.240000e+01	124	3247	2.646901e+03	3895	3.576760e+03	1.240000e+01	124	5.453654e-01	5.747035e-01	
1.250000e+01	125	2449	2.646901e+03	2738	3.576760e+03	1.250000e+01	125	5.278581e-01	5.747035e-01	
1.260000e+01	126	3149	2.646901e+03	3479	3.576760e+03	1.260000e+01	126	5.248944e-01	5.747035e-01	
1.270000e+01	127	1361	2.646901e+03	3556	3.576760e+03	1.270000e+01	127	7.232052e-01	5.747035e-01	
1.280000e+01	128	3472	2.646901e+03	2293	3.576760e+03	1.280000e+01	128	3.977450e-01	5.747035e-01	
1.290000e+01	129	3282	2.646901e+03	2967	3.576760e+03	1.290000e+01	129	4.747960e-01	5.747035e-01	
13	130	3365	2.646901e+03	4036	3.576760e+03	13	130	5.453317e-01	5.747035e-01	
1.310000e+01	131	2807	2.646901e+03	2624	3.576760e+03	1.310000e+01	131	4.831523e-01	5.747035e-01	
1.320000e+01	132	6.239000e+02	5.286893e+02	5934	6.350405e+03	1.320000e+01	132	9.048628e-01	9.231455e-01	
1.330000e+01	133	1104	5.286893e+02	5030	6.350405e+03	1.330000e+01	133	8.200196e-01	9.231455e-01	
1.340000e+01	134	-6.048000e+01	5.286893e+02	6709	6.350405e+03	1.340000e+01	134	1.009097e+00	9.231455e-01	
1.350000e+01	135	-2.578000e+02	5.286893e+02	6355	6.350405e+03	1.350000e+01	135	1.042282e+00	9.231455e-01	
1.360000e+01	136	3.047000e+02	5.286893e+02	5719	6.350405e+03	1.360000e+01	136	9.494165e-01	9.231455e-01	
1.370000e+01	137	3.256000e+02	5.286893e+02	5557	6.350405e+03	1.370000e+01	137	9.446503e-01	9.231455e-01	
1.380000e+01	138	-2.893000e+02	5.286893e+02	7034	6.350405e+03	1.380000e+01	138	1.042893e+00	9.231455e-01	
1.390000e+01	139	5.973000e+02	5.286893e+02	6703	6.350405e+03	1.390000e+01	139	9.181814e-01	9.231455e-01	
14	140	1.808000e+02	5.286893e+02	5488	6.350405e+03	14	140	9.681061e-01	9.231455e-01	
1.410000e+01	141	4.346000e+02	5.286893e+02	6084	6.350405e+03	1.410000e+01	141	9.333292e-01	9.231455e-01	
1.420000e+01	142	-1.336000e+02	5.286893e+02	7790	6.350405e+03	1.420000e+01	142	1.017449e+00	9.231455e-01	
1.430000e+01	143	6.996000e+02	5.286893e+02	6788	6.350405e+03	1.430000e+01	143	9.065655e-01	9.231455e-01	
1.440000e+01	144	6.779000e+01	5.286893e+02	4135	6.350405e+03	1.440000e+01	144	9.838702e-01	9.231455e-01	
1.450000e+01	145	1202	5.286893e+02	6276	6.350405e+03	1.450000e+01	145	8.392618e-01	9.231455e-01	
1.460000e+01	146	-4.803000e+01	5.286893e+02	5066	6.350405e+03	1.460000e+01	146	1.009572e+00	9.231455e-01	
1.470000e+01	147	7.296000e+02	5.286893e+02	7055	6.350405e+03	1.470000e+01	147	9.062765e-01	9.231455e-01	
1.480000e+01	148	5.216000e+02	5.286893e+02	6326	6.350405e+03	1.480000e+01	148	9.238273e-01	9.231455e-01	
1.490000e+01	149	1879	5.286893e+02	5584	6.350405e+03	1.490000e+01	149	7.482246e-01	9.231455e-01	
15	150	6685	5.430801e+03	4.139000e+02	8.952195e+02	15	150	5.830481e-02	1.415139e-01	
1.510000e+01	151	7148	5.430801e+03	9.061000e+02	8.952195e+02	1.510000e+01	151	1.125017e-01	1.415139e-01	
1.520000e+01	152	4712	5.430801e+03	1035	8.952195e+02	1.520000e+01	152	1.800940e-01	1.415139e-01	
1.530000e+01	153	5908	5.430801e+03	9.172000e+02	8.952195e+02	1.530000e+01	153	1.343843e-01	1.415139e-01	
1.540000e+01	154	7082	5.430801e+03	7.496000e+02	8.952195e+02	1.540000e+01	154	9.571480e-02	1.415139e-01	
1.550000e+01	155	4757	5.430801e+03	641	8.952195e+02	1.550000e+01	155	1.187477e-01	1.415139e-01	
1.560000e+01	156	7696	5.430801e+03	1470	8.952195e+02	1.560000e+01	156	1.603753e-01	1.415139e-01	
1.570000e+01	157	1715	5.286893e+02	4490	6.350405e+03	1.570000e+01	157	7.236100e-01	9.231455e-01	
1.580000e+01	158	1127	5.286893e+02	6114	6.350405e+03	1.580000e+01	158	8.443585e-01	9.231455e-01	
1.590000e+01	159	-3.365000e+02	5.286893e+02	5503	6.350405e+03	1.590000e+01	159	1.065131e+00	9.231455e-01	
16	160	1.121000e+02	5.286893e+02	7023	6.350405e+03	16	160	9.842889e-01	9.231455e-01	
1.610000e+01	161	1000	5.286893e+02	6244	6.350405e+03	1.610000e+01	161	8.619547e-01	9.231455e-01	
1.620000e+01	162	682	5.286893e+02	6680	6.350405e+03	1.620000e+01	162	9.073621e-01	9.231455e-01	
1.630000e+01	163	7.746000e+02	5.286893e+02	5712	6.350405e+03	1.630000e+01	163	8.805846e-01	9.231455e-01	
1.640000e+01	164	-4.290000e+01	5.286893e+02	6849	6.350405e+03	1.640000e+01	164	1.006303e+00	9.231455e-01	
1.650000e+01	165	7.641000e+02	5.286893e+02	6913	6.350405e+03	1.650000e+01	165	9.004702e-01	9.231455e-01	
1.660000e+01	166	1348	5.286893e+02	5657	6.350405e+03	1.660000e+01	166	8.075660e-01	9.231455e-01	
1.670000e+01	167	3728	5.430801e+03	174	8.952195e+02	1.670000e+01	167	4.459252e-02	1.415139e-01	
1.680000e+01	168	6152	5.430801e+03	7.341000e+02	8.952195e+02	1.680000e+01	168	1.066061e-01	1.415139e-01	
1.690000e+01	169	5937	5.430801e+03	1224	8.952195e+02	1.690000e+01	169	1.709258e-01	1.415139e-01	
17	170	5575	5.430801e+03	1449	8.952195e+02	17	170	2.062927e-01	1.415139e-01	
1.710000e+01	171	4766	5.430801e+03	1218	8.952195e+02	1.710000e+01	171	2.035428e-01	1.415139e-01	
1.720000e+01	172	1451	5.286893e+02	5405	6.350405e+03	1.720000e+01	172	7.883606e-01	9.231455e-01	
1.730000e+01	173	1001	5.286893e+02	5895	6.350405e+03	1.730000e+01	173	8.548434e-01	9.231455e-01	
1.740000e+01	174	1701	5.286893e+02	6708	6.350405e+03	1.740000e+01	174	7.977167e-01	9.231455e-01	
1.750000e+01	175	-2.863000e+02	5.286893e+02	7952	6.350405e+03	1.750000e+01	175	1.037348e+00	9.231455e-01	
1.760000e+01	176	6.762000e+02	5.286893e+02	5914	6.350405e+03	1.760000e+01	176	8.973931e-01	9.231455e-01	
1.770000e+01	177	9.834000e+02	5.286893e+02	5378	6.350405e+03	1.770000e+01	177	8.454114e-01	9.231455e-01	
1.780000e+01	178	1.566000e+02	5.286893e+02	6537	6.350405e+03	1.780000e+01	178	9.766045e-01	9.231455e-01	
1.790000e+01	179	2.403000e+02	5.286893e+02	5047	6.350405e+03	1.790000e+01	179	9.545515e-01	9.231455e-01	
18	180	7.326000e+02	5.286893e+02	5780	6.350405e+03	18	180	8.875104e-01	9.231455e-01	
1.810000e+01	181	5765	5.430801e+03	1833	8.952195e+02	1.810000e+01	181	2.412477e-01	1.415139e-01	
1.820000e+01	182	4699	5.430801e+03	1.472000e+02	8.952195e+02	1.820000e+01	182	3.037431e-02	1.415139e-01	
1.830000e+01	183	6090	5.430801e+03	1155	8.952195e+02	1.830000e+01	183	1.594203e-01	1.415139e-01	
1.840000e+01	184	6242	5.430801e+03	8.648000e+02	8.952195e+02	1.840000e+01	184	1.216863e-01	1.415139e-01	
1.850000e+01	185	5629	5.430801e+03	1400	8.952195e+02	1.850000e+01	185	1.991748e-01	1.415139e-01	
1.860000e+01	186	5570	5.430801e+03	4.981000e+02	8.952195e+02	1.860000e+01	186	8.208500e-02	1.415139e-01	
