time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	4814	3.903874e+03	4872	5.218165e+03	1.000000e-01	1	5.029940e-01	5.720393e-01	
2.000000e-01	2	2405	3.903874e+03	4946	5.218165e+03	2.000000e-01	2	6.728336e-01	5.720393e-01	
3.000000e-01	3	4568	3.903874e+03	4813	5.218165e+03	3.000000e-01	3	5.130583e-01	5.720393e-01	
4.000000e-01	4	3910	3.903874e+03	5295	5.218165e+03	4.000000e-01	4	5.752309e-01	5.720393e-01	
5.000000e-01	5	1937	1.382175e+03	8701	8.905298e+03	5.000000e-01	5	8.179169e-01	8.656448e-01	
6.000000e-01	6	8.546000e+02	1.382175e+03	8548	8.905298e+03	6.000000e-01	6	9.091102e-01	8.656448e-01	
7.000000e-01	7	7.294000e+02	1.382175e+03	7782	8.905298e+03	7.000000e-01	7	9.143032e-01	8.656448e-01	
8.000000e-01	8	3.358000e+01	1.382175e+03	11490	8.905298e+03	8.000000e-01	8	9.970860e-01	8.656448e-01	
9.000000e-01	9	8.254000e+02	1.382175e+03	9623	8.905298e+03	9.000000e-01	9	9.210023e-01	8.656448e-01	
1	10	2804	1.382175e+03	7200	8.905298e+03	1	10	7.197121e-01	8.656448e-01	
1.100000e+00	11	1149	1.382175e+03	9691	8.905298e+03	1.100000e+00	11	8.940037e-01	8.656448e-01	
1.200000e+00	12	2700	1.382175e+03	9735	8.905298e+03	1.200000e+00	12	7.828709e-01	8.656448e-01	
1.300000e+00	13	2233	1.382175e+03	8094	8.905298e+03	1.300000e+00	13	7.837707e-01	8.656448e-01	
1.400000e+00	14	1.499000e+01	1.382175e+03	9051	8.905298e+03	1.400000e+00	14	9.983466e-01	8.656448e-01	
1.500000e+00	15	7.675000e+02	1.382175e+03	9960	8.905298e+03	1.500000e+00	15	9.284549e-01	8.656448e-01	
1.600000e+00	16	2302	1.382175e+03	8909	8.905298e+03	1.600000e+00	16	7.946660e-01	8.656448e-01	
1.700000e+00	17	1569	1.382175e+03	6816	8.905298e+03	1.700000e+00	17	8.128801e-01	8.656448e-01	
1.800000e+00	18	3195	1.382175e+03	7757	8.905298e+03	1.800000e+00	18	7.082725e-01	8.656448e-01	
1.900000e+00	19	1324	1.382175e+03	11150	8.905298e+03	1.900000e+00	19	8.938592e-01	8.656448e-01	
