time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	6.543000e+02	6.608289e+02	8827	7.828429e+03	1.000000e-01	1	9.309905e-01	9.221570e-01	
2.000000e-01	2	-1.277000e+02	6.608289e+02	8060	7.828429e+03	2.000000e-01	2	1.016099e+00	9.221570e-01	
3.000000e-01	3	1407	6.608289e+02	7607	7.828429e+03	3.000000e-01	3	8.439095e-01	9.221570e-01	
4.000000e-01	4	-5.151000e+02	6.608289e+02	6999	7.828429e+03	4.000000e-01	4	1.079443e+00	9.221570e-01	
5.000000e-01	5	124	6.608289e+02	8856	7.828429e+03	5.000000e-01	5	9.861915e-01	9.221570e-01	
6.000000e-01	6	1582	6.608289e+02	6969	7.828429e+03	6.000000e-01	6	8.149924e-01	9.221570e-01	
7.000000e-01	7	1690	6.608289e+02	8287	7.828429e+03	7.000000e-01	7	8.306104e-01	9.221570e-01	
8.000000e-01	8	3334	5.162097e+03	5497	7.828429e+03	8.000000e-01	8	6.224663e-01	9.221570e-01	
9.000000e-01	9	7333	5.162097e+03	-4.352000e+02	9.761715e+02	9.000000e-01	9	-6.309258e-02	1.590304e-01	
1	10	8404	5.162097e+03	1084	9.761715e+02	1	10	1.142496e-01	1.590304e-01	
1.100000e+00	11	6465	5.162097e+03	1.911000e+02	9.761715e+02	1.100000e+00	11	2.871051e-02	1.590304e-01	
1.200000e+00	12	6627	5.162097e+03	6.475000e+02	9.761715e+02	1.200000e+00	12	8.900955e-02	1.590304e-01	
1.300000e+00	13	8287	5.162097e+03	217	9.761715e+02	1.300000e+00	13	2.551740e-02	1.590304e-01	
1.400000e+00	14	7673	5.162097e+03	3.071000e+01	9.761715e+02	1.400000e+00	14	3.986391e-03	1.590304e-01	
1.500000e+00	15	7262	5.162097e+03	9.678000e+02	9.761715e+02	1.500000e+00	15	1.175970e-01	1.590304e-01	
1.600000e+00	16	7200	5.162097e+03	-4.066000e+02	9.761715e+02	1.600000e+00	16	-5.985221e-02	1.590304e-01	
1.700000e+00	17	7276	5.162097e+03	7.784000e+02	9.761715e+02	1.700000e+00	17	9.664283e-02	1.590304e-01	
1.800000e+00	18	6272	5.162097e+03	1074	9.761715e+02	1.800000e+00	18	1.462020e-01	1.590304e-01	
1.900000e+00	19	6885	5.162097e+03	1490	9.761715e+02	1.900000e+00	19	1.779104e-01	1.590304e-01	
