time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	3724	3.252270e+03	3231	3.529307e+03	1.000000e-01	1	4.645579e-01	5.204257e-01	
2.000000e-01	2	2579	3.252270e+03	3811	3.529307e+03	2.000000e-01	2	5.964006e-01	5.204257e-01	
3.000000e-01	3	2017	3.252270e+03	3145	3.529307e+03	3.000000e-01	3	6.092600e-01	5.204257e-01	
4.000000e-01	4	3519	3.252270e+03	3489	3.529307e+03	4.000000e-01	4	4.978596e-01	5.204257e-01	
5.000000e-01	5	2552	3.252270e+03	3106	3.529307e+03	5.000000e-01	5	5.489572e-01	5.204257e-01	
6.000000e-01	6	-5.797000e+02	7.739153e+02	4411	3.529307e+03	6.000000e-01	6	1.151306e+00	5.204257e-01	
7.000000e-01	7	2.814000e+02	7.739153e+02	5432	5.746698e+03	7.000000e-01	7	9.507474e-01	8.813125e-01	
8.000000e-01	8	6.784000e+02	7.739153e+02	6523	5.746698e+03	8.000000e-01	8	9.057961e-01	8.813125e-01	
9.000000e-01	9	8.737000e+02	7.739153e+02	5896	5.746698e+03	9.000000e-01	9	8.709396e-01	8.813125e-01	
1	10	731	7.739153e+02	6077	5.746698e+03	1	10	8.926263e-01	8.813125e-01	
1.100000e+00	11	1350	7.739153e+02	6948	5.746698e+03	1.100000e+00	11	8.373102e-01	8.813125e-01	
1.200000e+00	12	1395	7.739153e+02	5983	5.746698e+03	1.200000e+00	12	8.109244e-01	8.813125e-01	
1.300000e+00	13	7.726000e+02	7.739153e+02	6166	5.746698e+03	1.300000e+00	13	8.886519e-01	8.813125e-01	
1.400000e+00	14	-1.092000e+02	7.739153e+02	6405	5.746698e+03	1.400000e+00	14	1.017345e+00	8.813125e-01	
1.500000e+00	15	7.054000e+02	7.739153e+02	5970	5.746698e+03	1.500000e+00	15	8.943284e-01	8.813125e-01	
1.600000e+00	16	1562	7.739153e+02	5234	5.746698e+03	1.600000e+00	16	7.701589e-01	8.813125e-01	
1.700000e+00	17	4.134000e+02	7.739153e+02	6237	5.746698e+03	1.700000e+00	17	9.378383e-01	8.813125e-01	
1.800000e+00	18	962	7.739153e+02	5636	5.746698e+03	1.800000e+00	18	8.541982e-01	8.813125e-01	
1.900000e+00	19	5.427000e+02	7.739153e+02	6462	5.746698e+03	1.900000e+00	19	9.225234e-01	8.813125e-01	
2	20	9.512000e+02	7.739153e+02	6121	5.746698e+03	2	20	8.655015e-01	8.813125e-01	
2.100000e+00	21	2.728000e+02	7.739153e+02	6543	5.746698e+03	2.100000e+00	21	9.599754e-01	8.813125e-01	
2.200000e+00	22	2.524000e+02	7.739153e+02	5283	5.746698e+03	2.200000e+00	22	9.544026e-01	8.813125e-01	
2.300000e+00	23	1124	7.739153e+02	5273	5.746698e+03	2.300000e+00	23	8.242926e-01	8.813125e-01	
2.400000e+00	24	-6.409000e+01	7.739153e+02	5734	5.746698e+03	2.400000e+00	24	1.011304e+00	8.813125e-01	
2.500000e+00	25	6.751000e+02	7.739153e+02	6400	5.746698e+03	2.500000e+00	25	9.045809e-01	8.813125e-01	
2.600000e+00	26	1091	7.739153e+02	5753	5.746698e+03	2.600000e+00	26	8.405903e-01	8.813125e-01	
2.700000e+00	27	1.362000e+02	7.739153e+02	5831	5.746698e+03	2.700000e+00	27	9.771752e-01	8.813125e-01	
2.800000e+00	28	530	7.739153e+02	6610	5.746698e+03	2.800000e+00	28	9.257703e-01	8.813125e-01	
2.900000e+00	29	-5.740000e+01	7.739153e+02	6124	5.746698e+03	2.900000e+00	29	1.009462e+00	8.813125e-01	
3	30	9.544000e+02	7.739153e+02	5403	5.746698e+03	3	30	8.498757e-01	8.813125e-01	
3.100000e+00	31	453	7.739153e+02	5405	5.746698e+03	3.100000e+00	31	9.226699e-01	8.813125e-01	
3.200000e+00	32	1.514000e+02	7.739153e+02	5397	5.746698e+03	3.200000e+00	32	9.727129e-01	8.813125e-01	
3.300000e+00	33	6.417000e+02	7.739153e+02	6151	5.746698e+03	3.300000e+00	33	9.055309e-01	8.813125e-01	
3.400000e+00	34	3.728000e+02	7.739153e+02	6697	5.746698e+03	3.400000e+00	34	9.472687e-01	8.813125e-01	
3.500000e+00	35	7.986000e+02	7.739153e+02	6787	5.746698e+03	3.500000e+00	35	8.947216e-01	8.813125e-01	
3.600000e+00	36	1321	7.739153e+02	4809	5.746698e+03	3.600000e+00	36	7.845024e-01	8.813125e-01	
3.700000e+00	37	-1.206000e+02	7.739153e+02	5463	5.746698e+03	3.700000e+00	37	1.022574e+00	8.813125e-01	
3.800000e+00	38	1314	7.739153e+02	5105	5.746698e+03	3.800000e+00	38	7.952952e-01	8.813125e-01	
3.900000e+00	39	4.146000e+02	7.739153e+02	6031	5.746698e+03	3.900000e+00	39	9.356771e-01	8.813125e-01	
4	40	7.553000e+02	7.739153e+02	5312	5.746698e+03	4	40	8.755130e-01	8.813125e-01	
4.100000e+00	41	-1.687000e+02	7.739153e+02	6341	5.746698e+03	4.100000e+00	41	1.027332e+00	8.813125e-01	
4.200000e+00	42	1134	7.739153e+02	6337	5.746698e+03	4.200000e+00	42	8.482131e-01	8.813125e-01	
4.300000e+00	43	4818	5.876421e+03	2377	6.401190e+02	4.300000e+00	43	3.303683e-01	9.822989e-02	
4.400000e+00	44	4968	5.876421e+03	1070	6.401190e+02	4.400000e+00	44	1.772110e-01	9.822989e-02	
4.500000e+00	45	1.486000e+01	7.739153e+02	6261	5.746698e+03	4.500000e+00	45	9.976322e-01	8.813125e-01	
