coordinates:	60.2,86.5	145.2,86.5	230.2,86.5
4.430000e+01	130	136	135
4.450000e+01	132	130	139
4.470000e+01	123	132	135
4.490000e+01	130	119	125
4.510000e+01	127	121	132
4.530000e+01	128	133	132
4.550000e+01	131	129	136
4.570000e+01	131	126	132
4.590000e+01	128	126	131
4.610000e+01	131	121	133
4.630000e+01	125	128	133
4.650000e+01	126	127	130
4.670000e+01	127	123	138
4.690000e+01	129	128	136
4.710000e+01	131	130	131
4.730000e+01	126	132	137
4.750000e+01	130	131	137
4.770000e+01	136	129	131
4.790000e+01	127	130	133
4.810000e+01	128	132	134
4.830000e+01	130	138	136
4.850000e+01	133	128	134
4.870000e+01	135	131	135
4.890000e+01	130	127	134
4.910000e+01	126	127	135
4.930000e+01	130	136	134
4.950000e+01	126	130	131
4.970000e+01	132	129	128
4.990000e+01	129	129	129
5.010000e+01	126	130	130
5.030000e+01	132	127	133
5.050000e+01	127	133	126
5.070000e+01	126	134	127
5.090000e+01	131	129	132
5.110000e+01	132	126	135
5.130000e+01	129	131	129
5.150000e+01	128	129	137
5.170000e+01	130	132	137
5.190000e+01	134	122	133
5.210000e+01	131	126	137
5.230000e+01	131	120	130
5.250000e+01	123	126	129
5.270000e+01	133	127	135
5.290000e+01	132	125	142
5.310000e+01	123	130	126
5.330000e+01	133	122	139
5.350000e+01	131	120	138
5.370000e+01	126	123	142
5.390000e+01	128	123	144
5.410000e+01	131	122	142
5.430000e+01	132	117	139
5.450000e+01	134	121	131
5.470000e+01	136	130	136
5.490000e+01	137	125	131
5.510000e+01	136	124	132
5.530000e+01	129	124	128
5.550000e+01	131	118	139
5.570000e+01	134	121	131
5.590000e+01	130	127	137
5.610000e+01	127	126	138
5.630000e+01	133	120	136
5.650000e+01	131	131	132
5.670000e+01	126	125	128
5.690000e+01	135	125	142
5.710000e+01	131	122	136
5.730000e+01	131	122	135
5.750000e+01	124	127	128
5.770000e+01	130	126	141
5.790000e+01	132	121	137
5.810000e+01	126	130	135
5.830000e+01	130	119	140
5.850000e+01	124	122	128
5.870000e+01	137	122	139
5.890000e+01	130	124	133
5.910000e+01	130	119	138
5.930000e+01	128	119	145
5.950000e+01	129	125	137
5.970000e+01	131	121	135
5.990000e+01	130	126	140
6.010000e+01	135	126	134
6.030000e+01	136	119	123
6.050000e+01	127	122	134
6.070000e+01	132	122	133
6.090000e+01	131	120	138
6.110000e+01	133	120	132
6.130000e+01	130	121	132
6.150000e+01	134	124	134
6.170000e+01	134	120	133
6.190000e+01	133	120	135
6.210000e+01	130	125	129
6.230000e+01	138	123	138
6.250000e+01	133	124	136
6.270000e+01	132	115	137
6.290000e+01	126	124	141
6.310000e+01	130	127	131
6.330000e+01	137	128	135
6.350000e+01	132	118	140
6.370000e+01	135	118	142
6.390000e+01	123	126	141
6.410000e+01	138	115	149
6.430000e+01	131	116	148
6.450000e+01	132	114	154
6.470000e+01	133	116	152
6.490000e+01	135	117	145
6.510000e+01	131	114	141
6.530000e+01	131	117	141
6.550000e+01	135	118	142
6.570000e+01	132	116	150
6.590000e+01	131	116	138
6.610000e+01	131	116	138
6.630000e+01	133	115	149
6.650000e+01	130	114	151
6.670000e+01	130	116	143
6.690000e+01	130	114	141
6.710000e+01	129	116	138
6.730000e+01	132	115	142
6.750000e+01	129	116	143
6.770000e+01	119	117	142
6.790000e+01	132	118	146
6.810000e+01	133	116	154
6.830000e+01	125	117	135
6.850000e+01	133	115	149
6.870000e+01	141	115	149
6.890000e+01	130	116	147
6.910000e+01	134	115	140
6.930000e+01	140	115	146
6.950000e+01	139	116	144
6.970000e+01	132	119	147
6.990000e+01	128	117	149
7.010000e+01	130	117	151
7.030000e+01	135	117	160
7.050000e+01	130	115	138
7.070000e+01	141	116	142
7.090000e+01	130	117	157
7.110000e+01	132	115	147
7.130000e+01	128	115	147
7.150000e+01	139	114	140
7.170000e+01	127	116	147
7.190000e+01	134	116	147
7.210000e+01	131	113	161
7.230000e+01	139	117	140
7.250000e+01	132	115	145
7.270000e+01	128	116	139
7.290000e+01	130	118	139
7.310000e+01	128	116	142
7.330000e+01	136	118	134
7.350000e+01	136	113	147
7.370000e+01	135	114	139
7.390000e+01	127	115	137
7.410000e+01	138	116	151
7.430000e+01	134	118	144
7.450000e+01	133	115	151
7.470000e+01	127	115	151
7.490000e+01	139	115	145
7.510000e+01	136	122	143
7.530000e+01	129	116	156
7.550000e+01	126	117	147
7.570000e+01	127	116	140
7.590000e+01	131	114	154
7.610000e+01	131	115	150
7.630000e+01	124	114	150
7.650000e+01	130	118	142
7.670000e+01	136	115	153
7.690000e+01	133	118	147
7.710000e+01	132	117	156
7.730000e+01	131	113	151
7.750000e+01	137	116	150
7.770000e+01	130	116	152
7.790000e+01	132	114	152
7.810000e+01	133	113	148
7.830000e+01	125	118	140
7.850000e+01	132	113	144
7.870000e+01	135	116	141
7.890000e+01	141	114	149
7.910000e+01	127	120	142
7.930000e+01	130	115	153
7.950000e+01	130	117	141
7.970000e+01	135	117	143
7.990000e+01	128	116	150
8.010000e+01	127	114	141
8.030000e+01	128	114	148
8.050000e+01	133	116	140
8.070000e+01	135	118	152
8.090000e+01	131	116	139
8.110000e+01	130	119	149
8.130000e+01	132	115	145
8.150000e+01	131	120	143
8.170000e+01	139	119	154
8.190000e+01	132	114	139
8.210000e+01	122	118	149
8.230000e+01	125	114	136
8.250000e+01	134	115	144
8.270000e+01	130	114	142
8.290000e+01	137	116	142
8.310000e+01	135	115	155
8.330000e+01	133	114	139
8.350000e+01	130	114	145
8.370000e+01	128	115	142
8.390000e+01	130	117	147
8.410000e+01	140	116	143
8.430000e+01	135	116	150
8.450000e+01	125	116	145
8.470000e+01	128	119	141
8.490000e+01	127	114	150
8.510000e+01	135	115	145
8.530000e+01	137	117	142
8.550000e+01	128	115	147
8.570000e+01	126	118	143
8.590000e+01	135	115	147
8.610000e+01	137	115	142
8.630000e+01	132	115	149
8.650000e+01	136	116	132
8.670000e+01	132	115	144
8.690000e+01	135	119	151
8.710000e+01	144	115	138
8.730000e+01	127	113	152
8.750000e+01	123	115	147
8.770000e+01	134	113	139
8.790000e+01	131	114	148
8.810000e+01	138	113	146
8.830000e+01	135	114	149
8.850000e+01	143	114	157
8.870000e+01	137	114	154
8.890000e+01	137	113	149
8.910000e+01	134	113	145
8.930000e+01	135	114	136
8.950000e+01	129	113	136
8.970000e+01	132	114	137
8.990000e+01	144	114	140
9.010000e+01	133	114	141
9.030000e+01	131	114	141
9.050000e+01	133	116	141
9.070000e+01	135	113	142
9.090000e+01	138	115	138
9.110000e+01	136	113	142
9.130000e+01	138	113	147
9.150000e+01	135	114	142
9.170000e+01	137	113	146
9.190000e+01	137	113	139
9.210000e+01	131	115	141
9.230000e+01	128	114	145
9.250000e+01	133	113	148
9.270000e+01	128	113	144
9.290000e+01	133	114	144
9.310000e+01	130	114	136
9.330000e+01	138	114	142
9.350000e+01	137	115	149
9.370000e+01	136	114	142
9.390000e+01	138	113	142
9.410000e+01	136	113	155
9.430000e+01	138	114	142
9.450000e+01	135	115	133
9.470000e+01	134	114	154
9.490000e+01	130	114	148
9.510000e+01	128	113	155
9.530000e+01	133	114	145
9.550000e+01	140	114	145
9.570000e+01	139	114	140
9.590000e+01	137	114	132
9.610000e+01	139	114	148
9.630000e+01	131	113	147
9.650000e+01	137	115	144
9.670000e+01	141	115	143
9.690000e+01	146	113	156
9.710000e+01	134	113	144
9.730000e+01	125	114	140
9.750000e+01	136	115	141
9.770000e+01	132	115	141
9.790000e+01	134	114	144
9.810000e+01	141	113	149
9.830000e+01	135	113	145
9.850000e+01	131	113	143
9.870000e+01	137	115	135
9.890000e+01	143	115	134
9.910000e+01	133	113	144
9.930000e+01	136	115	135
9.950000e+01	146	113	140
9.970000e+01	133	115	139
9.990000e+01	133	114	133
