coordinates:	51.5,122.7	115.5,122.7	179.5,122.7
timeat295nm	I_1at295nm	I_2at295nm	I_3at295nm
1.000000e-01	181	118	127
3.000000e-01	164	119	145
5.000000e-01	177	124	130
7.000000e-01	172	120	142
9.000000e-01	193	117	130
1.100000e+00	165	114	159
1.300000e+00	160	114	139
1.500000e+00	145	117	149
1.700000e+00	155	119	151
1.900000e+00	148	121	144
2.100000e+00	153	116	142
2.300000e+00	156	116	145
2.500000e+00	156	119	136
2.700000e+00	149	117	147
2.900000e+00	149	119	148
3.100000e+00	148	114	132
3.300000e+00	145	117	122
3.500000e+00	156	116	144
3.700000e+00	153	115	142
3.900000e+00	203	117	129
4.100000e+00	183	116	131
4.300000e+00	153	116	145
4.500000e+00	160	114	137
4.700000e+00	163	117	152
4.900000e+00	181	114	136
5.100000e+00	163	117	145
5.300000e+00	160	116	142
5.500000e+00	162	117	148
5.700000e+00	165	115	138
5.900000e+00	154	115	136
6.100000e+00	155	117	143
6.300000e+00	157	115	147
6.500000e+00	150	117	137
6.700000e+00	120	113	164
6.900000e+00	120	114	159
7.100000e+00	119	118	157
7.300000e+00	118	117	163
7.500000e+00	117	118	163
7.700000e+00	114	117	164
7.900000e+00	117	120	154
8.100000e+00	120	116	157
8.300000e+00	118	114	165
8.500000e+00	117	122	149
8.700000e+00	116	117	153
8.900000e+00	120	116	150
9.100000e+00	117	122	164
9.300000e+00	123	121	161
9.500000e+00	117	117	164
9.700000e+00	120	117	165
9.900000e+00	113	113	115
1.010000e+01	114	113	119
1.030000e+01	114	113	117
1.050000e+01	114	114	118
1.070000e+01	114	114	115
1.090000e+01	113	113	117
1.110000e+01	113	114	115
1.130000e+01	115	114	116
1.150000e+01	115	113	115
1.170000e+01	115	113	117
1.190000e+01	113	113	114
1.210000e+01	116	114	115
1.230000e+01	113	113	117
1.250000e+01	113	113	113
1.270000e+01	113	113	116
1.290000e+01	113	113	114
1.310000e+01	114	115	116
1.330000e+01	113	115	114
1.350000e+01	115	114	116
1.370000e+01	114	114	114
1.390000e+01	113	113	117
1.410000e+01	114	113	116
1.430000e+01	115	113	117
1.450000e+01	114	113	115
1.470000e+01	114	113	116
1.490000e+01	113	113	118
1.510000e+01	114	113	114
1.530000e+01	116	113	115
1.550000e+01	113	113	116
1.570000e+01	115	113	115
1.590000e+01	113	113	118
1.610000e+01	113	113	114
1.630000e+01	115	113	114
1.650000e+01	113	113	116
1.670000e+01	113	114	118
1.690000e+01	113	114	117
1.710000e+01	113	113	116
1.730000e+01	114	113	117
1.750000e+01	113	113	116
1.770000e+01	114	114	115
1.790000e+01	113	113	116
1.810000e+01	114	113	114
1.830000e+01	113	114	115
1.850000e+01	115	113	114
1.870000e+01	116	113	116
1.890000e+01	115	113	116
1.910000e+01	113	114	117
1.930000e+01	114	113	119
1.950000e+01	114	113	118
1.970000e+01	115	113	116
1.990000e+01	114	114	113
