coordinates:	9.9,251.8	94.9,251.8	179.9,251.8
timeat332nm	I_1at332nm	I_2at332nm	I_3at332nm
1.000000e-01	144	115	133
3.000000e-01	138	116	139
5.000000e-01	137	114	133
7.000000e-01	152	115	134
9.000000e-01	138	115	144
1.100000e+00	138	117	140
1.300000e+00	146	115	141
1.500000e+00	150	113	134
1.700000e+00	144	113	134
1.900000e+00	146	116	140
2.100000e+00	146	115	137
2.300000e+00	139	115	133
2.500000e+00	143	115	131
2.700000e+00	143	115	134
2.900000e+00	151	114	143
3.100000e+00	149	114	129
3.300000e+00	145	113	138
3.500000e+00	135	115	127
3.700000e+00	144	115	140
3.900000e+00	139	116	134
4.100000e+00	138	117	138
4.300000e+00	151	114	131
4.500000e+00	149	114	132
4.700000e+00	132	113	136
4.900000e+00	142	116	133
5.100000e+00	144	118	137
5.300000e+00	146	114	135
5.500000e+00	140	117	138
5.700000e+00	152	114	141
5.900000e+00	146	116	129
6.100000e+00	147	117	134
6.300000e+00	145	114	130
6.500000e+00	137	113	145
6.700000e+00	141	116	147
6.900000e+00	147	116	150
7.100000e+00	132	115	142
7.300000e+00	139	117	151
7.500000e+00	145	114	148
7.700000e+00	133	115	139
7.900000e+00	140	114	143
8.100000e+00	138	114	139
8.300000e+00	134	115	138
8.500000e+00	135	115	150
8.700000e+00	138	114	140
8.900000e+00	137	114	145
9.100000e+00	130	114	148
9.300000e+00	136	114	137
9.500000e+00	145	113	142
9.700000e+00	133	113	141
9.900000e+00	136	114	138
1.010000e+01	136	116	145
1.030000e+01	140	115	148
1.050000e+01	133	116	147
1.070000e+01	134	113	150
1.090000e+01	136	117	143
1.110000e+01	130	114	135
1.130000e+01	126	115	140
1.150000e+01	135	114	140
1.170000e+01	135	113	136
1.190000e+01	136	113	145
1.210000e+01	135	113	154
1.230000e+01	137	114	143
1.250000e+01	140	113	147
1.270000e+01	142	117	139
1.290000e+01	137	113	147
1.310000e+01	135	113	152
1.330000e+01	135	113	135
1.350000e+01	132	117	134
1.370000e+01	134	113	149
1.390000e+01	135	114	137
1.410000e+01	142	114	143
1.430000e+01	127	114	150
1.450000e+01	135	115	137
1.470000e+01	127	113	152
1.490000e+01	143	116	145
1.510000e+01	138	114	140
1.530000e+01	127	117	134
1.550000e+01	131	113	144
1.570000e+01	140	113	159
1.590000e+01	133	113	133
1.610000e+01	135	114	139
1.630000e+01	140	115	141
1.650000e+01	134	114	155
1.670000e+01	146	113	141
1.690000e+01	131	114	141
1.710000e+01	135	113	137
1.730000e+01	134	113	140
1.750000e+01	136	114	137
1.770000e+01	141	114	142
1.790000e+01	139	113	140
1.810000e+01	129	113	153
1.830000e+01	128	116	139
1.850000e+01	136	116	147
1.870000e+01	137	113	136
1.890000e+01	132	113	144
1.910000e+01	136	113	139
1.930000e+01	141	116	136
1.950000e+01	146	114	129
1.970000e+01	141	113	128
1.990000e+01	137	114	136
2.010000e+01	137	114	133
2.030000e+01	142	116	134
2.050000e+01	143	114	132
2.070000e+01	139	115	132
2.090000e+01	142	114	131
2.110000e+01	146	118	129
2.130000e+01	138	117	138
2.150000e+01	152	113	127
2.170000e+01	142	114	133
2.190000e+01	145	114	135
2.210000e+01	141	119	126
2.230000e+01	140	118	128
2.250000e+01	149	114	127
2.270000e+01	144	114	142
2.290000e+01	134	116	130
2.310000e+01	159	115	130
2.330000e+01	145	113	138
2.350000e+01	151	114	134
2.370000e+01	155	117	128
2.390000e+01	155	113	133
2.410000e+01	141	114	125
2.430000e+01	140	114	138
2.450000e+01	145	116	136
2.470000e+01	128	119	133
2.490000e+01	127	119	141
2.510000e+01	139	125	150
2.530000e+01	140	120	141
2.550000e+01	126	120	139
2.570000e+01	144	120	142
2.590000e+01	132	122	129
2.610000e+01	134	125	134
2.630000e+01	140	119	133
2.650000e+01	125	124	135
2.670000e+01	133	123	134
2.690000e+01	122	121	142
2.710000e+01	127	120	130
2.730000e+01	125	125	144
2.750000e+01	133	119	144
2.770000e+01	136	120	146
2.790000e+01	137	120	133
2.810000e+01	129	120	135
2.830000e+01	140	130	129
2.850000e+01	123	118	139
2.870000e+01	131	121	131
2.890000e+01	131	119	131
2.910000e+01	135	118	138
2.930000e+01	129	119	130
2.950000e+01	129	124	136
2.970000e+01	129	119	135
2.990000e+01	127	116	136
3.010000e+01	136	127	140
3.030000e+01	136	122	139
3.050000e+01	134	125	145
3.070000e+01	136	124	133
3.090000e+01	137	121	144
3.110000e+01	139	124	138
3.130000e+01	130	117	134
3.150000e+01	132	127	129
3.170000e+01	130	123	144
3.190000e+01	140	122	135
3.210000e+01	134	120	136
3.230000e+01	147	124	136
3.250000e+01	140	123	137
3.270000e+01	142	114	142
3.290000e+01	127	121	141
3.310000e+01	133	130	141
3.330000e+01	130	122	138
3.350000e+01	138	122	134
3.370000e+01	128	124	137
3.390000e+01	135	124	138
3.410000e+01	131	120	135
3.430000e+01	139	118	130
3.450000e+01	139	122	143
3.470000e+01	128	122	138
3.490000e+01	139	121	147
3.510000e+01	133	120	136
3.530000e+01	130	124	137
3.550000e+01	138	124	138
3.570000e+01	131	119	131
3.590000e+01	134	125	128
3.610000e+01	127	124	133
3.630000e+01	138	125	137
3.650000e+01	131	126	134
3.670000e+01	134	124	134
3.690000e+01	133	127	122
3.710000e+01	132	129	126
3.730000e+01	132	130	130
3.750000e+01	133	126	128
3.770000e+01	132	138	118
3.790000e+01	127	130	125
3.810000e+01	136	131	124
3.830000e+01	127	132	129
3.850000e+01	134	125	122
3.870000e+01	135	135	125
3.890000e+01	129	138	123
3.910000e+01	134	132	131
3.930000e+01	133	130	119
3.950000e+01	140	138	122
3.970000e+01	133	132	124
3.990000e+01	125	132	121
4.010000e+01	140	128	129
4.030000e+01	139	125	121
4.050000e+01	133	134	123
4.070000e+01	149	129	126
4.090000e+01	136	130	117
4.110000e+01	128	127	124
4.130000e+01	128	131	132
4.150000e+01	135	133	126
4.170000e+01	135	130	124
4.190000e+01	126	133	126
4.210000e+01	133	127	127
4.230000e+01	140	130	122
4.250000e+01	135	136	130
4.270000e+01	145	126	120
4.290000e+01	131	132	127
4.310000e+01	133	129	119
4.330000e+01	136	134	131
4.350000e+01	138	133	125
4.370000e+01	132	127	123
4.390000e+01	138	124	121
4.410000e+01	135	125	122
4.430000e+01	129	130	121
4.450000e+01	131	127	120
4.470000e+01	138	129	124
4.490000e+01	139	133	129
4.510000e+01	133	130	123
4.530000e+01	130	134	124
4.550000e+01	131	139	120
4.570000e+01	131	137	124
4.590000e+01	133	132	125
4.610000e+01	133	132	123
4.630000e+01	124	136	127
4.650000e+01	137	125	125
4.670000e+01	132	134	123
4.690000e+01	132	140	125
4.710000e+01	126	128	124
4.730000e+01	135	131	128
4.750000e+01	134	133	125
4.770000e+01	130	127	126
4.790000e+01	131	127	129
4.810000e+01	134	129	126
4.830000e+01	139	130	124
4.850000e+01	133	126	129
4.870000e+01	131	132	126
4.890000e+01	135	139	132
4.910000e+01	133	134	125
4.930000e+01	130	131	121
4.950000e+01	135	132	126
4.970000e+01	131	132	128
4.990000e+01	135	129	123
5.010000e+01	132	139	123
5.030000e+01	136	136	127
5.050000e+01	129	131	125
5.070000e+01	127	143	124
5.090000e+01	129	138	126
5.110000e+01	131	129	136
5.130000e+01	132	131	124
5.150000e+01	129	135	131
5.170000e+01	133	127	125
5.190000e+01	129	136	125
5.210000e+01	139	135	130
5.230000e+01	132	134	130
5.250000e+01	135	132	124
5.270000e+01	126	134	125
5.290000e+01	129	132	126
5.310000e+01	122	137	125
5.330000e+01	130	129	122
5.350000e+01	128	127	129
5.370000e+01	130	134	128
5.390000e+01	130	130	125
5.410000e+01	138	121	120
5.430000e+01	125	128	123
5.450000e+01	133	133	131
5.470000e+01	135	128	119
5.490000e+01	137	124	126
5.510000e+01	140	130	130
5.530000e+01	134	136	122
5.550000e+01	137	130	127
5.570000e+01	125	133	122
5.590000e+01	134	129	127
5.610000e+01	134	134	123
5.630000e+01	137	128	120
5.650000e+01	129	130	128
5.670000e+01	131	134	128
5.690000e+01	123	131	123
5.710000e+01	137	131	130
5.730000e+01	133	128	121
5.750000e+01	129	126	122
5.770000e+01	130	140	129
5.790000e+01	137	136	128
5.810000e+01	133	140	129
5.830000e+01	128	127	119
5.850000e+01	133	138	125
5.870000e+01	136	126	129
5.890000e+01	125	126	126
5.910000e+01	134	127	126
5.930000e+01	136	126	124
5.950000e+01	133	131	127
5.970000e+01	134	121	133
5.990000e+01	145	126	127
6.010000e+01	146	125	125
6.030000e+01	133	121	128
6.050000e+01	130	123	127
6.070000e+01	142	129	124
6.090000e+01	132	123	127
6.110000e+01	138	124	128
6.130000e+01	135	126	131
6.150000e+01	129	123	125
6.170000e+01	133	123	132
6.190000e+01	139	125	126
6.210000e+01	140	128	132
6.230000e+01	135	125	126
6.250000e+01	139	121	135
6.270000e+01	145	124	128
6.290000e+01	141	128	128
6.310000e+01	133	123	134
6.330000e+01	141	121	133
6.350000e+01	133	126	133
6.370000e+01	134	131	132
6.390000e+01	130	128	129
6.410000e+01	127	120	131
6.430000e+01	134	127	125
6.450000e+01	129	132	122
6.470000e+01	133	130	124
6.490000e+01	131	127	130
6.510000e+01	128	132	124
6.530000e+01	136	136	121
6.550000e+01	136	130	122
6.570000e+01	134	128	124
6.590000e+01	135	128	125
6.610000e+01	131	138	123
6.630000e+01	130	126	126
6.650000e+01	122	131	124
6.670000e+01	127	134	121
6.690000e+01	135	134	132
6.710000e+01	134	135	128
6.730000e+01	130	132	123
6.750000e+01	131	138	117
6.770000e+01	136	138	128
6.790000e+01	136	129	130
6.810000e+01	130	129	128
6.830000e+01	136	136	130
6.850000e+01	134	130	128
6.870000e+01	137	128	124
6.890000e+01	133	128	129
6.910000e+01	127	122	129
6.930000e+01	131	135	128
6.950000e+01	132	138	129
6.970000e+01	129	135	130
6.990000e+01	130	128	127
7.010000e+01	135	135	128
7.030000e+01	135	131	128
