coordinates:	41.1,241.3	126.1,241.3	211.1,241.3
1.970000e+01	142	119	131
1.990000e+01	131	128	128
2.010000e+01	131	136	133
2.030000e+01	137	131	134
2.050000e+01	128	122	128
2.070000e+01	141	131	128
2.090000e+01	136	124	125
2.110000e+01	137	124	123
2.130000e+01	137	125	127
2.150000e+01	144	128	126
2.170000e+01	142	128	130
2.190000e+01	140	125	126
2.210000e+01	135	130	132
2.230000e+01	138	134	134
2.250000e+01	140	120	126
2.270000e+01	137	121	130
2.290000e+01	138	129	127
2.310000e+01	130	127	129
2.330000e+01	136	122	131
2.350000e+01	143	130	128
2.370000e+01	134	128	122
2.390000e+01	142	125	135
2.410000e+01	141	130	129
2.430000e+01	139	125	125
2.450000e+01	130	129	127
2.470000e+01	146	129	131
2.490000e+01	130	129	129
2.510000e+01	134	125	128
2.530000e+01	129	132	130
2.550000e+01	130	120	140
2.570000e+01	138	123	128
2.590000e+01	136	124	135
2.610000e+01	135	124	128
2.630000e+01	122	121	130
2.650000e+01	132	123	133
2.670000e+01	142	126	128
2.690000e+01	137	132	128
2.710000e+01	138	125	130
2.730000e+01	134	121	133
2.750000e+01	132	131	129
2.770000e+01	142	130	134
2.790000e+01	143	131	125
2.810000e+01	126	117	124
2.830000e+01	144	126	139
2.850000e+01	136	130	121
2.870000e+01	142	130	130
2.890000e+01	132	124	130
2.910000e+01	140	123	128
2.930000e+01	150	126	123
2.950000e+01	139	129	129
2.970000e+01	126	130	132
2.990000e+01	142	116	136
3.010000e+01	139	121	130
3.030000e+01	145	118	127
3.050000e+01	142	118	129
3.070000e+01	151	117	137
3.090000e+01	143	116	138
3.110000e+01	149	118	131
3.130000e+01	141	118	129
3.150000e+01	144	118	136
3.170000e+01	150	115	131
3.190000e+01	141	115	132
3.210000e+01	140	119	136
3.230000e+01	143	116	136
3.250000e+01	142	116	137
3.270000e+01	144	116	130
3.290000e+01	145	117	136
3.310000e+01	132	115	128
3.330000e+01	143	118	127
3.350000e+01	142	116	137
3.370000e+01	143	114	128
3.390000e+01	138	115	131
3.410000e+01	145	116	131
3.430000e+01	153	116	141
3.450000e+01	135	115	149
3.470000e+01	142	114	129
3.490000e+01	143	117	137
3.510000e+01	154	116	132
3.530000e+01	159	114	132
3.550000e+01	136	115	140
3.570000e+01	142	115	127
3.590000e+01	144	116	135
3.610000e+01	150	115	134
3.630000e+01	147	115	133
3.650000e+01	148	114	133
3.670000e+01	142	117	127
3.690000e+01	152	114	132
3.710000e+01	142	114	126
3.730000e+01	139	114	141
3.750000e+01	136	117	132
3.770000e+01	140	114	137
3.790000e+01	141	113	136
3.810000e+01	144	117	140
3.830000e+01	141	115	135
3.850000e+01	139	115	136
3.870000e+01	138	114	128
3.890000e+01	138	114	131
3.910000e+01	139	119	133
3.930000e+01	138	116	132
3.950000e+01	145	116	134
3.970000e+01	142	114	135
3.990000e+01	139	114	131
4.010000e+01	143	114	129
4.030000e+01	141	113	135
4.050000e+01	143	115	131
4.070000e+01	140	113	145
4.090000e+01	137	114	131
4.110000e+01	150	114	131
4.130000e+01	138	117	134
4.150000e+01	137	113	140
4.170000e+01	139	117	139
4.190000e+01	148	116	136
4.210000e+01	136	116	131
4.230000e+01	133	114	145
4.250000e+01	131	113	136
4.270000e+01	143	116	143
4.290000e+01	148	116	140
4.310000e+01	149	115	145
4.330000e+01	151	113	134
4.350000e+01	147	119	130
4.370000e+01	144	116	133
4.390000e+01	143	115	136
4.410000e+01	140	115	137
4.430000e+01	139	114	133
4.450000e+01	146	116	135
4.470000e+01	146	117	132
4.490000e+01	136	113	131
4.510000e+01	148	115	144
4.530000e+01	143	115	143
4.550000e+01	135	114	137
4.570000e+01	145	116	141
4.590000e+01	145	116	134
4.610000e+01	134	115	131
4.630000e+01	134	117	134
4.650000e+01	153	116	133
4.670000e+01	141	117	130
4.690000e+01	150	115	130
4.710000e+01	140	117	131
4.730000e+01	143	116	135
4.750000e+01	136	118	136
4.770000e+01	139	117	129
4.790000e+01	143	117	135
4.810000e+01	141	118	131
4.830000e+01	143	117	132
4.850000e+01	148	121	139
4.870000e+01	148	114	139
4.890000e+01	148	115	134
4.910000e+01	144	115	133
4.930000e+01	147	121	133
4.950000e+01	137	117	131
4.970000e+01	144	116	139
4.990000e+01	151	117	136
5.010000e+01	143	117	137
5.030000e+01	133	119	137
5.050000e+01	143	116	129
5.070000e+01	144	118	131
5.090000e+01	135	114	134
5.110000e+01	139	116	143
5.130000e+01	147	116	134
5.150000e+01	136	113	139
5.170000e+01	143	117	129
5.190000e+01	143	118	142
5.210000e+01	144	116	136
5.230000e+01	151	119	127
5.250000e+01	151	115	136
5.270000e+01	147	117	127
5.290000e+01	138	116	132
5.310000e+01	141	116	135
5.330000e+01	135	115	133
5.350000e+01	147	116	135
5.370000e+01	147	114	129
5.390000e+01	143	119	137
5.410000e+01	147	117	129
5.430000e+01	138	117	136
5.450000e+01	144	117	137
5.470000e+01	141	114	132
5.490000e+01	147	116	130
5.510000e+01	146	115	132
5.530000e+01	141	117	135
5.550000e+01	139	117	136
5.570000e+01	150	117	128
5.590000e+01	141	116	132
5.610000e+01	141	118	129
5.630000e+01	140	118	128
5.650000e+01	161	116	137
5.670000e+01	142	116	127
5.690000e+01	140	118	131
5.710000e+01	152	118	133
5.730000e+01	149	116	129
5.750000e+01	142	115	135
5.770000e+01	147	117	137
5.790000e+01	136	122	131
5.810000e+01	145	114	130
5.830000e+01	146	114	132
5.850000e+01	152	115	125
5.870000e+01	147	116	139
5.890000e+01	142	117	133
5.910000e+01	144	115	134
5.930000e+01	142	117	135
5.950000e+01	141	118	139
5.970000e+01	151	117	136
5.990000e+01	141	118	133
6.010000e+01	157	116	135
6.030000e+01	139	118	136
6.050000e+01	151	114	131
6.070000e+01	142	121	126
6.090000e+01	153	115	133
6.110000e+01	137	114	138
6.130000e+01	141	115	126
6.150000e+01	139	119	138
6.170000e+01	143	115	131
6.190000e+01	140	119	130
6.210000e+01	138	116	135
6.230000e+01	142	116	132
6.250000e+01	148	116	126
6.270000e+01	140	115	130
6.290000e+01	145	117	128
6.310000e+01	140	116	129
6.330000e+01	143	115	135
6.350000e+01	148	116	130
6.370000e+01	141	116	138
6.390000e+01	147	118	136
6.410000e+01	141	118	136
6.430000e+01	148	115	138
6.450000e+01	140	114	131
6.470000e+01	140	115	138
6.490000e+01	131	116	133
6.510000e+01	141	114	131
6.530000e+01	145	118	132
6.550000e+01	140	116	138
6.570000e+01	145	116	132
6.590000e+01	133	117	136
6.610000e+01	141	118	133
6.630000e+01	153	118	146
6.650000e+01	143	117	137
6.670000e+01	140	115	130
6.690000e+01	144	117	134
6.710000e+01	137	114	129
6.730000e+01	136	115	132
6.750000e+01	148	114	136
6.770000e+01	148	117	133
6.790000e+01	139	116	134
6.810000e+01	140	117	131
6.830000e+01	143	115	132
6.850000e+01	138	116	130
6.870000e+01	151	116	131
6.890000e+01	139	119	134
6.910000e+01	148	116	131
6.930000e+01	135	114	129
6.950000e+01	147	116	132
6.970000e+01	145	115	137
6.990000e+01	139	115	131
7.010000e+01	143	117	130
7.030000e+01	134	117	131
7.050000e+01	145	113	132
7.070000e+01	147	117	133
7.090000e+01	151	118	128
7.110000e+01	139	115	151
7.130000e+01	131	114	147
7.150000e+01	129	115	142
7.170000e+01	135	115	150
7.190000e+01	127	115	134
7.210000e+01	137	116	143
7.230000e+01	137	115	143
7.250000e+01	129	117	141
7.270000e+01	134	115	139
7.290000e+01	132	114	147
7.310000e+01	130	117	141
7.330000e+01	137	114	143
7.350000e+01	132	116	157
7.370000e+01	139	114	145
7.390000e+01	134	117	150
7.410000e+01	130	116	152
7.430000e+01	140	117	142
7.450000e+01	133	118	144
7.470000e+01	138	113	136
7.490000e+01	139	118	133
7.510000e+01	141	116	137
7.530000e+01	130	113	134
7.550000e+01	136	114	142
7.570000e+01	144	115	128
7.590000e+01	138	117	140
7.610000e+01	130	113	137
7.630000e+01	129	115	140
7.650000e+01	142	118	147
7.670000e+01	138	115	146
7.690000e+01	138	115	138
7.710000e+01	130	118	137
7.730000e+01	128	118	141
7.750000e+01	134	114	147
7.770000e+01	138	116	138
7.790000e+01	138	117	140
7.810000e+01	140	114	143
7.830000e+01	132	114	150
7.850000e+01	137	119	139
7.870000e+01	139	116	143
7.890000e+01	133	114	140
7.910000e+01	130	116	131
7.930000e+01	138	116	148
7.950000e+01	139	115	147
7.970000e+01	133	113	136
7.990000e+01	140	114	151
8.010000e+01	141	114	151
8.030000e+01	129	115	158
8.050000e+01	134	116	149
8.070000e+01	130	116	148
8.090000e+01	136	114	147
8.110000e+01	134	113	147
8.130000e+01	131	117	133
8.150000e+01	141	115	133
8.170000e+01	145	115	144
8.190000e+01	135	120	143
8.210000e+01	138	115	146
8.230000e+01	133	116	141
8.250000e+01	139	116	135
8.270000e+01	129	119	135
8.290000e+01	133	115	141
8.310000e+01	133	115	142
8.330000e+01	132	115	138
8.350000e+01	140	114	140
8.370000e+01	135	114	149
8.390000e+01	128	114	133
8.410000e+01	135	113	135
8.430000e+01	130	116	145
8.450000e+01	135	119	142
8.470000e+01	141	116	143
8.490000e+01	137	113	142
8.510000e+01	137	119	152
8.530000e+01	134	114	144
8.550000e+01	129	113	137
8.570000e+01	140	117	141
8.590000e+01	130	115	136
8.610000e+01	133	115	127
8.630000e+01	125	116	145
8.650000e+01	141	113	133
8.670000e+01	135	116	128
8.690000e+01	130	113	147
8.710000e+01	128	114	148
8.730000e+01	141	116	140
8.750000e+01	133	113	143
8.770000e+01	133	115	153
8.790000e+01	135	114	138
8.810000e+01	127	114	146
8.830000e+01	135	114	146
8.850000e+01	135	113	140
8.870000e+01	136	113	140
8.890000e+01	135	114	145
8.910000e+01	134	114	139
8.930000e+01	146	113	148
8.950000e+01	126	114	143
8.970000e+01	135	113	139
8.990000e+01	138	113	147
9.010000e+01	128	114	137
9.030000e+01	136	114	140
9.050000e+01	132	116	136
9.070000e+01	130	113	139
9.090000e+01	138	114	142
9.110000e+01	132	114	138
9.130000e+01	136	113	138
9.150000e+01	137	113	143
9.170000e+01	136	114	135
9.190000e+01	135	114	139
9.210000e+01	139	113	147
9.230000e+01	136	114	148
9.250000e+01	144	113	144
9.270000e+01	139	114	142
9.290000e+01	136	113	154
9.310000e+01	135	114	148
9.330000e+01	132	116	152
9.350000e+01	135	113	144
9.370000e+01	142	113	140
9.390000e+01	134	113	154
9.410000e+01	136	114	142
9.430000e+01	132	114	148
9.450000e+01	140	114	144
9.470000e+01	140	113	146
9.490000e+01	142	113	149
9.510000e+01	138	114	141
9.530000e+01	139	113	140
9.550000e+01	135	113	142
9.570000e+01	136	115	136
9.590000e+01	136	113	140
9.610000e+01	132	114	134
9.630000e+01	139	115	135
9.650000e+01	134	114	147
9.670000e+01	146	113	143
9.690000e+01	137	113	144
9.710000e+01	137	115	145
9.730000e+01	130	114	145
9.750000e+01	140	114	143
9.770000e+01	140	114	141
9.790000e+01	143	113	144
9.810000e+01	130	114	140
9.830000e+01	142	114	144
9.850000e+01	136	114	146
9.870000e+01	133	115	154
9.890000e+01	151	114	144
9.910000e+01	136	113	148
9.930000e+01	136	114	150
9.950000e+01	134	113	144
9.970000e+01	139	116	144
9.990000e+01	139	118	140
