coordinates:	49.8,100.5	113.8,100.5	177.8,100.5
timeat295nm	I_1at295nm	I_2at295nm	I_3at295nm
1.000000e-01	133	134	126
3.000000e-01	145	131	131
5.000000e-01	140	142	129
7.000000e-01	134	142	133
9.000000e-01	133	136	131
1.100000e+00	130	134	128
1.300000e+00	132	129	134
1.500000e+00	144	129	133
1.700000e+00	139	135	129
1.900000e+00	132	133	146
2.100000e+00	137	128	136
2.300000e+00	146	121	145
2.500000e+00	130	120	146
2.700000e+00	133	129	144
2.900000e+00	137	122	151
3.100000e+00	138	114	133
3.300000e+00	153	118	119
3.500000e+00	200	119	135
3.700000e+00	191	125	135
3.900000e+00	230	115	127
4.100000e+00	189	118	118
4.300000e+00	196	117	129
4.500000e+00	205	120	124
4.700000e+00	200	119	130
4.900000e+00	205	121	129
5.100000e+00	179	115	125
5.300000e+00	113	114	114
5.500000e+00	114	113	115
5.700000e+00	115	113	114
5.900000e+00	114	115	115
6.100000e+00	115	113	117
6.300000e+00	114	113	116
6.500000e+00	113	113	117
6.700000e+00	114	113	115
6.900000e+00	115	114	114
7.100000e+00	113	114	114
7.300000e+00	116	113	117
7.500000e+00	115	113	115
7.700000e+00	113	113	114
7.900000e+00	114	113	115
8.100000e+00	115	113	119
8.300000e+00	113	113	115
8.500000e+00	114	113	116
8.700000e+00	114	113	113
8.900000e+00	113	114	115
9.100000e+00	117	113	118
9.300000e+00	114	113	120
9.500000e+00	113	113	115
9.700000e+00	114	113	115
9.900000e+00	113	113	115
1.010000e+01	113	113	115
1.030000e+01	114	114	118
1.050000e+01	114	113	117
1.070000e+01	113	113	118
1.090000e+01	113	113	114
1.110000e+01	115	113	114
1.130000e+01	114	114	115
1.150000e+01	113	113	115
1.170000e+01	114	113	118
1.190000e+01	113	113	116
1.210000e+01	114	113	116
1.230000e+01	114	113	116
1.250000e+01	114	113	119
1.270000e+01	114	114	114
1.290000e+01	114	113	118
1.310000e+01	113	113	113
1.330000e+01	114	113	117
1.350000e+01	114	114	113
1.370000e+01	113	113	114
1.390000e+01	115	113	115
1.410000e+01	113	113	117
1.430000e+01	114	113	117
1.450000e+01	114	114	117
1.470000e+01	115	113	117
1.490000e+01	114	113	113
1.510000e+01	114	113	117
1.530000e+01	114	113	118
1.550000e+01	113	113	118
1.570000e+01	113	113	115
1.590000e+01	114	113	115
1.610000e+01	115	114	119
1.630000e+01	113	113	118
1.650000e+01	114	113	120
1.670000e+01	113	113	116
1.690000e+01	113	113	116
1.710000e+01	113	113	115
1.730000e+01	113	113	115
1.750000e+01	115	113	116
1.770000e+01	113	114	115
1.790000e+01	113	113	114
1.810000e+01	114	114	118
1.830000e+01	116	113	114
1.850000e+01	113	114	115
1.870000e+01	114	113	116
1.890000e+01	113	115	115
1.910000e+01	113	113	114
1.930000e+01	114	113	117
1.950000e+01	113	113	119
1.970000e+01	114	113	115
1.990000e+01	113	114	114
