coordinates:	30.7,30.6	30.7,30.6	30.7,30.6
timeat421nm	I_1at421nm	I_2at421nm	I_3at421nm
1.000000e-01	117	114	114
3.000000e-01	145	117	146
5.000000e-01	156	122	152
7.000000e-01	157	130	138
9.000000e-01	121	135	154
1.100000e+00	115	113	115
1.300000e+00	127	142	147
1.500000e+00	118	141	153
1.700000e+00	120	127	141
1.900000e+00	130	143	126
2.100000e+00	125	157	124
2.300000e+00	126	148	121
2.500000e+00	124	157	126
2.700000e+00	125	139	121
2.900000e+00	121	144	129
3.100000e+00	127	160	121
3.300000e+00	124	168	122
3.500000e+00	122	154	127
3.700000e+00	123	163	123
3.900000e+00	119	154	124
4.100000e+00	238	115	114
4.300000e+00	206	114	115
4.500000e+00	224	116	120
4.700000e+00	216	116	115
4.900000e+00	218	117	115
5.100000e+00	204	114	123
5.300000e+00	217	113	117
5.500000e+00	211	115	116
5.700000e+00	206	117	117
5.900000e+00	230	113	117
6.100000e+00	221	115	118
6.300000e+00	114	113	117
6.500000e+00	136	114	122
6.700000e+00	119	116	170
6.900000e+00	125	115	173
7.100000e+00	165	116	128
7.300000e+00	144	113	127
7.500000e+00	118	114	170
7.700000e+00	124	113	158
7.900000e+00	124	113	166
8.100000e+00	120	115	172
8.300000e+00	116	114	117
8.500000e+00	115	113	113
8.700000e+00	113	114	117
8.900000e+00	116	116	118
9.100000e+00	116	114	115
9.300000e+00	114	113	117
9.500000e+00	115	114	117
9.700000e+00	114	114	117
9.900000e+00	117	113	117
1.010000e+01	115	114	121
1.030000e+01	113	113	123
1.050000e+01	114	113	118
1.070000e+01	116	114	116
1.090000e+01	114	113	116
1.110000e+01	114	114	117
1.130000e+01	113	113	119
1.150000e+01	117	114	115
1.170000e+01	115	113	115
1.190000e+01	115	114	117
1.210000e+01	113	113	116
1.230000e+01	113	113	118
1.250000e+01	114	113	117
1.270000e+01	118	113	117
1.290000e+01	113	116	116
1.310000e+01	114	114	117
1.330000e+01	116	113	121
1.350000e+01	116	114	117
1.370000e+01	114	114	116
1.390000e+01	114	115	120
1.410000e+01	115	114	116
1.430000e+01	115	115	121
1.450000e+01	114	115	116
1.470000e+01	114	115	116
1.490000e+01	114	115	117
1.510000e+01	114	115	119
1.530000e+01	115	113	117
1.550000e+01	115	115	116
1.570000e+01	114	113	114
1.590000e+01	115	115	120
1.610000e+01	113	116	118
1.630000e+01	113	114	118
1.650000e+01	115	114	116
1.670000e+01	114	114	120
1.690000e+01	113	113	117
1.710000e+01	114	113	115
1.730000e+01	115	113	115
1.750000e+01	114	113	117
1.770000e+01	115	113	118
1.790000e+01	114	113	115
1.810000e+01	114	115	116
1.830000e+01	114	113	119
1.850000e+01	114	115	115
1.870000e+01	115	113	118
1.890000e+01	113	116	115
1.910000e+01	114	113	117
1.930000e+01	118	114	121
1.950000e+01	116	113	118
1.970000e+01	116	113	118
1.990000e+01	115	113	120
