coordinates:	30.7,0.0	30.7,0.0	30.7,0.0
timeat421nm	I_1at421nm	I_2at421nm	I_3at421nm
1.000000e-01	193	117	123
3.000000e-01	121	115	167
5.000000e-01	116	115	114
7.000000e-01	192	118	117
9.000000e-01	204	118	123
1.100000e+00	205	116	123
1.300000e+00	216	120	116
1.500000e+00	228	118	116
1.700000e+00	194	120	119
1.900000e+00	193	119	119
2.100000e+00	209	122	115
2.300000e+00	187	119	114
2.500000e+00	202	123	118
2.700000e+00	212	122	118
2.900000e+00	208	118	114
3.100000e+00	205	122	117
3.300000e+00	208	120	114
3.500000e+00	193	118	117
3.700000e+00	195	116	119
3.900000e+00	182	121	117
4.100000e+00	204	120	117
4.300000e+00	195	120	118
4.500000e+00	202	122	119
4.700000e+00	116	114	120
4.900000e+00	113	114	117
5.100000e+00	115	113	119
5.300000e+00	113	113	117
5.500000e+00	115	114	118
5.700000e+00	115	113	115
5.900000e+00	115	113	117
6.100000e+00	114	115	119
6.300000e+00	113	113	118
6.500000e+00	118	113	114
6.700000e+00	114	115	116
6.900000e+00	115	113	118
7.100000e+00	113	113	116
7.300000e+00	116	113	115
7.500000e+00	113	113	115
7.700000e+00	116	114	118
7.900000e+00	113	116	119
8.100000e+00	115	113	116
8.300000e+00	113	114	119
8.500000e+00	115	116	115
8.700000e+00	115	115	117
8.900000e+00	115	114	114
9.100000e+00	116	113	119
9.300000e+00	113	114	116
9.500000e+00	114	115	118
9.700000e+00	115	113	114
9.900000e+00	115	115	118
1.010000e+01	115	114	115
1.030000e+01	113	114	114
1.050000e+01	114	113	119
1.070000e+01	115	115	114
1.090000e+01	115	114	117
1.110000e+01	115	116	119
1.130000e+01	115	114	114
1.150000e+01	114	113	121
1.170000e+01	114	113	116
1.190000e+01	114	113	116
1.210000e+01	114	113	120
1.230000e+01	115	116	116
1.250000e+01	116	114	118
1.270000e+01	113	114	117
1.290000e+01	114	114	115
1.310000e+01	115	113	120
1.330000e+01	115	113	114
1.350000e+01	114	114	115
1.370000e+01	114	114	117
1.390000e+01	114	114	117
1.410000e+01	115	113	115
1.430000e+01	113	114	116
1.450000e+01	115	113	117
1.470000e+01	113	113	116
1.490000e+01	114	114	116
1.510000e+01	113	113	116
1.530000e+01	114	113	115
1.550000e+01	113	115	117
1.570000e+01	113	113	118
1.590000e+01	114	113	116
1.610000e+01	115	115	120
1.630000e+01	113	114	114
1.650000e+01	113	113	118
1.670000e+01	114	114	115
1.690000e+01	113	114	114
1.710000e+01	115	114	117
1.730000e+01	115	113	117
1.750000e+01	114	115	117
1.770000e+01	115	113	115
1.790000e+01	113	113	115
1.810000e+01	115	114	115
1.830000e+01	114	113	115
1.850000e+01	114	114	115
1.870000e+01	114	114	114
1.890000e+01	115	113	117
1.910000e+01	115	117	117
1.930000e+01	116	114	120
1.950000e+01	114	113	114
1.970000e+01	116	114	116
1.990000e+01	113	115	119
