coordinates:	3.2,15.9	3.2,15.9	3.2,15.9
timeat421nm	I_1at421nm	I_2at421nm	I_3at421nm
1.000000e-01	121	135	152
3.000000e-01	117	119	173
5.000000e-01	126	124	167
7.000000e-01	125	118	176
9.000000e-01	165	119	146
1.100000e+00	171	123	142
1.300000e+00	165	117	144
1.500000e+00	174	115	133
1.700000e+00	216	114	120
1.900000e+00	217	113	119
2.100000e+00	209	113	116
2.300000e+00	198	115	116
2.500000e+00	202	116	119
2.700000e+00	205	115	116
2.900000e+00	226	117	113
3.100000e+00	205	115	116
3.300000e+00	219	115	117
3.500000e+00	114	114	116
3.700000e+00	204	113	114
3.900000e+00	224	114	117
4.100000e+00	151	114	116
4.300000e+00	219	113	117
4.500000e+00	218	116	115
4.700000e+00	214	115	115
4.900000e+00	220	115	119
5.100000e+00	213	114	118
5.300000e+00	223	114	117
5.500000e+00	172	113	119
5.700000e+00	210	114	115
5.900000e+00	179	114	115
6.100000e+00	208	113	124
6.300000e+00	207	116	113
6.500000e+00	216	117	115
6.700000e+00	207	113	117
6.900000e+00	187	113	116
7.100000e+00	208	117	121
7.300000e+00	219	113	120
7.500000e+00	228	115	115
7.700000e+00	224	115	117
7.900000e+00	219	116	116
8.100000e+00	198	115	117
8.300000e+00	203	115	117
8.500000e+00	207	117	118
8.700000e+00	217	116	117
8.900000e+00	220	114	118
9.100000e+00	152	114	116
9.300000e+00	212	114	120
9.500000e+00	189	115	121
9.700000e+00	228	115	116
9.900000e+00	216	114	115
1.010000e+01	224	115	115
1.030000e+01	139	113	117
1.050000e+01	227	116	116
1.070000e+01	218	115	121
1.090000e+01	204	114	118
1.110000e+01	207	115	117
1.130000e+01	219	115	119
1.150000e+01	190	113	118
1.170000e+01	214	113	115
1.190000e+01	211	114	116
1.210000e+01	116	113	118
1.230000e+01	115	113	114
1.250000e+01	115	114	118
1.270000e+01	115	113	118
1.290000e+01	115	114	115
1.310000e+01	116	113	117
1.330000e+01	115	113	117
1.350000e+01	114	114	119
1.370000e+01	114	114	118
1.390000e+01	114	113	114
1.410000e+01	114	115	123
1.430000e+01	113	113	117
1.450000e+01	115	114	117
1.470000e+01	117	114	118
1.490000e+01	116	113	116
1.510000e+01	115	113	120
1.530000e+01	117	113	118
1.550000e+01	114	113	114
1.570000e+01	115	114	117
1.590000e+01	117	114	117
1.610000e+01	116	114	117
1.630000e+01	114	113	117
1.650000e+01	113	116	114
1.670000e+01	113	113	115
1.690000e+01	114	113	118
1.710000e+01	115	115	117
1.730000e+01	114	116	121
1.750000e+01	115	114	115
1.770000e+01	116	115	115
1.790000e+01	115	113	118
1.810000e+01	114	114	119
1.830000e+01	118	113	117
1.850000e+01	114	113	114
1.870000e+01	115	115	118
1.890000e+01	114	114	115
1.910000e+01	113	113	117
1.930000e+01	114	113	118
1.950000e+01	114	114	118
1.970000e+01	114	114	117
1.990000e+01	115	113	117
