coordinates:	52.5,0.7	52.5,0.7	52.5,0.7
timeat157nm	I_1at157nm	I_2at157nm	I_3at157nm	timeat967nm	I_1at967nm	I_2at967nm	I_3at967nm
1.000000e-01	162	159	137	2.000000e-01	119	251	144
3.000000e-01	162	164	141	4.000000e-01	124	276	148
5.000000e-01	166	162	150	6.000000e-01	121	269	136
7.000000e-01	165	128	142	8.000000e-01	127	113	120
9.000000e-01	178	115	152	1	125	113	115
1.100000e+00	174	120	147	1.200000e+00	120	113	118
1.300000e+00	120	114	113	1.400000e+00	120	113	118
1.500000e+00	181	117	140	1.600000e+00	121	113	115
1.700000e+00	134	117	114	1.800000e+00	125	113	117
1.900000e+00	173	114	158	2	121	113	119
2.100000e+00	182	117	146	2.200000e+00	121	113	116
2.300000e+00	176	114	153	2.400000e+00	120	113	116
2.500000e+00	193	119	156	2.600000e+00	124	113	118
2.700000e+00	159	115	148	2.800000e+00	129	113	120
2.900000e+00	187	116	145	3	125	113	122
3.100000e+00	176	118	154	3.200000e+00	120	113	120
3.300000e+00	166	115	132	3.400000e+00	123	113	123
3.500000e+00	114	113	113	3.600000e+00	122	113	122
3.700000e+00	167	115	158	3.800000e+00	121	113	121
3.900000e+00	188	115	140	4	118	113	119
4.100000e+00	173	117	143	4.200000e+00	118	113	123
4.300000e+00	124	113	113	4.400000e+00	122	113	120
4.500000e+00	182	119	151	4.600000e+00	123	113	119
4.700000e+00	173	117	145	4.800000e+00	120	113	119
4.900000e+00	169	115	145	5	122	113	119
5.100000e+00	210	120	118	5.200000e+00	118	113	118
5.300000e+00	222	121	115	5.400000e+00	127	113	119
5.500000e+00	185	118	138	5.600000e+00	126	113	119
5.700000e+00	181	115	152	5.800000e+00	128	113	125
5.900000e+00	126	113	113	6	125	113	122
6.100000e+00	118	113	113	6.200000e+00	119	113	119
6.300000e+00	136	113	114	6.400000e+00	119	113	120
6.500000e+00	122	113	114	6.600000e+00	120	113	118
6.700000e+00	125	113	113	6.800000e+00	125	113	120
6.900000e+00	128	113	113	7	127	113	121
7.100000e+00	129	113	113	7.200000e+00	120	113	118
7.300000e+00	120	113	114	7.400000e+00	122	113	122
7.500000e+00	122	113	113	7.600000e+00	124	113	116
7.700000e+00	128	113	113	7.800000e+00	124	113	118
7.900000e+00	128	113	113	8	117	113	121
8.100000e+00	120	113	113	8.200000e+00	128	113	118
8.300000e+00	123	113	113	8.400000e+00	117	113	121
8.500000e+00	124	113	113	8.600000e+00	124	113	121
8.700000e+00	123	113	113	8.800000e+00	126	113	122
8.900000e+00	127	113	113	9	122	113	122
9.100000e+00	124	113	113	9.200000e+00	126	113	122
9.300000e+00	121	113	113	9.400000e+00	121	113	118
9.500000e+00	125	113	114	9.600000e+00	119	113	117
9.700000e+00	116	113	113	9.800000e+00	126	113	119
9.900000e+00	122	113	113	10	123	113	116
1.010000e+01	122	113	113	1.020000e+01	124	113	116
1.030000e+01	120	113	113	1.040000e+01	122	113	121
1.050000e+01	121	113	113	1.060000e+01	116	113	119
1.070000e+01	123	113	114	1.080000e+01	122	113	117
1.090000e+01	121	113	113	11	123	113	117
1.110000e+01	128	113	113	1.120000e+01	122	113	114
1.130000e+01	120	113	113	1.140000e+01	122	113	118
1.150000e+01	121	114	113	1.160000e+01	128	113	121
1.170000e+01	125	114	114	1.180000e+01	121	113	122
1.190000e+01	120	113	115	12	118	113	124
1.210000e+01	123	113	113	1.220000e+01	120	113	116
1.230000e+01	126	113	113	1.240000e+01	119	113	122
1.250000e+01	124	113	113	1.260000e+01	121	113	121
1.270000e+01	122	113	113	1.280000e+01	125	113	120
1.290000e+01	120	113	113	13	124	113	121
1.310000e+01	120	113	113	1.320000e+01	121	113	117
1.330000e+01	129	113	114	1.340000e+01	125	113	114
1.350000e+01	126	113	114	1.360000e+01	124	113	118
1.370000e+01	122	113	113	1.380000e+01	120	113	120
1.390000e+01	120	113	113	14	117	113	126
1.410000e+01	124	113	113	1.420000e+01	121	113	118
1.430000e+01	125	113	114	1.440000e+01	126	113	119
1.450000e+01	128	113	113	1.460000e+01	120	113	116
1.470000e+01	119	113	113	1.480000e+01	125	113	118
1.490000e+01	125	113	113	15	123	113	122
1.510000e+01	122	113	113	1.520000e+01	122	113	119
1.530000e+01	124	113	113	1.540000e+01	122	113	122
1.550000e+01	129	113	113	1.560000e+01	119	113	121
1.570000e+01	120	113	114	1.580000e+01	125	113	123
1.590000e+01	119	113	113	16	121	113	117
1.610000e+01	124	114	113	1.620000e+01	122	113	116
1.630000e+01	122	113	113	1.640000e+01	123	113	122
1.650000e+01	121	113	113	1.660000e+01	124	113	120
1.670000e+01	122	113	113	1.680000e+01	124	113	116
1.690000e+01	126	113	114	17	125	113	122
1.710000e+01	116	114	114	1.720000e+01	123	113	118
1.730000e+01	123	113	114	1.740000e+01	118	113	121
1.750000e+01	122	113	113	1.760000e+01	118	113	125
1.770000e+01	120	113	113	1.780000e+01	124	113	120
1.790000e+01	123	113	113	18	125	113	122
1.810000e+01	121	113	113	1.820000e+01	118	113	120
1.830000e+01	124	113	113	1.840000e+01	130	113	120
1.850000e+01	125	114	113	1.860000e+01	124	113	121
1.870000e+01	121	113	113	1.880000e+01	116	113	122
1.890000e+01	119	113	113	19	124	113	118
1.910000e+01	122	113	113	1.920000e+01	120	113	119
1.930000e+01	123	113	113	1.940000e+01	130	113	115
1.950000e+01	116	113	113	1.960000e+01	131	113	120
1.970000e+01	123	113	113	1.980000e+01	129	113	119
1.990000e+01	118	113	113	20	122	113	118
