time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	I_3 at 532nm(counts)	discr.I_3 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	I_3 at 638nm(counts)	discr.I_3 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
1.017500e-01	1	6.473330e+03	6.841565e+03	3.819376e+02	4.399558e+02	9.276585e+01	2.613735e+01	2.035000e-01	2	2.933068e+02	1.526269e+00	5.246082e+03	5.988398e+03	1.814311e+02	2.207146e+02	1.017500e-01	1	5.571446e-02	5.912788e-02	1.017500e-01	1	5.664879e-01	5.485597e-01	
3.052500e-01	3	6.315330e+03	6.841565e+03	-3.088242e+01	4.399558e+02	3.517658e+02	2.613735e+01	4.070000e-01	4	-3.369323e+01	1.526269e+00	6.840082e+03	5.988398e+03	2.894311e+02	2.207146e+02	3.052500e-01	3	-4.914103e-03	5.912788e-02	3.052500e-01	3	4.788322e-01	5.485597e-01	
5.087500e-01	5	6.002330e+03	6.841565e+03	3.306876e+02	4.399558e+02	-1.042342e+02	2.613735e+01	6.105000e-01	6	1.333068e+02	1.526269e+00	5.657082e+03	5.988398e+03	3.124311e+02	2.207146e+02	5.087500e-01	5	5.221643e-02	5.912788e-02	5.087500e-01	5	5.281872e-01	5.485597e-01	
7.122500e-01	7	5.535330e+03	6.841565e+03	5.790576e+02	4.399558e+02	6.276585e+01	2.613735e+01	8.140000e-01	8	9.306769e+00	1.526269e+00	6.873082e+03	5.988398e+03	2.174311e+02	2.207146e+02	7.122500e-01	7	9.470409e-02	5.912788e-02	7.122500e-01	7	4.707913e-01	5.485597e-01	
9.157500e-01	9	6.677330e+03	6.841565e+03	-3.558624e+02	4.399558e+02	1.217658e+02	2.613735e+01	1.017500e+00	10	9.230677e+01	1.526269e+00	6.022082e+03	5.988398e+03	3.204311e+02	2.207146e+02	9.157500e-01	9	-5.629427e-02	5.912788e-02	9.157500e-01	9	5.121272e-01	5.485597e-01	
1.119250e+00	11	6.504330e+03	6.841565e+03	1.783676e+02	4.399558e+02	-1.052342e+02	2.613735e+01	1.221000e+00	12	-1.046932e+02	1.526269e+00	6.766082e+03	5.988398e+03	3.574311e+02	2.207146e+02	1.119250e+00	11	2.669095e-02	5.912788e-02	1.119250e+00	11	4.968999e-01	5.485597e-01	
1.322750e+00	13	6.790330e+03	6.841565e+03	3.530276e+02	4.399558e+02	-9.023415e+01	2.613735e+01	1.424500e+00	14	4.253068e+02	1.526269e+00	5.632082e+03	5.988398e+03	1.454311e+02	2.207146e+02	1.322750e+00	13	4.942040e-02	5.912788e-02	1.322750e+00	13	5.591477e-01	5.485597e-01	
1.526250e+00	15	6.078330e+03	6.841565e+03	8.288676e+02	4.399558e+02	1.127658e+02	2.613735e+01	1.628000e+00	16	-1.206932e+02	1.526269e+00	5.782082e+03	5.988398e+03	2.084311e+02	2.207146e+02	1.526250e+00	15	1.200006e-01	5.912788e-02	1.526250e+00	15	5.443333e-01	5.485597e-01	
1.729750e+00	17	8.013330e+03	6.841565e+03	3.240376e+02	4.399558e+02	2.197658e+02	2.613735e+01	1.831500e+00	18	-8.869323e+01	1.526269e+00	5.401082e+03	5.988398e+03	-1.005689e+02	2.207146e+02	1.729750e+00	17	3.886569e-02	5.912788e-02	1.729750e+00	17	6.068638e-01	5.485597e-01	
1.933250e+00	19	6.547330e+03	6.841565e+03	4.462776e+02	4.399558e+02	3.765846e+00	2.613735e+01	2.035000e+00	20	-1.256932e+02	1.526269e+00	6.770082e+03	5.988398e+03	2.264311e+02	2.207146e+02	1.933250e+00	19	6.381221e-02	5.912788e-02	1.933250e+00	19	5.081201e-01	5.485597e-01	
