time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	I_3 at 532nm(counts)	discr.I_3 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	I_3 at 638nm(counts)	discr.I_3 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
1.017500e-01	1	5.301839e+03	5.919805e+03	1.763681e+03	1.990957e+03	3.412244e+01	8.715094e+01	2.035000e-01	2	-1.668434e+00	8.297566e+00	5.296839e+03	5.957427e+03	9.104495e+01	2.222500e+02	1.017500e-01	1	2.496180e-01	2.532820e-01	1.017500e-01	1	5.715350e-01	5.702031e-01	
3.052500e-01	3	6.100839e+03	5.919805e+03	2.948951e+03	1.990957e+03	-6.587756e+01	8.715094e+01	4.070000e-01	4	7.933157e+01	8.297566e+00	4.986839e+03	5.957427e+03	8.504495e+01	2.222500e+02	3.052500e-01	3	3.258585e-01	2.532820e-01	3.052500e-01	3	6.447268e-01	5.702031e-01	
5.087500e-01	5	8.353839e+03	5.919805e+03	1.415861e+03	1.990957e+03	-5.487756e+01	8.715094e+01	6.105000e-01	6	2.923316e+02	8.297566e+00	5.705839e+03	5.957427e+03	5.704495e+01	2.222500e+02	5.087500e-01	5	1.449237e-01	2.532820e-01	5.087500e-01	5	6.312995e-01	5.702031e-01	
7.122500e-01	7	5.092839e+03	5.919805e+03	1.944191e+03	1.990957e+03	-1.168776e+02	8.715094e+01	8.140000e-01	8	2.033157e+01	8.297566e+00	6.052839e+03	5.957427e+03	3.060450e+02	2.222500e+02	7.122500e-01	7	2.762801e-01	2.532820e-01	7.122500e-01	7	5.375937e-01	5.702031e-01	
9.157500e-01	9	5.666839e+03	5.919805e+03	1.958311e+03	1.990957e+03	2.741224e+02	8.715094e+01	1.017500e+00	10	1.853316e+02	8.297566e+00	4.887839e+03	5.957427e+03	4.204495e+01	2.222500e+02	9.157500e-01	9	2.568226e-01	2.532820e-01	9.157500e-01	9	6.093788e-01	5.702031e-01	
1.119250e+00	11	6.591839e+03	5.919805e+03	1.494101e+03	1.990957e+03	1.641224e+02	8.715094e+01	1.221000e+00	12	-2.396684e+02	8.297566e+00	5.460839e+03	5.957427e+03	9.404495e+01	2.222500e+02	1.119250e+00	11	1.847777e-01	2.532820e-01	1.119250e+00	11	5.968903e-01	5.702031e-01	
1.322750e+00	13	6.001839e+03	5.919805e+03	2.447061e+03	1.990957e+03	1.411224e+02	8.715094e+01	1.424500e+00	14	1.133157e+01	8.297566e+00	7.127839e+03	5.957427e+03	2.870450e+02	2.222500e+02	1.322750e+00	13	2.896307e-01	2.532820e-01	1.322750e+00	13	5.424050e-01	5.702031e-01	
1.526250e+00	15	6.834839e+03	5.919805e+03	1.880471e+03	1.990957e+03	3.612244e+01	8.715094e+01	1.628000e+00	16	2.713316e+02	8.297566e+00	4.741839e+03	5.957427e+03	2.540450e+02	2.222500e+02	1.526250e+00	15	2.157664e-01	2.532820e-01	1.526250e+00	15	6.476342e-01	5.702031e-01	
1.729750e+00	17	6.658839e+03	5.919805e+03	2.272511e+03	1.990957e+03	-1.088776e+02	8.715094e+01	1.831500e+00	18	1.653316e+02	8.297566e+00	5.005839e+03	5.957427e+03	2.460450e+02	2.222500e+02	1.729750e+00	17	2.544421e-01	2.532820e-01	1.729750e+00	17	6.408287e-01	5.702031e-01	
1.933250e+00	19	5.699839e+03	5.919805e+03	1.862401e+03	1.990957e+03	2.611224e+02	8.715094e+01	2.035000e+00	20	-1.626684e+02	8.297566e+00	5.067839e+03	5.957427e+03	3.060450e+02	2.222500e+02	1.933250e+00	19	2.462764e-01	2.532820e-01	1.933250e+00	19	5.987485e-01	5.702031e-01	
2.136750e+00	21	6.772839e+03	5.919805e+03	1.715211e+03	1.990957e+03	-7.987756e+01	8.715094e+01	2.238500e+00	22	-1.076684e+02	8.297566e+00	5.471839e+03	5.957427e+03	7.004495e+01	2.222500e+02	2.136750e+00	21	2.020737e-01	2.532820e-01	2.136750e+00	21	6.080314e-01	5.702031e-01	
2.340250e+00	23	5.336839e+03	5.919805e+03	2.180271e+03	1.990957e+03	6.712244e+01	8.715094e+01	2.442000e+00	24	2.803316e+02	8.297566e+00	5.744839e+03	5.957427e+03	6.140450e+02	2.222500e+02	2.340250e+00	23	2.900411e-01	2.532820e-01	2.340250e+00	23	5.668179e-01	5.702031e-01	
2.543750e+00	25	5.991839e+03	5.919805e+03	2.022741e+03	1.990957e+03	4.611224e+02	8.715094e+01	2.645500e+00	26	-1.966843e+01	8.297566e+00	4.978839e+03	5.957427e+03	3.270450e+02	2.222500e+02	2.543750e+00	25	2.523827e-01	2.532820e-01	2.543750e+00	25	6.168184e-01	5.702031e-01	
2.747250e+00	27	7.709839e+03	5.919805e+03	1.561541e+03	1.990957e+03	3.781224e+02	8.715094e+01	2.849000e+00	28	2.933157e+01	8.297566e+00	6.025839e+03	5.957427e+03	2.410450e+02	2.222500e+02	2.747250e+00	27	1.684260e-01	2.532820e-01	2.747250e+00	27	6.060827e-01	5.702031e-01	
2.950750e+00	29	9.275839e+03	5.919805e+03	6.256015e+02	1.990957e+03	9.912244e+01	8.715094e+01	3.052500e+00	30	1.023316e+02	8.297566e+00	6.191839e+03	5.957427e+03	2.340450e+02	2.222500e+02	2.950750e+00	29	6.318287e-02	2.532820e-01	2.950750e+00	29	6.152531e-01	5.702031e-01	
3.154250e+00	31	6.530839e+03	5.919805e+03	2.766571e+03	1.990957e+03	2.221224e+02	8.715094e+01	3.256000e+00	32	-1.556684e+02	8.297566e+00	5.900839e+03	5.957427e+03	4.200450e+02	2.222500e+02	3.154250e+00	31	2.975636e-01	2.532820e-01	3.154250e+00	31	6.117422e-01	5.702031e-01	
3.357750e+00	33	6.682839e+03	5.919805e+03	2.565591e+03	1.990957e+03	2.821224e+02	8.715094e+01	3.459500e+00	34	1.083316e+02	8.297566e+00	5.067839e+03	5.957427e+03	3.780450e+02	2.222500e+02	3.357750e+00	33	2.774083e-01	2.532820e-01	3.357750e+00	33	6.460084e-01	5.702031e-01	
