time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	I_3 at 532nm(counts)	discr.I_3 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	I_3 at 638nm(counts)	discr.I_3 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
1.017500e-01	1	7.448899e+03	8.267287e+03	3.954081e+03	2.971407e+03	2.378533e+02	1.179378e+02	2.035000e-01	2	-1.230830e+02	1.216748e+01	9.543230e+03	1.084767e+04	4.858686e+02	3.808271e+02	1.017500e-01	1	3.467586e-01	2.613055e-01	1.017500e-01	1	5.443935e-01	5.063208e-01	
3.052500e-01	3	8.352899e+03	8.267287e+03	3.789181e+03	2.971407e+03	1.588533e+02	1.179378e+02	4.070000e-01	4	1.449170e+02	1.216748e+01	9.474230e+03	1.084767e+04	2.198686e+02	3.808271e+02	3.052500e-01	3	3.120702e-01	2.613055e-01	3.052500e-01	3	5.617092e-01	5.063208e-01	
5.087500e-01	5	8.753899e+03	8.267287e+03	3.284211e+03	2.971407e+03	2.985332e+01	1.179378e+02	6.105000e-01	6	-1.790830e+02	1.216748e+01	8.919230e+03	1.084767e+04	2.568686e+02	3.808271e+02	5.087500e-01	5	2.728179e-01	2.613055e-01	5.087500e-01	5	5.744102e-01	5.063208e-01	
7.122500e-01	7	8.182899e+03	8.267287e+03	2.788461e+03	2.971407e+03	1.618533e+02	1.179378e+02	8.140000e-01	8	1.191698e+01	1.216748e+01	9.605230e+03	1.084767e+04	4.248686e+02	3.808271e+02	7.122500e-01	7	2.541582e-01	2.613055e-01	7.122500e-01	7	5.331962e-01	5.063208e-01	
9.157500e-01	9	8.539899e+03	8.267287e+03	3.046351e+03	2.971407e+03	9.585332e+01	1.179378e+02	1.017500e+00	10	-7.708302e+01	1.216748e+01	8.161230e+03	1.084767e+04	4.988686e+02	3.808271e+02	9.157500e-01	9	2.629282e-01	2.613055e-01	9.157500e-01	9	5.867204e-01	5.063208e-01	
1.119250e+00	11	8.776899e+03	8.267287e+03	2.257801e+03	2.971407e+03	3.248533e+02	1.179378e+02	1.221000e+00	12	-1.000830e+02	1.216748e+01	8.709230e+03	1.084767e+04	2.838686e+02	3.808271e+02	1.119250e+00	11	2.046092e-01	2.613055e-01	1.119250e+00	11	5.588908e-01	5.063208e-01	
1.322750e+00	13	8.145899e+03	8.267287e+03	3.066471e+03	2.971407e+03	1.148533e+02	1.179378e+02	1.424500e+00	14	-8.083019e+00	1.216748e+01	9.284230e+03	1.084767e+04	2.028686e+02	3.808271e+02	1.322750e+00	13	2.734900e-01	2.613055e-01	1.322750e+00	13	5.470356e-01	5.063208e-01	
1.526250e+00	15	7.680899e+03	8.267287e+03	2.530481e+03	2.971407e+03	2.328533e+02	1.179378e+02	1.628000e+00	16	-2.110830e+02	1.216748e+01	1.036123e+04	1.084767e+04	1.998686e+02	3.808271e+02	1.526250e+00	15	2.478099e-01	2.613055e-01	1.526250e+00	15	4.963580e-01	5.063208e-01	
1.729750e+00	17	9.187899e+03	8.267287e+03	3.126471e+03	2.971407e+03	1.268533e+02	1.179378e+02	1.831500e+00	18	-6.108302e+01	1.216748e+01	8.737230e+03	1.084767e+04	5.428686e+02	3.808271e+02	1.729750e+00	17	2.538880e-01	2.613055e-01	1.729750e+00	17	5.849612e-01	5.063208e-01	
1.933250e+00	19	8.436899e+03	8.267287e+03	2.566901e+03	2.971407e+03	-1.051467e+02	1.179378e+02	2.035000e+00	20	1.119170e+02	1.216748e+01	8.544230e+03	1.084767e+04	4.588686e+02	3.808271e+02	1.933250e+00	19	2.332741e-01	2.613055e-01	1.933250e+00	19	5.629110e-01	5.063208e-01	
2.136750e+00	21	8.939899e+03	8.267287e+03	2.143171e+03	2.971407e+03	1.828533e+02	1.179378e+02	2.238500e+00	22	-8.108302e+01	1.216748e+01	1.237023e+04	1.084767e+04	4.888686e+02	3.808271e+02	2.136750e+00	21	1.933734e-01	2.613055e-01	2.136750e+00	21	4.725591e-01	5.063208e-01	
2.340250e+00	23	8.834899e+03	8.267287e+03	2.652581e+03	2.971407e+03	3.178533e+02	1.179378e+02	2.442000e+00	24	-1.508302e+01	1.216748e+01	8.917230e+03	1.084767e+04	2.278686e+02	3.808271e+02	2.340250e+00	23	2.309106e-01	2.613055e-01	2.340250e+00	23	5.629818e-01	5.063208e-01	
2.543750e+00	25	9.081899e+03	8.267287e+03	3.183611e+03	2.971407e+03	-8.014668e+01	1.179378e+02	2.645500e+00	26	8.991698e+01	1.216748e+01	9.301230e+03	1.084767e+04	3.378686e+02	3.808271e+02	2.543750e+00	25	2.595580e-01	2.613055e-01	2.543750e+00	25	5.687234e-01	5.063208e-01	
2.747250e+00	27	8.813899e+03	8.267287e+03	2.865151e+03	2.971407e+03	4.385332e+01	1.179378e+02	2.849000e+00	28	-3.208302e+01	1.216748e+01	9.012230e+03	1.084767e+04	3.858686e+02	3.808271e+02	2.747250e+00	27	2.453240e-01	2.613055e-01	2.747250e+00	27	5.644431e-01	5.063208e-01	
2.950750e+00	29	6.696899e+03	8.267287e+03	2.711461e+03	2.971407e+03	-7.714668e+01	1.179378e+02	3.052500e+00	30	-4.083019e+00	1.216748e+01	1.115623e+04	1.084767e+04	4.608686e+02	3.808271e+02	2.950750e+00	29	2.881970e-01	2.613055e-01	2.950750e+00	29	4.575029e-01	5.063208e-01	
3.154250e+00	31	8.649899e+03	8.267287e+03	4.825651e+03	2.971407e+03	1.588533e+02	1.179378e+02	3.256000e+00	32	1.419170e+02	1.216748e+01	1.021123e+04	1.084767e+04	1.438686e+02	3.808271e+02	3.154250e+00	31	3.581042e-01	2.613055e-01	3.154250e+00	31	5.689060e-01	5.063208e-01	
3.357750e+00	33	9.268899e+03	8.267287e+03	3.803341e+03	2.971407e+03	3.385332e+01	1.179378e+02	3.459500e+00	34	-1.308302e+01	1.216748e+01	7.960230e+03	1.084767e+04	1.028686e+02	3.808271e+02	3.357750e+00	33	2.909479e-01	2.613055e-01	3.357750e+00	33	6.215266e-01	5.063208e-01	
3.561250e+00	35	9.354899e+03	8.267287e+03	3.411241e+03	2.971407e+03	1.768533e+02	1.179378e+02	3.663000e+00	36	2.916981e+00	1.216748e+01	7.964230e+03	1.084767e+04	1.118686e+02	3.808271e+02	3.561250e+00	35	2.672101e-01	2.613055e-01	3.561250e+00	35	6.158183e-01	5.063208e-01	
3.764750e+00	37	9.593899e+03	8.267287e+03	2.888671e+03	2.971407e+03	1.778533e+02	1.179378e+02	3.866500e+00	38	1.079170e+02	1.216748e+01	1.140623e+04	1.084767e+04	6.128686e+02	3.808271e+02	3.764750e+00	37	2.314164e-01	2.613055e-01	3.764750e+00	37	5.225281e-01	5.063208e-01	
3.968250e+00	39	1.011390e+04	8.267287e+03	2.605511e+03	2.971407e+03	4.585332e+01	1.179378e+02	4.070000e+00	40	-1.480830e+02	1.216748e+01	1.014423e+04	1.084767e+04	4.748686e+02	3.808271e+02	3.968250e+00	39	2.048453e-01	2.613055e-01	3.968250e+00	39	5.563161e-01	5.063208e-01	
4.171750e+00	41	1.158590e+04	8.267287e+03	2.955351e+03	2.971407e+03	1.288533e+02	1.179378e+02	4.273500e+00	42	-1.050830e+02	1.216748e+01	1.075023e+04	1.084767e+04	1.568686e+02	3.808271e+02	4.171750e+00	41	2.032392e-01	2.613055e-01	4.171750e+00	41	5.749466e-01	5.063208e-01	
4.375250e+00	43	9.401899e+03	8.267287e+03	2.528211e+03	2.971407e+03	3.685332e+01	1.179378e+02	4.477000e+00	44	6.191698e+01	1.216748e+01	1.160123e+04	1.084767e+04	2.886857e+01	3.808271e+02	4.375250e+00	43	2.119185e-01	2.613055e-01	4.375250e+00	43	5.069881e-01	5.063208e-01	
4.578750e+00	45	9.142899e+03	8.267287e+03	3.454321e+03	2.971407e+03	-1.714668e+01	1.179378e+02	4.680500e+00	46	-9.608302e+01	1.216748e+01	1.035223e+04	1.084767e+04	3.358686e+02	3.808271e+02	4.578750e+00	45	2.742130e-01	2.613055e-01	4.578750e+00	45	5.489116e-01	5.063208e-01	
4.782250e+00	47	8.370899e+03	8.267287e+03	3.622101e+03	2.971407e+03	2.338533e+02	1.179378e+02	4.884000e+00	48	1.139170e+02	1.216748e+01	1.101523e+04	1.084767e+04	4.468686e+02	3.808271e+02	4.782250e+00	47	3.020180e-01	2.613055e-01	4.782250e+00	47	5.212483e-01	5.063208e-01	
4.985750e+00	49	1.009490e+04	8.267287e+03	3.268741e+03	2.971407e+03	4.853324e+00	1.179378e+02	5.087500e+00	50	-1.610830e+02	1.216748e+01	1.169923e+04	1.084767e+04	2.048686e+02	3.808271e+02	4.985750e+00	49	2.445996e-01	2.613055e-01	4.985750e+00	49	5.332047e-01	5.063208e-01	
5.189250e+00	51	9.081899e+03	8.267287e+03	2.551851e+03	2.971407e+03	1.448533e+02	1.179378e+02	5.291000e+00	52	-1.120830e+02	1.216748e+01	1.208923e+04	1.084767e+04	5.158686e+02	3.808271e+02	5.189250e+00	51	2.193490e-01	2.613055e-01	5.189250e+00	51	4.904000e-01	5.063208e-01	
5.392750e+00	53	1.004190e+04	8.267287e+03	3.598631e+03	2.971407e+03	9.885332e+01	1.179378e+02	5.494500e+00	54	-1.770830e+02	1.216748e+01	1.189023e+04	1.084767e+04	5.618686e+02	3.808271e+02	5.392750e+00	53	2.638190e-01	2.613055e-01	5.392750e+00	53	5.342783e-01	5.063208e-01	
5.596250e+00	55	8.222899e+03	8.267287e+03	3.072261e+03	2.971407e+03	3.058533e+02	1.179378e+02	5.698000e+00	56	-3.208302e+01	1.216748e+01	9.175230e+03	1.084767e+04	2.478686e+02	3.808271e+02	5.596250e+00	55	2.719980e-01	2.613055e-01	5.596250e+00	55	5.517804e-01	5.063208e-01	
5.799750e+00	57	1.015990e+04	8.267287e+03	3.028851e+03	2.971407e+03	4.485332e+01	1.179378e+02	5.901500e+00	58	2.391698e+01	1.216748e+01	1.051623e+04	1.084767e+04	5.086857e+01	3.808271e+02	5.799750e+00	57	2.296542e-01	2.613055e-01	5.799750e+00	57	5.563704e-01	5.063208e-01	
