timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	5836	1527	2.073883e-01	2.073883e-01	8.231414e-01	8.405929e-01
2.000000e-01	2	1102	1582	NaN	NaN	NaN	NaN
3.000000e-01	3	7347	1746	1.920158e-01	1.920158e-01	8.455458e-01	8.405929e-01
4.000000e-01	4	1122	1661	NaN	NaN	NaN	NaN
5.000000e-01	5	6304	1617	2.041409e-01	2.041409e-01	8.430183e-01	8.405929e-01
6.000000e-01	6	1266	1475	NaN	NaN	NaN	NaN
7.000000e-01	7	6176	2034	2.477467e-01	2.477467e-01	8.428293e-01	8.405929e-01
8.000000e-01	8	1264	1531	NaN	NaN	NaN	NaN
9.000000e-01	9	6307	1855	2.272727e-01	2.272727e-01	8.399712e-01	8.405929e-01
1	10	1125	1555	NaN	NaN	NaN	NaN
1.100000e+00	11	8130	1622	1.663249e-01	1.663249e-01	8.632380e-01	8.405929e-01
1.200000e+00	12	1165	1545	NaN	NaN	NaN	NaN
1.300000e+00	13	6351	1483	1.893030e-01	1.893030e-01	8.224672e-01	8.405929e-01
1.400000e+00	14	1308	1691	NaN	NaN	NaN	NaN
1.500000e+00	15	6349	1994	2.390028e-01	2.390028e-01	8.508924e-01	8.405929e-01
1.600000e+00	16	1192	1462	NaN	NaN	NaN	NaN
1.700000e+00	17	7008	1931	2.160197e-01	2.160197e-01	8.487467e-01	8.405929e-01
1.800000e+00	18	1382	1593	NaN	NaN	NaN	NaN
1.900000e+00	19	7043	1763	2.002044e-01	2.002044e-01	8.260788e-01	8.405929e-01
2	20	1216	1854	NaN	NaN	NaN	NaN
