timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	6230	1433	1.870025e-01	1.870025e-01	8.182595e-01	8.009101e-01
2.000000e-01	2	1057	1702	NaN	NaN	NaN	NaN
3.000000e-01	3	5699	1216	1.758496e-01	1.758496e-01	8.038828e-01	8.009101e-01
4.000000e-01	4	1122	1687	NaN	NaN	NaN	NaN
5.000000e-01	5	6850	1286	1.580629e-01	1.580629e-01	8.097134e-01	8.009101e-01
6.000000e-01	6	1162	1912	NaN	NaN	NaN	NaN
7.000000e-01	7	5879	1205	1.701016e-01	1.701016e-01	8.052745e-01	8.009101e-01
8.000000e-01	8	1043	1713	NaN	NaN	NaN	NaN
9.000000e-01	9	6342	1329	1.732499e-01	1.732499e-01	7.986465e-01	8.009101e-01
1	10	1208	1934	NaN	NaN	NaN	NaN
1.100000e+00	11	5341	1293	1.949050e-01	1.949050e-01	7.747285e-01	8.009101e-01
1.200000e+00	12	1216	1929	NaN	NaN	NaN	NaN
1.300000e+00	13	6465	1241	1.610433e-01	1.610433e-01	7.914142e-01	8.009101e-01
1.400000e+00	14	993	2031	NaN	NaN	NaN	NaN
1.500000e+00	15	6903	1416	1.702128e-01	1.702128e-01	8.113723e-01	8.009101e-01
1.600000e+00	16	1168	1934	NaN	NaN	NaN	NaN
1.700000e+00	17	6661	1401	1.737782e-01	1.737782e-01	8.003574e-01	8.009101e-01
1.800000e+00	18	1005	2011	NaN	NaN	NaN	NaN
1.900000e+00	19	6033	1243	1.708356e-01	1.708356e-01	7.954521e-01	8.009101e-01
2	20	1086	1871	NaN	NaN	NaN	NaN
