timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	6321	1158	1.548335e-01	1.548335e-01	8.604464e-01	8.641147e-01
2.000000e-01	2	1354	1213	NaN	NaN	NaN	NaN
3.000000e-01	3	7330	1150	1.356132e-01	1.356132e-01	8.734164e-01	8.641147e-01
4.000000e-01	4	1219	1229	NaN	NaN	NaN	NaN
5.000000e-01	5	5946	981	1.416197e-01	1.416197e-01	8.472358e-01	8.641147e-01
6.000000e-01	6	1165	1249	NaN	NaN	NaN	NaN
7.000000e-01	7	7649	1121	1.278221e-01	1.278221e-01	8.750748e-01	8.641147e-01
8.000000e-01	8	1150	1252	NaN	NaN	NaN	NaN
9.000000e-01	9	6756	1159	1.464308e-01	1.464308e-01	8.630466e-01	8.641147e-01
1	10	1303	1256	NaN	NaN	NaN	NaN
1.100000e+00	11	6469	1067	1.415870e-01	1.415870e-01	8.668047e-01	8.641147e-01
1.200000e+00	12	1089	1158	NaN	NaN	NaN	NaN
1.300000e+00	13	5899	1278	1.780688e-01	1.780688e-01	8.542014e-01	8.641147e-01
1.400000e+00	14	1045	1225	NaN	NaN	NaN	NaN
1.500000e+00	15	6894	1085	1.359820e-01	1.359820e-01	8.693615e-01	8.641147e-01
1.600000e+00	16	1213	1199	NaN	NaN	NaN	NaN
1.700000e+00	17	6997	1109	1.368122e-01	1.368122e-01	8.648245e-01	8.641147e-01
1.800000e+00	18	1128	1267	NaN	NaN	NaN	NaN
1.900000e+00	19	7320	1148	1.355692e-01	1.355692e-01	8.667349e-01	8.641147e-01
2	20	1143	1302	NaN	NaN	NaN	NaN
