timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	7188	1308	1.539548e-01	1.539548e-01	8.420218e-01	8.438223e-01
2.000000e-01	2	1008	1594	NaN	NaN	NaN	NaN
3.000000e-01	3	6927	1158	1.432282e-01	1.432282e-01	8.456228e-01	8.438223e-01
4.000000e-01	4	1112	1476	NaN	NaN	NaN	NaN
5.000000e-01	5	7313	1180	1.389379e-01	1.389379e-01	8.552009e-01	8.558677e-01
6.000000e-01	6	1212	1438	NaN	NaN	NaN	NaN
7.000000e-01	7	7875	1092	1.217799e-01	1.217799e-01	8.565288e-01	8.558677e-01
8.000000e-01	8	1095	1502	NaN	NaN	NaN	NaN
9.000000e-01	9	7563	1272	1.439728e-01	1.439728e-01	8.644814e-01	8.558677e-01
1	10	1199	1385	NaN	NaN	NaN	NaN
1.100000e+00	11	8465	1256	1.292048e-01	1.292048e-01	8.643962e-01	8.558677e-01
1.200000e+00	12	974	1525	NaN	NaN	NaN	NaN
1.300000e+00	13	6918	1145	1.420067e-01	1.420067e-01	8.485582e-01	8.558677e-01
1.400000e+00	14	1273	1439	NaN	NaN	NaN	NaN
1.500000e+00	15	7828	1371	1.490379e-01	1.490379e-01	8.460407e-01	8.558677e-01
1.600000e+00	16	1123	1674	NaN	NaN	NaN	NaN
1.700000e+00	17	7297	1226	1.438461e-01	1.438461e-01	8.266731e-01	8.363818e-01
1.800000e+00	18	1077	1787	NaN	NaN	NaN	NaN
1.900000e+00	19	7951	1279	1.385699e-01	1.385699e-01	8.460904e-01	8.363818e-01
2	20	1115	1679	NaN	NaN	NaN	NaN
