timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	5444	2.348920e+03	1138	3.014172e-01	3.014172e-01	1.728958e-01	1.728958e-01
2.000000e-01	2	1314	3.907020e+03	1209	7.483250e-01	7.483250e-01	4.791914e-01	4.791914e-01
3.000000e-01	3	5788	2.398840e+03	1005	2.930117e-01	2.930117e-01	1.479464e-01	1.479464e-01
4.000000e-01	4	1144	4.315920e+03	1026	7.904731e-01	7.904731e-01	4.728111e-01	4.728111e-01
5.000000e-01	5	5751	2.169430e+03	961	2.739031e-01	2.739031e-01	1.431764e-01	1.431764e-01
6.000000e-01	6	1226	5.110180e+03	1169	8.065080e-01	8.065080e-01	4.881002e-01	4.881002e-01
7.000000e-01	7	5384	2.417120e+03	965	3.098427e-01	3.098427e-01	1.519924e-01	1.519924e-01
8.000000e-01	8	1268	4.714240e+03	1256	7.880393e-01	7.880393e-01	4.976228e-01	4.976228e-01
9.000000e-01	9	5361	2.544730e+03	1162	3.218843e-01	3.218843e-01	1.781389e-01	1.781389e-01
1	10	1341	4.191130e+03	1187	7.575979e-01	7.575979e-01	4.695411e-01	4.695411e-01
1.100000e+00	11	5365	1.866450e+03	1193	2.581018e-01	2.581018e-01	1.819152e-01	1.819152e-01
1.200000e+00	12	1131	4.088830e+03	1035	7.833263e-01	7.833263e-01	4.778393e-01	4.778393e-01
1.300000e+00	13	5935	2.230550e+03	1100	2.731659e-01	2.731659e-01	1.563611e-01	1.563611e-01
1.400000e+00	14	1143	4.665990e+03	1125	8.032360e-01	8.032360e-01	4.960317e-01	4.960317e-01
1.500000e+00	15	5386	2.487980e+03	1188	3.159749e-01	3.159749e-01	1.807119e-01	1.807119e-01
1.600000e+00	16	1298	4.667140e+03	997	7.824024e-01	7.824024e-01	4.344227e-01	4.344227e-01
1.700000e+00	17	6605	2.307650e+03	1062	2.589185e-01	2.589185e-01	1.385157e-01	1.385157e-01
1.800000e+00	18	1263	4.853590e+03	1223	7.935124e-01	7.935124e-01	4.919549e-01	4.919549e-01
1.900000e+00	19	6156	2.490080e+03	1041	2.880010e-01	2.880010e-01	1.446436e-01	1.446436e-01
2	20	1137	4.915410e+03	1273	8.121409e-01	8.121409e-01	5.282158e-01	5.282158e-01
