timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	5836	1.243480e+03	1080	1.756457e-01	1.756457e-01	1.561596e-01	1.561596e-01
2.000000e-01	2	1122	1.655460e+03	1151	5.960338e-01	5.960338e-01	5.063792e-01	5.063792e-01
3.000000e-01	3	7347	1.511710e+03	1099	1.706467e-01	1.706467e-01	1.301208e-01	1.301208e-01
4.000000e-01	4	1142	1.412060e+03	1141	5.528688e-01	5.528688e-01	4.997810e-01	4.997810e-01
5.000000e-01	5	6304	1.154720e+03	1046	1.548148e-01	1.548148e-01	1.423129e-01	1.423129e-01
6.000000e-01	6	1286	1.659980e+03	1146	5.634729e-01	5.634729e-01	4.712171e-01	4.712171e-01
7.000000e-01	7	6176	1.327680e+03	1141	1.769372e-01	1.769372e-01	1.559382e-01	1.559382e-01
8.000000e-01	8	1284	1.650120e+03	1021	5.623901e-01	5.623901e-01	4.429501e-01	4.429501e-01
9.000000e-01	9	6307	1.278510e+03	1155	1.685463e-01	1.685463e-01	1.547842e-01	1.547842e-01
1	10	1145	1.496850e+03	1189	5.665916e-01	5.665916e-01	5.094259e-01	5.094259e-01
1.100000e+00	11	8130	1.158900e+03	1035	1.247618e-01	1.247618e-01	1.129296e-01	1.129296e-01
1.200000e+00	12	1185	1.502050e+03	1172	5.589959e-01	5.589959e-01	4.972423e-01	4.972423e-01
1.300000e+00	13	6351	1.384430e+03	1128	1.789726e-01	1.789726e-01	1.508223e-01	1.508223e-01
1.400000e+00	14	1328	1.419040e+03	1185	5.165706e-01	5.165706e-01	4.715480e-01	4.715480e-01
1.500000e+00	15	6349	1.486570e+03	1135	1.897207e-01	1.897207e-01	1.516569e-01	1.516569e-01
1.600000e+00	16	1212	1.643160e+03	1151	5.755054e-01	5.755054e-01	4.870927e-01	4.870927e-01
1.700000e+00	17	7008	1.474440e+03	1082	1.738226e-01	1.738226e-01	1.337454e-01	1.337454e-01
1.800000e+00	18	1402	1.511860e+03	1034	5.188513e-01	5.188513e-01	4.244663e-01	4.244663e-01
1.900000e+00	19	7043	1.388990e+03	935	1.647286e-01	1.647286e-01	1.171973e-01	1.171973e-01
2	20	1236	1.721480e+03	1128	5.820766e-01	5.820766e-01	4.771574e-01	4.771574e-01
