timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	11060	6.638000e+02	1098	5.661987e-02	5.661987e-02	9.031091e-02	9.031091e-02
2.000000e-01	2	1072	1.403960e+03	1129	5.670366e-01	5.670366e-01	5.129487e-01	5.129487e-01
3.000000e-01	3	10437	6.234100e+02	1165	5.636410e-02	5.636410e-02	1.004137e-01	1.004137e-01
4.000000e-01	4	1218	1.633740e+03	1023	5.728923e-01	5.728923e-01	4.564926e-01	4.564926e-01
5.000000e-01	5	9829	9.089700e+02	1186	8.465008e-02	8.465008e-02	1.076714e-01	1.076714e-01
6.000000e-01	6	1187	1.829910e+03	1049	6.065511e-01	6.065511e-01	4.691413e-01	4.691413e-01
7.000000e-01	7	9079	8.354700e+02	1118	8.426774e-02	8.426774e-02	1.096401e-01	1.096401e-01
8.000000e-01	8	1277	1.539610e+03	1080	5.466181e-01	5.466181e-01	4.582096e-01	4.582096e-01
9.000000e-01	9	10863	5.095900e+02	1005	4.480861e-02	4.480861e-02	8.468150e-02	8.468150e-02
1	10	1105	1.264650e+03	1178	5.336864e-01	5.336864e-01	5.159877e-01	5.159877e-01
1.100000e+00	11	11455	6.331500e+02	1126	5.237774e-02	5.237774e-02	8.950004e-02	8.950004e-02
1.200000e+00	12	1136	1.760480e+03	998	6.077998e-01	6.077998e-01	4.676664e-01	4.676664e-01
1.300000e+00	13	10129	6.239700e+02	1041	5.802769e-02	5.802769e-02	9.319606e-02	9.319606e-02
1.400000e+00	14	1015	1.653950e+03	1049	6.197006e-01	6.197006e-01	5.082364e-01	5.082364e-01
1.500000e+00	15	10332	9.567600e+02	967	8.475333e-02	8.475333e-02	8.558279e-02	8.558279e-02
1.600000e+00	16	1293	1.628490e+03	995	5.574176e-01	5.574176e-01	4.348776e-01	4.348776e-01
1.700000e+00	17	13336	5.364800e+02	1008	3.867225e-02	3.867225e-02	7.027328e-02	7.027328e-02
1.800000e+00	18	1133	1.862690e+03	1102	6.217900e-01	6.217900e-01	4.930649e-01	4.930649e-01
1.900000e+00	19	10514	6.660200e+02	1189	5.957234e-02	5.957234e-02	1.015979e-01	1.015979e-01
2	20	1207	1.705510e+03	976	5.855808e-01	5.855808e-01	4.470912e-01	4.470912e-01
