timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	4971	1.700030e+03	1151	2.548377e-01	2.548377e-01	1.880105e-01	1.880105e-01
2.000000e-01	2	1216	5.371880e+03	1192	8.154186e-01	8.154186e-01	4.950166e-01	4.950166e-01
3.000000e-01	3	5548	1.358640e+03	1054	1.967150e-01	1.967150e-01	1.596486e-01	1.596486e-01
4.000000e-01	4	1187	5.633910e+03	1152	8.259763e-01	8.259763e-01	4.925182e-01	4.925182e-01
5.000000e-01	5	4931	1.605830e+03	1094	2.456588e-01	2.456588e-01	1.815768e-01	1.815768e-01
6.000000e-01	6	1112	5.841160e+03	1269	8.400727e-01	8.400727e-01	5.329693e-01	5.329693e-01
7.000000e-01	7	4531	1.625830e+03	1229	2.640693e-01	2.640693e-01	2.133681e-01	2.133681e-01
8.000000e-01	8	1280	5.269400e+03	1378	8.045622e-01	8.045622e-01	5.184349e-01	5.184349e-01
9.000000e-01	9	5489	1.328770e+03	1124	1.948980e-01	1.948980e-01	1.699682e-01	1.699682e-01
1	10	1266	5.238380e+03	1193	8.053619e-01	8.053619e-01	4.851566e-01	4.851566e-01
1.100000e+00	11	4856	1.375080e+03	1040	2.206808e-01	2.206808e-01	1.763908e-01	1.763908e-01
1.200000e+00	12	1181	6.671330e+03	1082	8.495988e-01	8.495988e-01	4.781264e-01	4.781264e-01
1.300000e+00	13	5330	1.356900e+03	1164	2.029191e-01	2.029191e-01	1.792424e-01	1.792424e-01
1.400000e+00	14	1519	4.321670e+03	1238	7.399271e-01	7.399271e-01	4.490388e-01	4.490388e-01
1.500000e+00	15	4909	1.606370e+03	1113	2.465508e-01	2.465508e-01	1.848223e-01	1.848223e-01
1.600000e+00	16	1171	6.729030e+03	1119	8.517727e-01	8.517727e-01	4.886463e-01	4.886463e-01
1.700000e+00	17	5511	1.759230e+03	1047	2.419772e-01	2.419772e-01	1.596523e-01	1.596523e-01
1.800000e+00	18	1182	6.090260e+03	1189	8.374646e-01	8.374646e-01	5.014762e-01	5.014762e-01
1.900000e+00	19	4387	1.808910e+03	1016	2.919523e-01	2.919523e-01	1.880437e-01	1.880437e-01
2	20	1229	5.661970e+03	1355	8.216507e-01	8.216507e-01	5.243808e-01	5.243808e-01
