timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	4981	2.948330e+03	1124	3.718259e-01	3.718259e-01	1.841114e-01	1.841114e-01
2.000000e-01	2	1070	6.745100e+03	1431	8.630856e-01	8.630856e-01	5.721711e-01	5.721711e-01
3.000000e-01	3	6149	3.002570e+03	1092	3.280934e-01	3.280934e-01	1.508079e-01	1.508079e-01
4.000000e-01	4	1149	6.643570e+03	1417	8.525519e-01	8.525519e-01	5.522214e-01	5.522214e-01
5.000000e-01	5	4600	2854	1069	3.828817e-01	3.828817e-01	1.885694e-01	1.885694e-01
6.000000e-01	6	1318	5.716740e+03	1338	8.126441e-01	8.126441e-01	5.037651e-01	5.037651e-01
7.000000e-01	7	4965	2.864450e+03	1055	3.658558e-01	3.658558e-01	1.752492e-01	1.752492e-01
8.000000e-01	8	1369	5.914170e+03	1322	8.120324e-01	8.120324e-01	4.912672e-01	4.912672e-01
9.000000e-01	9	5004	2.592720e+03	1255	3.412947e-01	3.412947e-01	2.005113e-01	2.005113e-01
1	10	966	6.708380e+03	1355	8.741266e-01	8.741266e-01	5.838001e-01	5.838001e-01
1.100000e+00	11	5030	2.895900e+03	1126	3.653718e-01	3.653718e-01	1.829110e-01	1.829110e-01
1.200000e+00	12	1189	6.574770e+03	1314	8.468528e-01	8.468528e-01	5.249700e-01	5.249700e-01
1.300000e+00	13	5548	2.960640e+03	1179	3.479569e-01	3.479569e-01	1.752639e-01	1.752639e-01
1.400000e+00	14	1200	5785	1518	8.282033e-01	8.282033e-01	5.584989e-01	5.584989e-01
1.500000e+00	15	5137	3.156410e+03	1163	3.805925e-01	3.805925e-01	1.846032e-01	1.846032e-01
1.600000e+00	16	1091	5.708630e+03	1478	8.395501e-01	8.395501e-01	5.753211e-01	5.753211e-01
1.700000e+00	17	5673	2.936890e+03	1043	3.411066e-01	3.411066e-01	1.553008e-01	1.553008e-01
1.800000e+00	18	1148	5.699640e+03	1278	8.323510e-01	8.323510e-01	5.267931e-01	5.267931e-01
1.900000e+00	19	5133	3.108690e+03	1056	3.771908e-01	3.771908e-01	1.706253e-01	1.706253e-01
2	20	1137	5.028410e+03	1294	8.155840e-01	8.155840e-01	5.322912e-01	5.322912e-01
