timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	6338	9.993400e+02	1006	1.361992e-01	1.361992e-01	1.369826e-01	1.369826e-01
2.000000e-01	2	1198	1.329140e+03	1073	5.259463e-01	5.259463e-01	4.724791e-01	4.724791e-01
3.000000e-01	3	5288	8.418400e+02	1131	1.373347e-01	1.373347e-01	1.761957e-01	1.761957e-01
4.000000e-01	4	1203	1.627790e+03	1074	5.750303e-01	5.750303e-01	4.716733e-01	4.716733e-01
5.000000e-01	5	5609	8.913700e+02	1089	1.371260e-01	1.371260e-01	1.625858e-01	1.625858e-01
6.000000e-01	6	1198	1.441140e+03	1030	5.460642e-01	5.460642e-01	4.622980e-01	4.622980e-01
7.000000e-01	7	6427	8.901100e+02	956	1.216478e-01	1.216478e-01	1.294867e-01	1.294867e-01
8.000000e-01	8	1187	1.468910e+03	1153	5.530722e-01	5.530722e-01	4.927350e-01	4.927350e-01
9.000000e-01	9	6070	1.051100e+03	1193	1.476036e-01	1.476036e-01	1.642572e-01	1.642572e-01
1	10	1302	1.816860e+03	1007	5.825398e-01	5.825398e-01	4.361195e-01	4.361195e-01
1.100000e+00	11	5565	1.004450e+03	1102	1.528971e-01	1.528971e-01	1.652917e-01	1.652917e-01
1.200000e+00	12	1114	1.640020e+03	1078	5.955004e-01	5.955004e-01	4.917883e-01	4.917883e-01
1.300000e+00	13	6595	9.673500e+02	1011	1.279166e-01	1.279166e-01	1.329214e-01	1.329214e-01
1.400000e+00	14	1095	1.525350e+03	1077	5.821169e-01	5.821169e-01	4.958564e-01	4.958564e-01
1.500000e+00	15	5514	1.038020e+03	1056	1.584275e-01	1.584275e-01	1.607306e-01	1.607306e-01
1.600000e+00	16	1164	1.545520e+03	1084	5.704036e-01	5.704036e-01	4.822064e-01	4.822064e-01
1.700000e+00	17	4963	1.010590e+03	1033	1.691763e-01	1.691763e-01	1.722815e-01	1.722815e-01
1.800000e+00	18	1150	1.442500e+03	1045	5.564127e-01	5.564127e-01	4.760820e-01	4.760820e-01
1.900000e+00	19	6074	9.958200e+02	988	1.408551e-01	1.408551e-01	1.399037e-01	1.399037e-01
2	20	1218	1.464740e+03	1015	5.459866e-01	5.459866e-01	4.545455e-01	4.545455e-01
