timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	21656	3.444080e+03	1327	1.372139e-01	1.372139e-01	5.773833e-02	5.773833e-02
2.000000e-01	2	1256	2.204708e+04	1965	9.461015e-01	9.461015e-01	6.100590e-01	6.100590e-01
3.000000e-01	3	27170	2.911100e+03	1332	9.677505e-02	9.677505e-02	4.673356e-02	4.673356e-02
4.000000e-01	4	1302	2.082786e+04	1853	9.411655e-01	9.411655e-01	5.873217e-01	5.873217e-01
5.000000e-01	5	30201	2.637930e+03	1251	8.032935e-02	8.032935e-02	3.977490e-02	3.977490e-02
6.000000e-01	6	1299	2.017007e+04	2145	9.394944e-01	9.394944e-01	6.228223e-01	6.228223e-01
7.000000e-01	7	23519	2.887670e+03	1228	1.093538e-01	1.093538e-01	4.962218e-02	4.962218e-02
8.000000e-01	8	1372	2.005296e+04	2186	9.359625e-01	9.359625e-01	6.143901e-01	6.143901e-01
9.000000e-01	9	29180	2.241400e+03	1306	7.133355e-02	7.133355e-02	4.283934e-02	4.283934e-02
1	10	1193	2.114449e+04	2040	9.465920e-01	9.465920e-01	6.309929e-01	6.309929e-01
1.100000e+00	11	32966	3.492380e+03	1128	9.579087e-02	9.579087e-02	3.308500e-02	3.308500e-02
1.200000e+00	12	1123	2.206839e+04	2059	9.515769e-01	9.515769e-01	6.470773e-01	6.470773e-01
1.300000e+00	13	28195	2.856350e+03	1200	9.198795e-02	9.198795e-02	4.082327e-02	4.082327e-02
1.400000e+00	14	1236	1.926548e+04	1895	9.397117e-01	9.397117e-01	6.052379e-01	6.052379e-01
1.500000e+00	15	28911	1.966230e+03	1275	6.367896e-02	6.367896e-02	4.223812e-02	4.223812e-02
1.600000e+00	16	1239	1.886427e+04	1981	9.383682e-01	9.383682e-01	6.152174e-01	6.152174e-01
1.700000e+00	17	18973	3.036890e+03	1102	1.379784e-01	1.379784e-01	5.489415e-02	5.489415e-02
1.800000e+00	18	1332	1.992076e+04	2261	9.373258e-01	9.373258e-01	6.292792e-01	6.292792e-01
1.900000e+00	19	28197	2.540210e+03	1368	8.264283e-02	8.264283e-02	4.627093e-02	4.627093e-02
2	20	1187	2.099391e+04	1915	9.464855e-01	9.464855e-01	6.173436e-01	6.173436e-01
