timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	7334	3.194620e+03	1220	3.034225e-01	3.034225e-01	1.426233e-01	1.426233e-01
2.000000e-01	2	1170	7.170100e+03	1585	8.597139e-01	8.597139e-01	5.753176e-01	5.753176e-01
3.000000e-01	3	6862	3.563660e+03	1066	3.418162e-01	3.418162e-01	1.344601e-01	1.344601e-01
4.000000e-01	4	1211	6.577230e+03	1165	8.445090e-01	8.445090e-01	4.903199e-01	4.903199e-01
5.000000e-01	5	5707	3.377510e+03	1171	3.717878e-01	3.717878e-01	1.702530e-01	1.702530e-01
6.000000e-01	6	1165	5.584450e+03	1311	8.273933e-01	8.273933e-01	5.294830e-01	5.294830e-01
7.000000e-01	7	6532	3.340760e+03	1047	3.383816e-01	3.383816e-01	1.381449e-01	1.381449e-01
8.000000e-01	8	1274	6.683820e+03	1372	8.399059e-01	8.399059e-01	5.185185e-01	5.185185e-01
9.000000e-01	9	6068	3.221240e+03	1079	3.467711e-01	3.467711e-01	1.509724e-01	1.509724e-01
1	10	1225	5.923250e+03	1418	8.286294e-01	8.286294e-01	5.365115e-01	5.365115e-01
1.100000e+00	11	5829	2.794970e+03	1269	3.240932e-01	3.240932e-01	1.787828e-01	1.787828e-01
1.200000e+00	12	1130	5.891900e+03	1327	8.390749e-01	8.390749e-01	5.400895e-01	5.400895e-01
1.300000e+00	13	6207	3.220510e+03	1272	3.416077e-01	3.416077e-01	1.700762e-01	1.700762e-01
1.400000e+00	14	1301	7.054930e+03	1107	8.443022e-01	8.443022e-01	4.597176e-01	4.597176e-01
1.500000e+00	15	6481	3.132330e+03	961	3.258319e-01	3.258319e-01	1.291320e-01	1.291320e-01
1.600000e+00	16	1160	5.965800e+03	1370	8.372113e-01	8.372113e-01	5.415020e-01	5.415020e-01
1.700000e+00	17	6835	3.155550e+03	1215	3.158535e-01	3.158535e-01	1.509317e-01	1.509317e-01
1.800000e+00	18	1165	6.961450e+03	1401	8.566410e-01	8.566410e-01	5.459860e-01	5.459860e-01
1.900000e+00	19	7329	2.827970e+03	1064	2.784265e-01	2.784265e-01	1.267723e-01	1.267723e-01
2	20	1281	6.746330e+03	1303	8.404202e-01	8.404202e-01	5.042570e-01	5.042570e-01
