timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	9425	1.260250e+03	1160	1.179430e-01	1.179430e-01	1.095890e-01	1.095890e-01
2.000000e-01	2	1046	2.740780e+03	1230	7.237759e-01	7.237759e-01	5.404218e-01	5.404218e-01
3.000000e-01	3	8755	1.237150e+03	1178	1.238122e-01	1.238122e-01	1.185946e-01	1.185946e-01
4.000000e-01	4	1174	2.108820e+03	1028	6.423806e-01	6.423806e-01	4.668483e-01	4.668483e-01
5.000000e-01	5	8233	1.323690e+03	1122	1.385093e-01	1.385093e-01	1.199359e-01	1.199359e-01
6.000000e-01	6	1175	3.036750e+03	1032	7.210186e-01	7.210186e-01	4.676031e-01	4.676031e-01
7.000000e-01	7	8690	1.113700e+03	1194	1.136000e-01	1.136000e-01	1.208013e-01	1.208013e-01
8.000000e-01	8	1300	2321	1177	6.409832e-01	6.409832e-01	4.751716e-01	4.751716e-01
9.000000e-01	9	9249	1.294570e+03	1279	1.227829e-01	1.227829e-01	1.214856e-01	1.214856e-01
1	10	1183	2.373190e+03	1040	6.673406e-01	6.673406e-01	4.678363e-01	4.678363e-01
1.100000e+00	11	8385	1.742050e+03	1017	1.720195e-01	1.720195e-01	1.081685e-01	1.081685e-01
1.200000e+00	12	1183	2.575190e+03	1225	6.852208e-01	6.852208e-01	5.087209e-01	5.087209e-01
1.300000e+00	13	9789	1.206770e+03	1163	1.097486e-01	1.097486e-01	1.061907e-01	1.061907e-01
1.400000e+00	14	1093	2.971490e+03	1165	7.310856e-01	7.310856e-01	5.159433e-01	5.159433e-01
1.500000e+00	15	8161	1.468730e+03	1222	1.525204e-01	1.525204e-01	1.302355e-01	1.302355e-01
1.600000e+00	16	1182	2.503260e+03	1234	6.792628e-01	6.792628e-01	5.107616e-01	5.107616e-01
1.700000e+00	17	9777	1.137610e+03	1160	1.042282e-01	1.042282e-01	1.060620e-01	1.060620e-01
1.800000e+00	18	1243	2.562990e+03	1056	6.734095e-01	6.734095e-01	4.593301e-01	4.593301e-01
1.900000e+00	19	8841	1.663130e+03	1174	1.583311e-01	1.583311e-01	1.172242e-01	1.172242e-01
2	20	1357	2.740010e+03	1013	6.687828e-01	6.687828e-01	4.274262e-01	4.274262e-01
