timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	2391	1.421630e+03	1080	3.728738e-01	3.728738e-01	3.111495e-01	3.111495e-01
2.000000e-01	2	1323	5.628390e+03	1022	8.096784e-01	8.096784e-01	4.358209e-01	4.358209e-01
3.000000e-01	3	2378	1.349540e+03	992	3.620457e-01	3.620457e-01	2.943620e-01	2.943620e-01
4.000000e-01	4	1026	6.726180e+03	1250	8.676501e-01	8.676501e-01	5.492091e-01	5.492091e-01
5.000000e-01	5	2373	1.257890e+03	986	3.464412e-01	3.464412e-01	2.935397e-01	2.935397e-01
6.000000e-01	6	1116	5.378880e+03	1295	8.281723e-01	8.281723e-01	5.371215e-01	5.371215e-01
7.000000e-01	7	2448	1.156640e+03	1082	3.208753e-01	3.208753e-01	3.065156e-01	3.065156e-01
8.000000e-01	8	1331	4.987830e+03	1525	7.893597e-01	7.893597e-01	5.339636e-01	5.339636e-01
9.000000e-01	9	2612	1.238160e+03	1052	3.215866e-01	3.215866e-01	2.871179e-01	2.871179e-01
1	10	1265	6.257450e+03	1180	8.318367e-01	8.318367e-01	4.826176e-01	4.826176e-01
1.100000e+00	11	2638	1.268340e+03	1036	3.246876e-01	3.246876e-01	2.819815e-01	2.819815e-01
1.200000e+00	12	1202	5.604860e+03	1299	8.234134e-01	8.234134e-01	5.193922e-01	5.193922e-01
1.300000e+00	13	2459	1.280870e+03	1021	3.424905e-01	3.424905e-01	2.933908e-01	2.933908e-01
1.400000e+00	14	1270	5.583100e+03	1432	8.146824e-01	8.146824e-01	5.299778e-01	5.299778e-01
1.500000e+00	15	2050	1.291500e+03	1226	3.865031e-01	3.865031e-01	3.742369e-01	3.742369e-01
1.600000e+00	16	1245	5.812850e+03	1401	8.236007e-01	8.236007e-01	5.294785e-01	5.294785e-01
1.700000e+00	17	2498	1.656140e+03	1318	3.986722e-01	3.986722e-01	3.453878e-01	3.453878e-01
1.800000e+00	18	1140	5.976200e+03	1286	8.398021e-01	8.398021e-01	5.300907e-01	5.300907e-01
1.900000e+00	19	2687	1.410910e+03	1156	3.442999e-01	3.442999e-01	3.008067e-01	3.008067e-01
2	20	1228	5.489040e+03	1072	8.171814e-01	8.171814e-01	4.660870e-01	4.660870e-01
