timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	6071	1.345030e+03	928	1.813679e-01	1.813679e-01	1.325904e-01	1.325904e-01
2.000000e-01	2	1177	1.473610e+03	979	5.559513e-01	5.559513e-01	4.540816e-01	4.540816e-01
3.000000e-01	3	8934	1.101620e+03	1060	1.097710e-01	1.097710e-01	1.060636e-01	1.060636e-01
4.000000e-01	4	1206	1.350580e+03	1091	5.282761e-01	5.282761e-01	4.749673e-01	4.749673e-01
5.000000e-01	5	7007	1.292510e+03	955	1.557333e-01	1.557333e-01	1.199447e-01	1.199447e-01
6.000000e-01	6	1410	1.566300e+03	1063	5.262574e-01	5.262574e-01	4.298423e-01	4.298423e-01
7.000000e-01	7	8332	1.487760e+03	1020	1.515068e-01	1.515068e-01	1.090676e-01	1.090676e-01
8.000000e-01	8	1363	1.438590e+03	998	5.134906e-01	5.134906e-01	4.227022e-01	4.227022e-01
9.000000e-01	9	8964	1.325520e+03	981	1.288223e-01	1.288223e-01	9.864253e-02	9.864253e-02
1	10	1064	1.335520e+03	1009	5.565780e-01	5.565780e-01	4.867342e-01	4.867342e-01
1.100000e+00	11	7407	1.232510e+03	1112	1.426597e-01	1.426597e-01	1.305318e-01	1.305318e-01
1.200000e+00	12	1128	1.257040e+03	981	5.270520e-01	5.270520e-01	4.651494e-01	4.651494e-01
1.300000e+00	13	7024	1.534320e+03	1031	1.792782e-01	1.792782e-01	1.279950e-01	1.279950e-01
1.400000e+00	14	1205	1.330650e+03	1101	5.247767e-01	5.247767e-01	4.774501e-01	4.774501e-01
1.500000e+00	15	7515	1.509950e+03	956	1.673084e-01	1.673084e-01	1.128556e-01	1.128556e-01
1.600000e+00	16	1093	1.361490e+03	1100	5.546936e-01	5.546936e-01	5.015960e-01	5.015960e-01
1.700000e+00	17	8152	1.653360e+03	1011	1.686180e-01	1.686180e-01	1.103350e-01	1.103350e-01
1.800000e+00	18	1213	1.403090e+03	998	5.363309e-01	5.363309e-01	4.513795e-01	4.513795e-01
1.900000e+00	19	7281	1.299330e+03	1100	1.514312e-01	1.514312e-01	1.312493e-01	1.312493e-01
2	20	1256	1.426080e+03	1079	5.317067e-01	5.317067e-01	4.620985e-01	4.620985e-01
