timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	2741	1.156130e+03	1021	2.966619e-01	2.966619e-01	2.713982e-01	2.713982e-01
2.000000e-01	2	1369	3.909170e+03	1115	7.406298e-01	7.406298e-01	4.488728e-01	4.488728e-01
3.000000e-01	3	2989	1.319770e+03	1033	3.062985e-01	3.062985e-01	2.568374e-01	2.568374e-01
4.000000e-01	4	1048	3.833640e+03	1284	7.853180e-01	7.853180e-01	5.506003e-01	5.506003e-01
5.000000e-01	5	2512	1.231160e+03	1044	3.289093e-01	3.289093e-01	2.935883e-01	2.935883e-01
6.000000e-01	6	1288	4.703840e+03	1107	7.850410e-01	7.850410e-01	4.622129e-01	4.622129e-01
7.000000e-01	7	2825	1.341250e+03	951	3.219322e-01	3.219322e-01	2.518538e-01	2.518538e-01
8.000000e-01	8	1038	3.919340e+03	1071	7.906135e-01	7.906135e-01	5.078236e-01	5.078236e-01
9.000000e-01	9	3033	1.112690e+03	1082	2.683968e-01	2.683968e-01	2.629405e-01	2.629405e-01
1	10	1129	3.786970e+03	1298	7.703403e-01	7.703403e-01	5.348166e-01	5.348166e-01
1.100000e+00	11	3252	1.307360e+03	1157	2.867420e-01	2.867420e-01	2.624178e-01	2.624178e-01
1.200000e+00	12	1327	4.407110e+03	1207	7.685779e-01	7.685779e-01	4.763220e-01	4.763220e-01
1.300000e+00	13	2730	1.243900e+03	1133	3.130174e-01	3.130174e-01	2.932954e-01	2.932954e-01
1.400000e+00	14	1051	3.520430e+03	1154	7.700938e-01	7.700938e-01	5.233560e-01	5.233560e-01
1.500000e+00	15	2826	1.440180e+03	1111	3.375807e-01	3.375807e-01	2.821946e-01	2.821946e-01
1.600000e+00	16	1092	3.560560e+03	1090	7.652905e-01	7.652905e-01	4.995417e-01	4.995417e-01
1.700000e+00	17	2682	1.286260e+03	1059	3.241370e-01	3.241370e-01	2.830794e-01	2.830794e-01
1.800000e+00	18	1252	3.518360e+03	1094	7.375460e-01	7.375460e-01	4.663257e-01	4.663257e-01
1.900000e+00	19	2797	1.340210e+03	1031	3.239405e-01	3.239405e-01	2.693312e-01	2.693312e-01
2	20	1255	3.717150e+03	1166	7.475941e-01	7.475941e-01	4.816192e-01	4.816192e-01
