timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	6230	1.184900e+03	1180	1.597999e-01	1.597999e-01	1.592443e-01	1.592443e-01
2.000000e-01	2	1077	1.072610e+03	1186	4.989789e-01	4.989789e-01	5.240831e-01	5.240831e-01
3.000000e-01	3	5699	1.734070e+03	1034	2.332912e-01	2.332912e-01	1.535720e-01	1.535720e-01
4.000000e-01	4	1142	1.154060e+03	1150	5.026262e-01	5.026262e-01	5.017452e-01	5.017452e-01
5.000000e-01	5	6850	1.388500e+03	1204	1.685380e-01	1.685380e-01	1.494909e-01	1.494909e-01
6.000000e-01	6	1182	1.497260e+03	955	5.588334e-01	5.588334e-01	4.468882e-01	4.468882e-01
7.000000e-01	7	5879	1.480470e+03	1190	2.011653e-01	2.011653e-01	1.683406e-01	1.683406e-01
8.000000e-01	8	1063	1.330590e+03	1017	5.558972e-01	5.558972e-01	4.889423e-01	4.889423e-01
9.000000e-01	9	6342	1.587060e+03	1018	2.001574e-01	2.001574e-01	1.383152e-01	1.383152e-01
1	10	1228	1.401040e+03	1001	5.329094e-01	5.329094e-01	4.490803e-01	4.490803e-01
1.100000e+00	11	5341	1.610130e+03	1066	2.316357e-01	2.316357e-01	1.663805e-01	1.663805e-01
1.200000e+00	12	1236	1.438480e+03	1078	5.378541e-01	5.378541e-01	4.658600e-01	4.658600e-01
1.300000e+00	13	6465	1.365450e+03	1134	1.743770e-01	1.743770e-01	1.492302e-01	1.492302e-01
1.400000e+00	14	1013	1.434090e+03	1151	5.860389e-01	5.860389e-01	5.318854e-01	5.318854e-01
1.500000e+00	15	6903	1.164790e+03	1186	1.443753e-01	1.443753e-01	1.466189e-01	1.466189e-01
1.600000e+00	16	1188	1.498840e+03	1164	5.578449e-01	5.578449e-01	4.948980e-01	4.948980e-01
1.700000e+00	17	6661	1.399730e+03	1101	1.736480e-01	1.736480e-01	1.418449e-01	1.418449e-01
1.800000e+00	18	1025	1.281250e+03	1128	5.555556e-01	5.555556e-01	5.239201e-01	5.239201e-01
1.900000e+00	19	6033	1.139690e+03	1089	1.588930e-01	1.588930e-01	1.529065e-01	1.529065e-01
2	20	1106	1.211580e+03	1093	5.227781e-01	5.227781e-01	4.970441e-01	4.970441e-01
