timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	5245	2.613850e+03	1046	3.325996e-01	3.325996e-01	1.662693e-01	1.662693e-01
2.000000e-01	2	1238	4.824340e+03	1266	7.957884e-01	7.957884e-01	5.055911e-01	5.055911e-01
3.000000e-01	3	4545	3.503850e+03	1217	4.353231e-01	4.353231e-01	2.112114e-01	2.112114e-01
4.000000e-01	4	1211	5.217230e+03	1278	8.116122e-01	8.116122e-01	5.134592e-01	5.134592e-01
5.000000e-01	5	5329	2.418970e+03	1167	3.122069e-01	3.122069e-01	1.796490e-01	1.796490e-01
6.000000e-01	6	1135	5.396550e+03	1561	8.262281e-01	8.262281e-01	5.790059e-01	5.790059e-01
7.000000e-01	7	4741	2.402130e+03	1129	3.362854e-01	3.362854e-01	1.923339e-01	1.923339e-01
8.000000e-01	8	1277	5.655610e+03	1233	8.157981e-01	8.157981e-01	4.912351e-01	4.912351e-01
9.000000e-01	9	5073	2.587890e+03	1329	3.378054e-01	3.378054e-01	2.075914e-01	2.075914e-01
1	10	1100	5026	1472	8.204375e-01	8.204375e-01	5.723173e-01	5.723173e-01
1.100000e+00	11	4420	2.551600e+03	1173	3.659992e-01	3.659992e-01	2.097264e-01	2.097264e-01
1.200000e+00	12	1137	5.365410e+03	1395	8.251418e-01	8.251418e-01	5.509479e-01	5.509479e-01
1.300000e+00	13	4971	2.506030e+03	1298	3.351638e-01	3.351638e-01	2.070506e-01	2.070506e-01
1.400000e+00	14	1079	5.094470e+03	1271	8.252199e-01	8.252199e-01	5.408511e-01	5.408511e-01
1.500000e+00	15	5396	2.760280e+03	1291	3.384239e-01	3.384239e-01	1.930612e-01	1.930612e-01
1.600000e+00	16	1342	6.211060e+03	1291	8.223237e-01	8.223237e-01	4.903152e-01	4.903152e-01
1.700000e+00	17	6159	2.800870e+03	1275	3.126016e-01	3.126016e-01	1.715093e-01	1.715093e-01
1.800000e+00	18	1163	4.871590e+03	1314	8.072777e-01	8.072777e-01	5.304804e-01	5.304804e-01
1.900000e+00	19	4876	2.545680e+03	1125	3.430059e-01	3.430059e-01	1.874688e-01	1.874688e-01
2	20	1218	4.502740e+03	1368	7.870905e-01	7.870905e-01	5.290023e-01	5.290023e-01
