timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	9453	2.931290e+03	1185	2.366942e-01	2.366942e-01	1.113931e-01	1.113931e-01
2.000000e-01	2	1095	8.192350e+03	1319	8.820977e-01	8.820977e-01	5.463960e-01	5.463960e-01
3.000000e-01	3	5897	2.035210e+03	1008	2.565754e-01	2.565754e-01	1.459812e-01	1.459812e-01
4.000000e-01	4	1130	7.528900e+03	1409	8.694984e-01	8.694984e-01	5.549429e-01	5.549429e-01
5.000000e-01	5	8064	2.375520e+03	1059	2.275507e-01	2.275507e-01	1.160802e-01	1.160802e-01
6.000000e-01	6	1173	7.279890e+03	1304	8.612309e-01	8.612309e-01	5.264433e-01	5.264433e-01
7.000000e-01	7	5979	2.254470e+03	1250	2.738177e-01	2.738177e-01	1.729146e-01	1.729146e-01
8.000000e-01	8	1184	8.783120e+03	1358	8.812094e-01	8.812094e-01	5.342250e-01	5.342250e-01
9.000000e-01	9	7333	2.543690e+03	1089	2.575448e-01	2.575448e-01	1.293042e-01	1.293042e-01
1	10	1044	8.361920e+03	1227	8.890061e-01	8.890061e-01	5.402906e-01	5.402906e-01
1.100000e+00	11	7643	2.328990e+03	1020	2.335532e-01	2.335532e-01	1.177421e-01	1.177421e-01
1.200000e+00	12	1339	7.935270e+03	1448	8.556221e-01	8.556221e-01	5.195551e-01	5.195551e-01
1.300000e+00	13	7943	3.199990e+03	1018	2.871752e-01	2.871752e-01	1.136034e-01	1.136034e-01
1.400000e+00	14	1137	7.941410e+03	1347	8.747578e-01	8.747578e-01	5.422705e-01	5.422705e-01
1.500000e+00	15	7109	3.116370e+03	1075	3.047684e-01	3.047684e-01	1.313539e-01	1.313539e-01
1.600000e+00	16	1090	8.611700e+03	1293	8.876486e-01	8.876486e-01	5.425934e-01	5.425934e-01
1.700000e+00	17	8397	2.396210e+03	1019	2.220109e-01	2.220109e-01	1.082201e-01	1.082201e-01
1.800000e+00	18	1201	7.011930e+03	1368	8.537672e-01	8.537672e-01	5.325029e-01	5.325029e-01
1.900000e+00	19	7430	2.469900e+03	1138	2.494874e-01	2.494874e-01	1.328198e-01	1.328198e-01
2	20	1197	7.119210e+03	1325	8.560642e-01	8.560642e-01	5.253767e-01	5.253767e-01
