timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	6948	1.075640e+03	1033	1.340589e-01	1.340589e-01	1.294324e-01	1.294324e-01
2.000000e-01	2	1142	1.660060e+03	1129	5.924427e-01	5.924427e-01	4.971378e-01	4.971378e-01
3.000000e-01	3	7793	1.241490e+03	1086	1.374167e-01	1.374167e-01	1.223111e-01	1.223111e-01
4.000000e-01	4	1077	1.627610e+03	1049	6.017910e-01	6.017910e-01	4.934149e-01	4.934149e-01
5.000000e-01	5	7567	9.703100e+02	1047	1.136552e-01	1.136552e-01	1.215463e-01	1.215463e-01
6.000000e-01	6	1253	1.572290e+03	986	5.565057e-01	5.565057e-01	4.403752e-01	4.403752e-01
7.000000e-01	7	8620	1.228600e+03	1040	1.247487e-01	1.247487e-01	1.076605e-01	1.076605e-01
8.000000e-01	8	1190	1.319700e+03	1027	5.258397e-01	5.258397e-01	4.632386e-01	4.632386e-01
9.000000e-01	9	7510	1.052300e+03	1243	1.228992e-01	1.228992e-01	1.420085e-01	1.420085e-01
1	10	1258	1.358940e+03	1087	5.192859e-01	5.192859e-01	4.635394e-01	4.635394e-01
1.100000e+00	11	7154	1.176220e+03	1144	1.411992e-01	1.411992e-01	1.378645e-01	1.378645e-01
1.200000e+00	12	1082	1.367260e+03	1178	5.582339e-01	5.582339e-01	5.212389e-01	5.212389e-01
1.300000e+00	13	7005	1.148650e+03	1165	1.408756e-01	1.408756e-01	1.425949e-01	1.425949e-01
1.400000e+00	14	1304	1.430720e+03	1113	5.231687e-01	5.231687e-01	4.604882e-01	4.604882e-01
1.500000e+00	15	6966	1.160380e+03	1001	1.427917e-01	1.427917e-01	1.256433e-01	1.256433e-01
1.600000e+00	16	1258	1.204940e+03	1078	4.892283e-01	4.892283e-01	4.614726e-01	4.614726e-01
1.700000e+00	17	7224	1.188320e+03	1076	1.412595e-01	1.412595e-01	1.296386e-01	1.296386e-01
1.800000e+00	18	1258	1.495940e+03	1094	5.431999e-01	5.431999e-01	4.651361e-01	4.651361e-01
1.900000e+00	19	8499	1.123070e+03	1084	1.167181e-01	1.167181e-01	1.131170e-01	1.131170e-01
2	20	1070	1.365100e+03	1094	5.605930e-01	5.605930e-01	5.055453e-01	5.055453e-01
