timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	6321	2.005530e+03	1152	2.408602e-01	2.408602e-01	1.541550e-01	1.541550e-01
2.000000e-01	2	1374	4.029820e+03	1331	7.457354e-01	7.457354e-01	4.920518e-01	4.920518e-01
3.000000e-01	3	7330	1.685900e+03	1014	1.869919e-01	1.869919e-01	1.215244e-01	1.215244e-01
4.000000e-01	4	1239	3.847270e+03	1034	7.564030e-01	7.564030e-01	4.549054e-01	4.549054e-01
5.000000e-01	5	5946	1.764780e+03	1113	2.288718e-01	2.288718e-01	1.576711e-01	1.576711e-01
6.000000e-01	6	1185	3.519050e+03	1288	7.480894e-01	7.480894e-01	5.208249e-01	5.208249e-01
7.000000e-01	7	7649	1.855570e+03	1111	1.952292e-01	1.952292e-01	1.268265e-01	1.268265e-01
8.000000e-01	8	1170	3.895100e+03	1233	7.690075e-01	7.690075e-01	5.131086e-01	5.131086e-01
9.000000e-01	9	6756	1.721080e+03	1074	2.030275e-01	2.030275e-01	1.371648e-01	1.371648e-01
1	10	1323	3.197390e+03	1065	7.073261e-01	7.073261e-01	4.459799e-01	4.459799e-01
1.100000e+00	11	6469	1.503170e+03	1061	1.885522e-01	1.885522e-01	1.409031e-01	1.409031e-01
1.200000e+00	12	1109	3.578370e+03	1192	7.634068e-01	7.634068e-01	5.180356e-01	5.180356e-01
1.300000e+00	13	5899	2.284070e+03	1048	2.791214e-01	2.791214e-01	1.508565e-01	1.508565e-01
1.400000e+00	14	1065	3.916450e+03	1056	7.862068e-01	7.862068e-01	4.978784e-01	4.978784e-01
1.500000e+00	15	6894	1.867420e+03	1007	2.131412e-01	2.131412e-01	1.274522e-01	1.274522e-01
1.600000e+00	16	1233	3.190690e+03	1202	7.212734e-01	7.212734e-01	4.936345e-01	4.936345e-01
1.700000e+00	17	6997	1.723210e+03	1210	1.976111e-01	1.976111e-01	1.474351e-01	1.474351e-01
1.800000e+00	18	1148	3.648640e+03	1202	7.606658e-01	7.606658e-01	5.114894e-01	5.114894e-01
1.900000e+00	19	7320	1.744600e+03	1096	1.924630e-01	1.924630e-01	1.302281e-01	1.302281e-01
2	20	1163	4.135590e+03	1183	7.805076e-01	7.805076e-01	5.042626e-01	5.042626e-01
