timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	4860	1.554800e+03	1220	2.423770e-01	2.423770e-01	2.006579e-01	2.006579e-01
2.000000e-01	2	1141	4.486130e+03	1341	7.972323e-01	7.972323e-01	5.402901e-01	5.402901e-01
3.000000e-01	3	4595	1.519350e+03	1064	2.484892e-01	2.484892e-01	1.880191e-01	1.880191e-01
4.000000e-01	4	1095	5.147350e+03	1274	8.245853e-01	8.245853e-01	5.377797e-01	5.377797e-01
5.000000e-01	5	5926	1.589180e+03	1198	2.114627e-01	2.114627e-01	1.681640e-01	1.681640e-01
6.000000e-01	6	1231	4.113830e+03	1359	7.696840e-01	7.696840e-01	5.247104e-01	5.247104e-01
7.000000e-01	7	6261	1.714730e+03	1337	2.149935e-01	2.149935e-01	1.759674e-01	1.759674e-01
8.000000e-01	8	1271	5.620030e+03	1257	8.155573e-01	8.155573e-01	4.972310e-01	4.972310e-01
9.000000e-01	9	5500	1759	1278	2.423199e-01	2.423199e-01	1.885512e-01	1.885512e-01
1	10	1200	4160	1210	7.761194e-01	7.761194e-01	5.020747e-01	5.020747e-01
1.100000e+00	11	5871	1.543030e+03	1188	2.081230e-01	2.081230e-01	1.682958e-01	1.682958e-01
1.200000e+00	12	1255	4.219150e+03	1251	7.707407e-01	7.707407e-01	4.992019e-01	4.992019e-01
1.300000e+00	13	4494	1.672420e+03	1234	2.712141e-01	2.712141e-01	2.154330e-01	2.154330e-01
1.400000e+00	14	1260	5.040800e+03	1247	8.000254e-01	8.000254e-01	4.974073e-01	4.974073e-01
1.500000e+00	15	6155	1.694150e+03	1140	2.158387e-01	2.158387e-01	1.562714e-01	1.562714e-01
1.600000e+00	16	1304	4.871720e+03	1138	7.888505e-01	7.888505e-01	4.660115e-01	4.660115e-01
1.700000e+00	17	6131	1.608830e+03	1194	2.078637e-01	2.078637e-01	1.630034e-01	1.630034e-01
1.800000e+00	18	1144	4.652920e+03	1258	8.026538e-01	8.026538e-01	5.237302e-01	5.237302e-01
1.900000e+00	19	6050	1.469500e+03	1152	1.954252e-01	1.954252e-01	1.599556e-01	1.599556e-01
2	20	1184	5.173120e+03	1079	8.137521e-01	8.137521e-01	4.768007e-01	4.768007e-01
