timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	10312	2.265160e+03	1387	1.801011e-01	1.801011e-01	1.185571e-01	1.185571e-01
2.000000e-01	2	1249	2.473257e+04	2595	9.519275e-01	9.519275e-01	6.750780e-01	6.750780e-01
3.000000e-01	3	13161	2.965730e+03	1195	1.839015e-01	1.839015e-01	8.324046e-02	8.324046e-02
4.000000e-01	4	1234	2.568562e+04	3037	9.541598e-01	9.541598e-01	7.110747e-01	7.110747e-01
5.000000e-01	5	12000	3377	1157	2.196137e-01	2.196137e-01	8.793798e-02	8.793798e-02
6.000000e-01	6	1015	2.919395e+04	3111	9.664007e-01	9.664007e-01	7.539990e-01	7.539990e-01
7.000000e-01	7	9976	2.669680e+03	1299	2.111140e-01	2.111140e-01	1.152106e-01	1.152106e-01
8.000000e-01	8	1227	2.555711e+04	2555	9.541893e-01	9.541893e-01	6.755685e-01	6.755685e-01
9.000000e-01	9	10063	2.838590e+03	1079	2.200186e-01	2.200186e-01	9.684078e-02	9.684078e-02
1	10	1283	2.555119e+04	2162	9.521879e-01	9.521879e-01	6.275762e-01	6.275762e-01
1.100000e+00	11	10409	2.457370e+03	1195	1.909917e-01	1.909917e-01	1.029817e-01	1.029817e-01
1.200000e+00	12	1350	2.755150e+04	3002	9.532896e-01	9.532896e-01	6.897978e-01	6.897978e-01
1.300000e+00	13	9856	3.225080e+03	1236	2.465454e-01	2.465454e-01	1.114317e-01	1.114317e-01
1.400000e+00	14	1136	2.522848e+04	2518	9.569117e-01	9.569117e-01	6.891078e-01	6.891078e-01
1.500000e+00	15	11153	2.779290e+03	1240	1.994855e-01	1.994855e-01	1.000565e-01	1.000565e-01
1.600000e+00	16	1152	2.556536e+04	2614	9.568820e-01	9.568820e-01	6.941052e-01	6.941052e-01
1.700000e+00	17	11830	2.968900e+03	1322	2.006163e-01	2.006163e-01	1.005170e-01	1.005170e-01
1.800000e+00	18	1211	2.308323e+04	2144	9.501528e-01	9.501528e-01	6.390462e-01	6.390462e-01
1.900000e+00	19	10710	2.883300e+03	1249	2.121118e-01	2.121118e-01	1.044402e-01	1.044402e-01
2	20	1302	2.568986e+04	2616	9.517632e-01	9.517632e-01	6.676876e-01	6.676876e-01
