timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	6805	1.689650e+03	1091	1.989075e-01	1.989075e-01	1.381712e-01	1.381712e-01
2.000000e-01	2	1117	1.589810e+03	1112	5.873371e-01	5.873371e-01	4.988784e-01	4.988784e-01
3.000000e-01	3	6890	1.304700e+03	1191	1.592127e-01	1.592127e-01	1.473827e-01	1.473827e-01
4.000000e-01	4	1116	1.913880e+03	1019	6.316686e-01	6.316686e-01	4.772834e-01	4.772834e-01
5.000000e-01	5	6728	1.334040e+03	1116	1.654718e-01	1.654718e-01	1.422743e-01	1.422743e-01
6.000000e-01	6	1125	1.388250e+03	933	5.523724e-01	5.523724e-01	4.533528e-01	4.533528e-01
7.000000e-01	7	6602	1.218860e+03	997	1.558473e-01	1.558473e-01	1.312015e-01	1.312015e-01
8.000000e-01	8	1032	1.512760e+03	1035	5.944608e-01	5.944608e-01	5.007257e-01	5.007257e-01
9.000000e-01	9	6263	1.119590e+03	1019	1.516527e-01	1.516527e-01	1.399341e-01	1.399341e-01
1	10	1195	1.502350e+03	1119	5.569726e-01	5.569726e-01	4.835782e-01	4.835782e-01
1.100000e+00	11	7497	1.182210e+03	1152	1.362117e-01	1.362117e-01	1.331946e-01	1.331946e-01
1.200000e+00	12	1123	1.518390e+03	1005	5.748451e-01	5.748451e-01	4.722744e-01	4.722744e-01
1.300000e+00	13	6974	1.384820e+03	1019	1.656717e-01	1.656717e-01	1.274866e-01	1.274866e-01
1.400000e+00	14	1186	1.492980e+03	1189	5.572942e-01	5.572942e-01	5.006316e-01	5.006316e-01
1.500000e+00	15	7425	1.313250e+03	1069	1.502875e-01	1.502875e-01	1.258535e-01	1.258535e-01
1.600000e+00	16	1187	1.347910e+03	1077	5.317388e-01	5.317388e-01	4.757067e-01	4.757067e-01
1.700000e+00	17	6507	1.057510e+03	973	1.397989e-01	1.397989e-01	1.300802e-01	1.300802e-01
1.800000e+00	18	997	1.452210e+03	1044	5.929300e-01	5.929300e-01	5.115140e-01	5.115140e-01
1.900000e+00	19	8210	1.240300e+03	1082	1.312445e-01	1.312445e-01	1.164443e-01	1.164443e-01
2	20	1138	1.475340e+03	1172	5.645419e-01	5.645419e-01	5.073593e-01	5.073593e-01
