timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	2945	1.506850e+03	1055	3.384773e-01	3.384773e-01	2.637500e-01	2.637500e-01
2.000000e-01	2	1217	2.559810e+03	1068	6.777704e-01	6.777704e-01	4.673961e-01	4.673961e-01
3.000000e-01	3	2638	1.232340e+03	1165	3.184061e-01	3.184061e-01	3.063371e-01	3.063371e-01
4.000000e-01	4	1295	2.396350e+03	1211	6.491798e-01	6.491798e-01	4.832402e-01	4.832402e-01
5.000000e-01	5	2653	1.193290e+03	1068	3.102444e-01	3.102444e-01	2.870196e-01	2.870196e-01
6.000000e-01	6	1108	2.535440e+03	1157	6.958918e-01	6.958918e-01	5.108168e-01	5.108168e-01
7.000000e-01	7	2825	1.679250e+03	987	3.728146e-01	3.728146e-01	2.589192e-01	2.589192e-01
8.000000e-01	8	1187	2.537910e+03	1561	6.813346e-01	6.813346e-01	5.680495e-01	5.680495e-01
9.000000e-01	9	3385	1.035050e+03	1298	2.341716e-01	2.341716e-01	2.771728e-01	2.771728e-01
1	10	1261	2.118730e+03	1170	6.268933e-01	6.268933e-01	4.812834e-01	4.812834e-01
1.100000e+00	11	3048	1.262640e+03	995	2.929124e-01	2.929124e-01	2.461044e-01	2.461044e-01
1.200000e+00	12	1128	2.024040e+03	1498	6.421365e-01	6.421365e-01	5.704494e-01	5.704494e-01
1.300000e+00	13	3403	1.389790e+03	1102	2.899752e-01	2.899752e-01	2.446171e-01	2.446171e-01
1.400000e+00	14	1130	2.200900e+03	1251	6.607523e-01	6.607523e-01	5.254095e-01	5.254095e-01
1.500000e+00	15	3310	1.363300e+03	987	2.917211e-01	2.917211e-01	2.296951e-01	2.296951e-01
1.600000e+00	16	1280	2.321400e+03	1238	6.445827e-01	6.445827e-01	4.916600e-01	4.916600e-01
1.700000e+00	17	3041	1.644130e+03	1125	3.509252e-01	3.509252e-01	2.700432e-01	2.700432e-01
1.800000e+00	18	1422	2.372460e+03	1418	6.252431e-01	6.252431e-01	4.992958e-01	4.992958e-01
1.900000e+00	19	2917	1.350810e+03	1173	3.165113e-01	3.165113e-01	2.867971e-01	2.867971e-01
2	20	1140	2.495200e+03	1328	6.863996e-01	6.863996e-01	5.380875e-01	5.380875e-01
