timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	5419	1.383670e+03	1094	2.034010e-01	2.034010e-01	1.679717e-01	1.679717e-01
2.000000e-01	2	1167	2.758310e+03	1227	7.026986e-01	7.026986e-01	5.125313e-01	5.125313e-01
3.000000e-01	3	4886	1.399980e+03	1244	2.227147e-01	2.227147e-01	2.029364e-01	2.029364e-01
4.000000e-01	4	1033	2.590690e+03	1101	7.149315e-01	7.149315e-01	5.159325e-01	5.159325e-01
5.000000e-01	5	4922	1.729460e+03	1201	2.600121e-01	2.600121e-01	1.961457e-01	1.961457e-01
6.000000e-01	6	1171	2.692030e+03	1252	6.968701e-01	6.968701e-01	5.167148e-01	5.167148e-01
7.000000e-01	7	5753	1.126290e+03	1105	1.637218e-01	1.637218e-01	1.611257e-01	1.611257e-01
8.000000e-01	8	1409	2.807370e+03	1118	6.658263e-01	6.658263e-01	4.424218e-01	4.424218e-01
9.000000e-01	9	5804	1.255720e+03	1065	1.778711e-01	1.778711e-01	1.550444e-01	1.550444e-01
1	10	1215	2.683950e+03	1174	6.883776e-01	6.883776e-01	4.914190e-01	4.914190e-01
1.100000e+00	11	4717	1.179810e+03	1317	2.000760e-01	2.000760e-01	2.182632e-01	2.182632e-01
1.200000e+00	12	1184	2.537120e+03	1400	6.818162e-01	6.818162e-01	5.417957e-01	5.417957e-01
1.300000e+00	13	5378	1.722540e+03	1185	2.425928e-01	2.425928e-01	1.805577e-01	1.805577e-01
1.400000e+00	14	1125	2.860250e+03	1051	7.177091e-01	7.177091e-01	4.829963e-01	4.829963e-01
1.500000e+00	15	6136	1.072480e+03	1114	1.487803e-01	1.487803e-01	1.536552e-01	1.536552e-01
1.600000e+00	16	1157	2.582010e+03	1058	6.905598e-01	6.905598e-01	4.776524e-01	4.776524e-01
1.700000e+00	17	4767	1.373310e+03	1054	2.236548e-01	2.236548e-01	1.810685e-01	1.810685e-01
1.800000e+00	18	1178	2.718540e+03	1134	6.976805e-01	6.976805e-01	4.904844e-01	4.904844e-01
1.900000e+00	19	6107	1.013510e+03	1107	1.423367e-01	1.423367e-01	1.534516e-01	1.534516e-01
2	20	1219	2.836670e+03	1213	6.994331e-01	6.994331e-01	4.987664e-01	4.987664e-01
