timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3
1.000000e-01	1	6160	1.459800e+03	1204	1.915798e-01	1.915798e-01	1.634981e-01	1.634981e-01
2.000000e-01	2	1213	1.787090e+03	1076	5.956788e-01	5.956788e-01	4.700743e-01	4.700743e-01
3.000000e-01	3	7067	1.476310e+03	1119	1.728030e-01	1.728030e-01	1.366968e-01	1.366968e-01
4.000000e-01	4	1045	1.843850e+03	1109	6.382644e-01	6.382644e-01	5.148561e-01	5.148561e-01
5.000000e-01	5	5678	1.326540e+03	1144	1.893829e-01	1.893829e-01	1.676928e-01	1.676928e-01
6.000000e-01	6	1088	2.088840e+03	1002	6.575213e-01	6.575213e-01	4.794258e-01	4.794258e-01
7.000000e-01	7	6285	1.436050e+03	1016	1.859915e-01	1.859915e-01	1.391590e-01	1.391590e-01
8.000000e-01	8	1076	1.955680e+03	1019	6.450813e-01	6.450813e-01	4.863962e-01	4.863962e-01
9.000000e-01	9	7259	1.628870e+03	1035	1.832689e-01	1.832689e-01	1.247890e-01	1.247890e-01
1	10	1270	1.846100e+03	1039	5.924393e-01	5.924393e-01	4.499783e-01	4.499783e-01
1.100000e+00	11	6129	1.650970e+03	1036	2.122078e-01	2.122078e-01	1.445918e-01	1.445918e-01
1.200000e+00	12	1081	1.769330e+03	1081	6.207457e-01	6.207457e-01	5.000000e-01	5.000000e-01
1.300000e+00	13	6067	1.462310e+03	1006	1.942157e-01	1.942157e-01	1.422310e-01	1.422310e-01
1.400000e+00	14	1109	1.818370e+03	1237	6.211617e-01	6.211617e-01	5.272805e-01	5.272805e-01
1.500000e+00	15	6699	1.429070e+03	1318	1.758191e-01	1.758191e-01	1.644006e-01	1.644006e-01
1.600000e+00	16	1210	1.811300e+03	1089	5.995101e-01	5.995101e-01	4.736842e-01	4.736842e-01
1.700000e+00	17	5389	1.575770e+03	1022	2.262487e-01	2.262487e-01	1.594135e-01	1.594135e-01
1.800000e+00	18	1228	1.771040e+03	1027	5.905356e-01	5.905356e-01	4.554324e-01	4.554324e-01
1.900000e+00	19	6388	1.238840e+03	1201	1.624316e-01	1.624316e-01	1.582554e-01	1.582554e-01
2	20	1351	1.319430e+03	1094	4.940890e-01	4.940890e-01	4.474438e-01	4.474438e-01
