timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	2945	1.506850e+03	1055	4.203367e-01	4.203367e-01	1.264535e-01	1.264535e-01	NaN	NaN	6.028522e-01	6.324779e-01	8.253858e-01	8.042544e-01	NaN	NaN
2.000000e-01	2	1217	2.559810e+03	1068	NaN	NaN	NaN	NaN	2.943925e-01	2.943925e-01	NaN	NaN	NaN	NaN	7.569276e-01	7.030117e-01
3.000000e-01	3	2638	1.232340e+03	1165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1295	2.396350e+03	1211	7.781050e-01	7.781050e-01	-2.584717e+00	1.264535e-01	NaN	NaN	6.843379e-01	6.324779e-01	8.090554e-01	8.042544e-01	NaN	NaN
5.000000e-01	5	2653	1.193290e+03	1068	NaN	NaN	NaN	NaN	4.722968e-01	4.722968e-01	NaN	NaN	NaN	NaN	6.615267e-01	7.030117e-01
6.000000e-01	6	1108	2.535440e+03	1157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	2825	1.679250e+03	987	4.898062e-01	4.898062e-01	-1.650202e-02	-1.650202e-02	NaN	NaN	5.725921e-01	6.324779e-01	8.088154e-01	8.042544e-01	NaN	NaN
8.000000e-01	8	1187	2.537910e+03	1561	NaN	NaN	NaN	NaN	3.808330e-01	3.808330e-01	NaN	NaN	NaN	NaN	7.594920e-01	7.030117e-01
9.000000e-01	9	3385	1.035050e+03	1298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1261	2.118730e+03	1170	7.502652e-01	7.502652e-01	-6.562159e-01	-1.650202e-02	NaN	NaN	6.683536e-01	6.324779e-01	7.523038e-01	8.042544e-01	NaN	NaN
1.100000e+00	11	3048	1.262640e+03	995	NaN	NaN	NaN	NaN	4.407257e-01	4.407257e-01	NaN	NaN	NaN	NaN	6.011332e-01	7.030117e-01
1.200000e+00	12	1128	2.024040e+03	1498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	3403	1.389790e+03	1102	3.904440e-01	3.904440e-01	8.399323e-02	8.399323e-02	NaN	NaN	6.306821e-01	6.324779e-01	8.565780e-01	8.042544e-01	NaN	NaN
1.400000e+00	14	1130	2.200900e+03	1251	NaN	NaN	NaN	NaN	3.624091e-01	3.624091e-01	NaN	NaN	NaN	NaN	7.776476e-01	7.030117e-01
1.500000e+00	15	3310	1.363300e+03	987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1280	2.321400e+03	1238	7.533635e-01	7.533635e-01	-3.769714e-01	8.399323e-02	NaN	NaN	6.360493e-01	6.324779e-01	7.733883e-01	8.042544e-01	NaN	NaN
1.700000e+00	17	3041	1.644130e+03	1125	NaN	NaN	NaN	NaN	4.062648e-01	4.062648e-01	NaN	NaN	NaN	NaN	6.613432e-01	7.030117e-01
1.800000e+00	18	1422	2.372460e+03	1418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
