timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	2328	1.203040e+03	1139	3.920108e-01	3.920108e-01	2.653892e-01	2.653892e-01	NaN	NaN	4.454793e-01	6.078942e-01	8.110468e-01	8.376679e-01	NaN	NaN
2.000000e-01	2	1098	4.659140e+03	1154	NaN	NaN	NaN	NaN	1.985158e-01	1.985158e-01	NaN	NaN	NaN	NaN	8.423449e-01	7.460658e-01
3.000000e-01	3	3085	1.458050e+03	1088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1191	4.246630e+03	1417	8.695629e-01	8.695629e-01	2.097488e+00	2.653892e-01	NaN	NaN	7.501425e-01	6.078942e-01	8.584781e-01	8.376679e-01	NaN	NaN
5.000000e-01	5	2498	1.221140e+03	1062	NaN	NaN	NaN	NaN	4.651489e-01	4.651489e-01	NaN	NaN	NaN	NaN	6.689266e-01	7.460658e-01
6.000000e-01	6	1167	3.985310e+03	1130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	2711	1.265230e+03	1072	3.790555e-01	3.790555e-01	2.010728e-01	2.010728e-01	NaN	NaN	4.791893e-01	6.078942e-01	8.275475e-01	8.376679e-01	NaN	NaN
8.000000e-01	8	1147	4.194710e+03	1292	NaN	NaN	NaN	NaN	2.354781e-01	2.354781e-01	NaN	NaN	NaN	NaN	8.391120e-01	7.460658e-01
9.000000e-01	9	2655	1.234150e+03	1052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1159	4.186870e+03	1172	8.631014e-01	8.631014e-01	2.468481e+00	2.010728e-01	NaN	NaN	7.483349e-01	6.078942e-01	8.481432e-01	8.376679e-01	NaN	NaN
1.100000e+00	11	2372	1.255960e+03	936	NaN	NaN	NaN	NaN	4.270151e-01	4.270151e-01	NaN	NaN	NaN	NaN	6.525710e-01	7.460658e-01
1.200000e+00	12	1058	5.086940e+03	1167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	2544	1.580920e+03	897	4.394915e-01	4.394915e-01	1.596152e-01	1.596152e-01	NaN	NaN	4.477433e-01	6.078942e-01	8.357442e-01	8.376679e-01	NaN	NaN
1.400000e+00	14	1155	4.909150e+03	1285	NaN	NaN	NaN	NaN	2.074538e-01	2.074538e-01	NaN	NaN	NaN	NaN	8.625568e-01	7.460658e-01
1.500000e+00	15	2314	1.181020e+03	987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1282	4.852260e+03	1179	8.791564e-01	8.791564e-01	1.636703e+00	1.596152e-01	NaN	NaN	7.764757e-01	6.078942e-01	8.450474e-01	8.376679e-01	NaN	NaN
1.700000e+00	17	2439	1.095270e+03	1010	NaN	NaN	NaN	NaN	4.797484e-01	4.797484e-01	NaN	NaN	NaN	NaN	6.108837e-01	7.460658e-01
1.800000e+00	18	1246	4.457780e+03	1341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
