timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	2553	1.514290e+03	1021	4.287396e-01	4.287396e-01	1.952020e-01	1.952020e-01	NaN	NaN	4.475559e-01	5.993186e-01	8.214485e-01	8.387752e-01	NaN	NaN
2.000000e-01	2	1289	4.963770e+03	1317	NaN	NaN	NaN	NaN	2.096877e-01	2.096877e-01	NaN	NaN	NaN	NaN	8.502729e-01	7.582992e-01
3.000000e-01	3	2539	1.709270e+03	1106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1086	4.341980e+03	1190	8.738030e-01	8.738030e-01	2.204509e+00	1.952020e-01	NaN	NaN	7.377731e-01	5.993186e-01	8.500960e-01	8.387752e-01	NaN	NaN
5.000000e-01	5	2411	1.358230e+03	994	NaN	NaN	NaN	NaN	4.225777e-01	4.225777e-01	NaN	NaN	NaN	NaN	6.683934e-01	7.582992e-01
6.000000e-01	6	1209	4.136370e+03	1167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	2246	1.331780e+03	1034	4.267797e-01	4.267797e-01	2.359415e-01	2.359415e-01	NaN	NaN	4.433112e-01	5.993186e-01	8.367134e-01	8.387752e-01	NaN	NaN
8.000000e-01	8	1325	4.612250e+03	1179	NaN	NaN	NaN	NaN	2.035830e-01	2.035830e-01	NaN	NaN	NaN	NaN	8.654960e-01	7.582992e-01
9.000000e-01	9	2414	1.497020e+03	900	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1168	4.962240e+03	1073	8.804855e-01	8.804855e-01	1.833312e+00	2.359415e-01	NaN	NaN	7.366700e-01	5.993186e-01	8.509198e-01	8.387752e-01	NaN	NaN
1.100000e+00	11	2359	1.484870e+03	1090	NaN	NaN	NaN	NaN	4.233223e-01	4.233223e-01	NaN	NaN	NaN	NaN	6.710861e-01	7.582992e-01
1.200000e+00	12	1176	4.359680e+03	1262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	2622	1.568460e+03	1073	4.220710e-01	4.220710e-01	2.169794e-01	2.169794e-01	NaN	NaN	4.451276e-01	5.993186e-01	7.932321e-01	8.387752e-01	NaN	NaN
1.400000e+00	14	1355	5.374150e+03	1187	NaN	NaN	NaN	NaN	1.809134e-01	1.809134e-01	NaN	NaN	NaN	NaN	8.270548e-01	7.582992e-01
1.500000e+00	15	3003	1.372790e+03	1372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1140	5.337200e+03	1189	9.022697e-01	9.022697e-01	1.398803e+00	2.169794e-01	NaN	NaN	7.854737e-01	5.993186e-01	8.802416e-01	8.387752e-01	NaN	NaN
1.700000e+00	17	2589	1.061770e+03	1032	NaN	NaN	NaN	NaN	4.928908e-01	4.928908e-01	NaN	NaN	NaN	NaN	6.674924e-01	7.582992e-01
1.800000e+00	18	1222	5.049460e+03	1043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
