timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	6338	9.993400e+02	1006	2.217675e-01	2.217675e-01	3.047827e-02	3.047827e-02	NaN	NaN	7.764511e-01	7.130578e-01	8.806249e-01	8.355134e-01	NaN	NaN
2.000000e-01	2	1198	1.329140e+03	1073	NaN	NaN	NaN	NaN	4.466850e-01	4.466850e-01	NaN	NaN	NaN	NaN	6.798881e-01	6.765834e-01
3.000000e-01	3	5288	8.418400e+02	1131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1203	1.627790e+03	1074	7.503883e-01	7.503883e-01	-3.172668e+00	3.047827e-02	NaN	NaN	6.634977e-01	7.130578e-01	7.912778e-01	8.355134e-01	NaN	NaN
5.000000e-01	5	5609	8.913700e+02	1089	NaN	NaN	NaN	NaN	5.498972e-01	5.498972e-01	NaN	NaN	NaN	NaN	6.578494e-01	6.765834e-01
6.000000e-01	6	1198	1.441140e+03	1030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	6427	8.901100e+02	956	1.982075e-01	1.982075e-01	3.849618e-02	3.849618e-02	NaN	NaN	7.593478e-01	7.130578e-01	8.739715e-01	8.355134e-01	NaN	NaN
8.000000e-01	8	1187	1.468910e+03	1153	NaN	NaN	NaN	NaN	4.397558e-01	4.397558e-01	NaN	NaN	NaN	NaN	6.872796e-01	6.765834e-01
9.000000e-01	9	6070	1.051100e+03	1193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1302	1.816860e+03	1007	7.453136e-01	7.453136e-01	-3.124293e+00	3.849618e-02	NaN	NaN	6.620114e-01	7.130578e-01	7.928461e-01	8.355134e-01	NaN	NaN
1.100000e+00	11	5565	1.004450e+03	1102	NaN	NaN	NaN	NaN	5.231551e-01	5.231551e-01	NaN	NaN	NaN	NaN	6.614800e-01	6.765834e-01
1.200000e+00	12	1114	1.640020e+03	1078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	6595	9.673500e+02	1011	2.001566e-01	2.001566e-01	4.737633e-02	4.737633e-02	NaN	NaN	7.671421e-01	7.130578e-01	8.903353e-01	8.355134e-01	NaN	NaN
1.400000e+00	14	1095	1.525350e+03	1077	NaN	NaN	NaN	NaN	4.138567e-01	4.138567e-01	NaN	NaN	NaN	NaN	7.113453e-01	6.765834e-01
1.500000e+00	15	5514	1.038020e+03	1056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1164	1.545520e+03	1084	7.286278e-01	7.286278e-01	-7.419730e-01	4.737633e-02	NaN	NaN	6.498970e-01	7.130578e-01	7.840249e-01	8.355134e-01	NaN	NaN
1.700000e+00	17	4963	1.010590e+03	1033	NaN	NaN	NaN	NaN	5.054830e-01	5.054830e-01	NaN	NaN	NaN	NaN	6.616579e-01	6.765834e-01
1.800000e+00	18	1150	1.442500e+03	1045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
