timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	2741	1.156130e+03	1021	3.515326e-01	3.515326e-01	2.013963e-01	2.013963e-01	NaN	NaN	4.946672e-01	6.132613e-01	8.264195e-01	8.330535e-01	NaN	NaN
2.000000e-01	2	1369	3.909170e+03	1115	NaN	NaN	NaN	NaN	2.219272e-01	2.219272e-01	NaN	NaN	NaN	NaN	8.294583e-01	7.475135e-01
3.000000e-01	3	2989	1.319770e+03	1033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1048	3.833640e+03	1284	8.711342e-01	8.711342e-01	2.140552e+00	2.013963e-01	NaN	NaN	7.304568e-01	6.132613e-01	8.477857e-01	8.330535e-01	NaN	NaN
5.000000e-01	5	2512	1.231160e+03	1044	NaN	NaN	NaN	NaN	4.588688e-01	4.588688e-01	NaN	NaN	NaN	NaN	6.726944e-01	7.475135e-01
6.000000e-01	6	1288	4.703840e+03	1107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	2825	1.341250e+03	951	3.767595e-01	3.767595e-01	1.714302e-01	1.714302e-01	NaN	NaN	5.062780e-01	6.132613e-01	8.254628e-01	8.330535e-01	NaN	NaN
8.000000e-01	8	1038	3.919340e+03	1071	NaN	NaN	NaN	NaN	2.146146e-01	2.146146e-01	NaN	NaN	NaN	NaN	8.218150e-01	7.475135e-01
9.000000e-01	9	3033	1.112690e+03	1082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1129	3.786970e+03	1298	8.634395e-01	8.634395e-01	2.221294e+00	1.714302e-01	NaN	NaN	7.160329e-01	6.132613e-01	8.373528e-01	8.330535e-01	NaN	NaN
1.100000e+00	11	3252	1.307360e+03	1157	NaN	NaN	NaN	NaN	4.694931e-01	4.694931e-01	NaN	NaN	NaN	NaN	6.712390e-01	7.475135e-01
1.200000e+00	12	1327	4.407110e+03	1207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	2730	1.243900e+03	1133	3.769473e-01	3.769473e-01	2.098976e-01	2.098976e-01	NaN	NaN	5.221069e-01	6.132613e-01	8.213223e-01	8.330535e-01	NaN	NaN
1.400000e+00	14	1051	3.520430e+03	1154	NaN	NaN	NaN	NaN	2.468750e-01	2.468750e-01	NaN	NaN	NaN	NaN	8.079659e-01	7.475135e-01
1.500000e+00	15	2826	1.440180e+03	1111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1092	3.560560e+03	1090	8.560132e-01	8.560132e-01	2.457029e+00	2.098976e-01	NaN	NaN	7.100257e-01	6.132613e-01	8.399780e-01	8.330535e-01	NaN	NaN
1.700000e+00	17	2682	1.286260e+03	1059	NaN	NaN	NaN	NaN	4.515491e-01	4.515491e-01	NaN	NaN	NaN	NaN	6.819083e-01	7.475135e-01
1.800000e+00	18	1252	3.518360e+03	1094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
