timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	6071	1.345030e+03	928	2.693999e-01	2.693999e-01	5.638062e-03	5.638062e-03	NaN	NaN	7.728358e-01	6.949688e-01	8.872824e-01	8.408778e-01	NaN	NaN
2.000000e-01	2	1177	1.473610e+03	979	NaN	NaN	NaN	NaN	3.991666e-01	3.991666e-01	NaN	NaN	NaN	NaN	6.982301e-01	7.067319e-01
3.000000e-01	3	8934	1.101620e+03	1060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1206	1.350580e+03	1091	6.607105e-01	6.607105e-01	7.166048e-02	7.166048e-02	NaN	NaN	6.187488e-01	6.949688e-01	7.743378e-01	8.408778e-01	NaN	NaN
5.000000e-01	5	7007	1.292510e+03	955	NaN	NaN	NaN	NaN	4.249147e-01	4.249147e-01	NaN	NaN	NaN	NaN	6.789014e-01	7.067319e-01
6.000000e-01	6	1410	1.566300e+03	1063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	8332	1.487760e+03	1020	2.322061e-01	2.322061e-01	-1.455661e-03	-1.455661e-03	NaN	NaN	8.164714e-01	6.949688e-01	9.170104e-01	8.408778e-01	NaN	NaN
8.000000e-01	8	1363	1.438590e+03	998	NaN	NaN	NaN	NaN	4.095888e-01	4.095888e-01	NaN	NaN	NaN	NaN	7.129556e-01	7.067319e-01
9.000000e-01	9	8964	1.325520e+03	981	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1064	1.335520e+03	1009	7.048100e-01	7.048100e-01	-2.257190e-01	-1.455661e-03	NaN	NaN	5.924739e-01	6.949688e-01	7.765131e-01	8.408778e-01	NaN	NaN
1.100000e+00	11	7407	1.232510e+03	1112	NaN	NaN	NaN	NaN	4.742995e-01	4.742995e-01	NaN	NaN	NaN	NaN	7.050077e-01	7.067319e-01
1.200000e+00	12	1128	1.257040e+03	981	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	7024	1.534320e+03	1031	2.852956e-01	2.852956e-01	-3.515148e-02	-3.515148e-02	NaN	NaN	7.977160e-01	6.949688e-01	9.093437e-01	8.408778e-01	NaN	NaN
1.400000e+00	14	1205	1.330650e+03	1101	NaN	NaN	NaN	NaN	4.527790e-01	4.527790e-01	NaN	NaN	NaN	NaN	7.177985e-01	7.067319e-01
1.500000e+00	15	7515	1.509950e+03	956	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1093	1.361490e+03	1100	6.674796e-01	6.674796e-01	1.966031e-01	1.966031e-01	NaN	NaN	5.715671e-01	6.949688e-01	7.807793e-01	8.408778e-01	NaN	NaN
1.700000e+00	17	8152	1.653360e+03	1011	NaN	NaN	NaN	NaN	3.794532e-01	3.794532e-01	NaN	NaN	NaN	NaN	7.274981e-01	7.067319e-01
1.800000e+00	18	1213	1.403090e+03	998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
