timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	7108	1.195440e+03	1074	2.188200e-01	2.188200e-01	3.768897e-02	3.768897e-02	NaN	NaN	7.619035e-01	7.115290e-01	8.941591e-01	8.375704e-01	NaN	NaN
2.000000e-01	2	1079	1.759470e+03	1171	NaN	NaN	NaN	NaN	3.995946e-01	3.995946e-01	NaN	NaN	NaN	NaN	7.252795e-01	6.833116e-01
3.000000e-01	3	7606	1.222580e+03	1110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1124	1.771320e+03	1144	7.739136e-01	7.739136e-01	-4.861178e+00	3.768897e-02	NaN	NaN	6.573890e-01	7.115290e-01	7.795928e-01	8.375704e-01	NaN	NaN
5.000000e-01	5	7069	9.691700e+02	1136	NaN	NaN	NaN	NaN	5.396239e-01	5.396239e-01	NaN	NaN	NaN	NaN	6.483091e-01	6.833116e-01
6.000000e-01	6	1259	1.845870e+03	1142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	7318	8.777400e+02	1262	1.617902e-01	1.617902e-01	9.039259e-02	9.039259e-02	NaN	NaN	7.714181e-01	7.115290e-01	8.894086e-01	8.375704e-01	NaN	NaN
8.000000e-01	8	1222	1.741460e+03	1061	NaN	NaN	NaN	NaN	3.785959e-01	3.785959e-01	NaN	NaN	NaN	NaN	7.044082e-01	6.833116e-01
9.000000e-01	9	6566	1.131380e+03	1176	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1173	1.744890e+03	1369	7.719936e-01	7.719936e-01	-2.720299e+00	9.039259e-02	NaN	NaN	6.877930e-01	7.115290e-01	7.783180e-01	8.375704e-01	NaN	NaN
1.100000e+00	11	8301	8.549300e+02	1091	NaN	NaN	NaN	NaN	5.606574e-01	5.606574e-01	NaN	NaN	NaN	NaN	6.144531e-01	6.833116e-01
1.200000e+00	12	1240	1.500200e+03	1221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	7013	8.610900e+02	1061	1.612137e-01	1.612137e-01	7.568006e-02	7.568006e-02	NaN	NaN	7.511623e-01	7.115290e-01	8.815995e-01	8.375704e-01	NaN	NaN
1.400000e+00	14	1301	1.890930e+03	1069	NaN	NaN	NaN	NaN	3.611572e-01	3.611572e-01	NaN	NaN	NaN	NaN	7.115336e-01	6.833116e-01
1.500000e+00	15	7687	1.025910e+03	1200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1314	1.687020e+03	1107	7.193901e-01	7.193901e-01	-7.772069e-01	7.568006e-02	NaN	NaN	6.395079e-01	7.115290e-01	8.023445e-01	8.375704e-01	NaN	NaN
1.700000e+00	17	6890	1.159700e+03	1156	NaN	NaN	NaN	NaN	4.992011e-01	4.992011e-01	NaN	NaN	NaN	NaN	6.958860e-01	6.833116e-01
1.800000e+00	18	1247	1.585710e+03	1012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
