timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	5419	1.383670e+03	1094	2.694972e-01	2.694972e-01	8.113476e-02	8.113476e-02	NaN	NaN	6.645921e-01	6.609462e-01	8.639049e-01	8.351227e-01	NaN	NaN
2.000000e-01	2	1167	2.758310e+03	1227	NaN	NaN	NaN	NaN	3.078807e-01	3.078807e-01	NaN	NaN	NaN	NaN	7.621101e-01	7.249971e-01
3.000000e-01	3	4886	1.399980e+03	1244	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1033	2.590690e+03	1101	8.095066e-01	8.095066e-01	-2.084222e+00	8.113476e-02	NaN	NaN	6.171910e-01	6.609462e-01	7.905195e-01	8.351227e-01	NaN	NaN
5.000000e-01	5	4922	1.729460e+03	1201	NaN	NaN	NaN	NaN	4.098333e-01	4.098333e-01	NaN	NaN	NaN	NaN	7.006546e-01	7.249971e-01
6.000000e-01	6	1171	2.692030e+03	1252	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	5753	1.126290e+03	1105	2.149099e-01	2.149099e-01	1.024218e-01	1.024218e-01	NaN	NaN	6.704045e-01	6.609462e-01	8.823112e-01	8.351227e-01	NaN	NaN
8.000000e-01	8	1409	2.807370e+03	1118	NaN	NaN	NaN	NaN	2.848139e-01	2.848139e-01	NaN	NaN	NaN	NaN	7.865890e-01	7.249971e-01
9.000000e-01	9	5804	1.255720e+03	1065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1215	2.683950e+03	1174	8.237852e-01	8.237852e-01	3.001504e+00	1.024218e-01	NaN	NaN	6.701600e-01	6.609462e-01	7.837153e-01	8.351227e-01	NaN	NaN
1.100000e+00	11	4717	1.179810e+03	1317	NaN	NaN	NaN	NaN	5.274731e-01	5.274731e-01	NaN	NaN	NaN	NaN	6.407318e-01	7.249971e-01
1.200000e+00	12	1184	2.537120e+03	1400	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	5378	1.722540e+03	1185	3.045829e-01	3.045829e-01	9.309395e-02	9.309395e-02	NaN	NaN	6.793214e-01	6.609462e-01	8.814836e-01	8.351227e-01	NaN	NaN
1.400000e+00	14	1125	2.860250e+03	1051	NaN	NaN	NaN	NaN	2.687120e-01	2.687120e-01	NaN	NaN	NaN	NaN	7.783195e-01	7.249971e-01
1.500000e+00	15	6136	1.072480e+03	1114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1157	2.582010e+03	1058	7.977511e-01	7.977511e-01	-3.958508e+00	9.309395e-02	NaN	NaN	6.640085e-01	6.609462e-01	8.088015e-01	8.351227e-01	NaN	NaN
1.700000e+00	17	4767	1.373310e+03	1054	NaN	NaN	NaN	NaN	4.342255e-01	4.342255e-01	NaN	NaN	NaN	NaN	6.815778e-01	7.249971e-01
1.800000e+00	18	1178	2.718540e+03	1134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
