timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	11060	6.638000e+02	1098	9.770246e-02	9.770246e-02	4.853689e-02	4.853689e-02	NaN	NaN	8.350375e-01	7.485766e-01	9.167072e-01	8.508753e-01	NaN	NaN
2.000000e-01	2	1072	1.403960e+03	1129	NaN	NaN	NaN	NaN	4.457236e-01	4.457236e-01	NaN	NaN	NaN	NaN	6.849614e-01	6.720290e-01
3.000000e-01	3	10437	6.234100e+02	1165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1218	1.633740e+03	1023	7.555886e-01	7.555886e-01	-1.013964e+01	4.853689e-02	NaN	NaN	6.490667e-01	7.485766e-01	7.869506e-01	8.508753e-01	NaN	NaN
5.000000e-01	5	9829	9.089700e+02	1186	NaN	NaN	NaN	NaN	5.661179e-01	5.661179e-01	NaN	NaN	NaN	NaN	6.663454e-01	6.720290e-01
6.000000e-01	6	1187	1.829910e+03	1049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	9079	8.354700e+02	1118	1.353772e-01	1.353772e-01	5.534710e-02	5.534710e-02	NaN	NaN	8.081164e-01	7.485766e-01	9.165107e-01	8.508753e-01	NaN	NaN
8.000000e-01	8	1277	1.539610e+03	1080	NaN	NaN	NaN	NaN	4.122751e-01	4.122751e-01	NaN	NaN	NaN	NaN	7.227288e-01	6.720290e-01
9.000000e-01	9	10863	5.095900e+02	1005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1105	1.264650e+03	1178	7.607560e-01	7.607560e-01	-3.156285e+01	5.534710e-02	NaN	NaN	6.685102e-01	7.485766e-01	7.804494e-01	8.508753e-01	NaN	NaN
1.100000e+00	11	11455	6.331500e+02	1126	NaN	NaN	NaN	NaN	6.400819e-01	6.400819e-01	NaN	NaN	NaN	NaN	6.380320e-01	6.720290e-01
1.200000e+00	12	1136	1.760480e+03	998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	10129	6.239700e+02	1041	9.146490e-02	9.146490e-02	5.988849e-02	5.988849e-02	NaN	NaN	8.135501e-01	7.485766e-01	9.242221e-01	8.508753e-01	NaN	NaN
1.400000e+00	14	1015	1.653950e+03	1049	NaN	NaN	NaN	NaN	3.880945e-01	3.880945e-01	NaN	NaN	NaN	NaN	7.365087e-01	6.720290e-01
1.500000e+00	15	10332	9.567600e+02	967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1293	1.628490e+03	995	7.838257e-01	7.838257e-01	2.675319e+00	5.988849e-02	NaN	NaN	7.171784e-01	7.485766e-01	7.804120e-01	8.508753e-01	NaN	NaN
1.700000e+00	17	13336	5.364800e+02	1008	NaN	NaN	NaN	NaN	6.526468e-01	6.526468e-01	NaN	NaN	NaN	NaN	5.835978e-01	6.720290e-01
1.800000e+00	18	1133	1.862690e+03	1102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
