timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	7334	3.194620e+03	1220	3.472076e-01	3.472076e-01	6.547144e-02	6.547144e-02	NaN	NaN	5.729994e-01	6.195658e-01	9.168138e-01	8.901758e-01	NaN	NaN
2.000000e-01	2	1170	7.170100e+03	1585	NaN	NaN	NaN	NaN	1.810373e-01	1.810373e-01	NaN	NaN	NaN	NaN	8.914582e-01	8.258944e-01
3.000000e-01	3	6862	3.563660e+03	1066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1211	6.577230e+03	1165	8.797250e-01	8.797250e-01	-1.166197e+01	6.547144e-02	NaN	NaN	6.631168e-01	6.195658e-01	8.722749e-01	8.901758e-01	NaN	NaN
5.000000e-01	5	5707	3.377510e+03	1171	NaN	NaN	NaN	NaN	2.574469e-01	2.574469e-01	NaN	NaN	NaN	NaN	7.762612e-01	8.258944e-01
6.000000e-01	6	1165	5.584450e+03	1311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	6532	3.340760e+03	1047	3.813529e-01	3.813529e-01	5.240442e-02	5.240442e-02	NaN	NaN	5.754638e-01	6.195658e-01	9.100740e-01	8.901758e-01	NaN	NaN
8.000000e-01	8	1274	6.683820e+03	1372	NaN	NaN	NaN	NaN	1.703117e-01	1.703117e-01	NaN	NaN	NaN	NaN	8.818805e-01	8.258944e-01
9.000000e-01	9	6068	3.221240e+03	1079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1225	5.923250e+03	1418	8.754775e-01	8.754775e-01	2.743920e+01	5.240442e-02	NaN	NaN	6.782344e-01	6.195658e-01	8.658681e-01	8.901758e-01	NaN	NaN
1.100000e+00	11	5829	2.794970e+03	1269	NaN	NaN	NaN	NaN	3.122562e-01	3.122562e-01	NaN	NaN	NaN	NaN	7.538476e-01	8.258944e-01
1.200000e+00	12	1130	5.891900e+03	1327	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	6207	3.220510e+03	1272	3.751035e-01	3.751035e-01	1.099371e-01	1.099371e-01	NaN	NaN	5.672690e-01	6.195658e-01	9.175851e-01	8.901758e-01	NaN	NaN
1.400000e+00	14	1301	7.054930e+03	1107	NaN	NaN	NaN	NaN	1.356297e-01	1.356297e-01	NaN	NaN	NaN	NaN	8.946610e-01	8.258944e-01
1.500000e+00	15	6481	3.132330e+03	961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1160	5.965800e+03	1370	8.768950e-01	8.768950e-01	-3.979548e+00	1.099371e-01	NaN	NaN	6.603116e-01	6.195658e-01	8.584391e-01	8.901758e-01	NaN	NaN
1.700000e+00	17	6835	3.155550e+03	1215	NaN	NaN	NaN	NaN	2.779970e-01	2.779970e-01	NaN	NaN	NaN	NaN	7.572576e-01	8.258944e-01
1.800000e+00	18	1165	6.961450e+03	1401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
