timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	6805	1.689650e+03	1091	2.967487e-01	2.967487e-01	-1.352864e-02	-1.352864e-02	NaN	NaN	7.801165e-01	7.028656e-01	8.894833e-01	8.439346e-01	NaN	NaN
2.000000e-01	2	1117	1.589810e+03	1112	NaN	NaN	NaN	NaN	4.115759e-01	4.115759e-01	NaN	NaN	NaN	NaN	6.940513e-01	7.011738e-01
3.000000e-01	3	6890	1.304700e+03	1191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1116	1.913880e+03	1019	7.590127e-01	7.590127e-01	-1.090158e+00	-1.352864e-02	NaN	NaN	6.230081e-01	7.028656e-01	8.127213e-01	8.439346e-01	NaN	NaN
5.000000e-01	5	6728	1.334040e+03	1116	NaN	NaN	NaN	NaN	4.555028e-01	4.555028e-01	NaN	NaN	NaN	NaN	7.242125e-01	7.011738e-01
6.000000e-01	6	1125	1.388250e+03	933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	6602	1.218860e+03	997	2.371845e-01	2.371845e-01	2.410621e-02	2.410621e-02	NaN	NaN	7.758363e-01	7.028656e-01	8.964100e-01	8.439346e-01	NaN	NaN
8.000000e-01	8	1032	1.512760e+03	1035	NaN	NaN	NaN	NaN	4.062392e-01	4.062392e-01	NaN	NaN	NaN	NaN	7.143065e-01	7.011738e-01
9.000000e-01	9	6263	1.119590e+03	1019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1195	1.502350e+03	1119	7.128308e-01	7.128308e-01	-4.058149e-01	2.410621e-02	NaN	NaN	6.204882e-01	7.028656e-01	7.915522e-01	8.439346e-01	NaN	NaN
1.100000e+00	11	7497	1.182210e+03	1152	NaN	NaN	NaN	NaN	4.935289e-01	4.935289e-01	NaN	NaN	NaN	NaN	6.990306e-01	7.011738e-01
1.200000e+00	12	1123	1.518390e+03	1005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	6974	1.384820e+03	1019	2.629218e-01	2.629218e-01	-1.217132e-02	-1.217132e-02	NaN	NaN	7.776099e-01	7.028656e-01	8.976722e-01	8.439346e-01	NaN	NaN
1.400000e+00	14	1186	1.492980e+03	1189	NaN	NaN	NaN	NaN	4.433292e-01	4.433292e-01	NaN	NaN	NaN	NaN	7.150078e-01	7.011738e-01
1.500000e+00	15	7425	1.313250e+03	1069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1187	1.347910e+03	1077	6.855715e-01	6.855715e-01	-1.593981e-01	-1.593981e-01	NaN	NaN	6.401349e-01	7.028656e-01	7.757689e-01	8.439346e-01	NaN	NaN
1.700000e+00	17	6507	1.057510e+03	973	NaN	NaN	NaN	NaN	4.791900e-01	4.791900e-01	NaN	NaN	NaN	NaN	6.604337e-01	7.011738e-01
1.800000e+00	18	997	1.452210e+03	1044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
