timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	4860	1.554800e+03	1220	2.935598e-01	2.935598e-01	1.344978e-01	1.344978e-01	NaN	NaN	5.671401e-01	6.403029e-01	8.776843e-01	8.606156e-01	NaN	NaN
2.000000e-01	2	1141	4.486130e+03	1341	NaN	NaN	NaN	NaN	2.301304e-01	2.301304e-01	NaN	NaN	NaN	NaN	8.455986e-01	7.639477e-01
3.000000e-01	3	4595	1.519350e+03	1064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1095	5.147350e+03	1274	8.918269e-01	8.918269e-01	1.724533e+00	1.344978e-01	NaN	NaN	7.294927e-01	6.403029e-01	8.468793e-01	8.606156e-01	NaN	NaN
5.000000e-01	5	5926	1.589180e+03	1198	NaN	NaN	NaN	NaN	4.298251e-01	4.298251e-01	NaN	NaN	NaN	NaN	6.722284e-01	7.639477e-01
6.000000e-01	6	1231	4.113830e+03	1359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	6261	1.714730e+03	1337	2.510097e-01	2.510097e-01	1.321615e-01	1.321615e-01	NaN	NaN	5.752235e-01	6.403029e-01	8.793284e-01	8.606156e-01	NaN	NaN
8.000000e-01	8	1271	5.620030e+03	1257	NaN	NaN	NaN	NaN	1.827824e-01	1.827824e-01	NaN	NaN	NaN	NaN	8.432869e-01	7.639477e-01
9.000000e-01	9	5500	1759	1278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1200	4160	1210	8.598596e-01	8.598596e-01	2.513544e+00	1.321615e-01	NaN	NaN	7.063734e-01	6.403029e-01	8.400460e-01	8.606156e-01	NaN	NaN
1.100000e+00	11	5871	1.543030e+03	1188	NaN	NaN	NaN	NaN	4.350007e-01	4.350007e-01	NaN	NaN	NaN	NaN	6.858386e-01	7.639477e-01
1.200000e+00	12	1255	4.219150e+03	1251	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	4494	1.672420e+03	1234	3.170364e-01	3.170364e-01	1.543530e-01	1.543530e-01	NaN	NaN	5.406415e-01	6.403029e-01	8.665171e-01	8.606156e-01	NaN	NaN
1.400000e+00	14	1260	5.040800e+03	1247	NaN	NaN	NaN	NaN	1.983206e-01	1.983206e-01	NaN	NaN	NaN	NaN	8.465225e-01	7.639477e-01
1.500000e+00	15	6155	1.694150e+03	1140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1304	4.871720e+03	1138	8.668204e-01	8.668204e-01	2.111142e+00	1.543530e-01	NaN	NaN	7.229461e-01	6.403029e-01	8.532383e-01	8.606156e-01	NaN	NaN
1.700000e+00	17	6131	1.608830e+03	1194	NaN	NaN	NaN	NaN	4.259980e-01	4.259980e-01	NaN	NaN	NaN	NaN	6.902111e-01	7.639477e-01
1.800000e+00	18	1144	4.652920e+03	1258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
