timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	6019	1.045670e+03	1224	1.681069e-01	1.681069e-01	1.489411e-01	1.489411e-01	NaN	NaN	5.111679e-01	6.545163e-01	8.877544e-01	8.803635e-01	NaN	NaN
2.000000e-01	2	1093	6.814490e+03	1112	NaN	NaN	NaN	NaN	1.402891e-01	1.402891e-01	NaN	NaN	NaN	NaN	8.832246e-01	7.593778e-01
3.000000e-01	3	5573	9.338900e+02	1048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1153	6.992290e+03	1417	9.243510e-01	9.243510e-01	1.254742e+00	1.489411e-01	NaN	NaN	8.218549e-01	6.545163e-01	8.728468e-01	8.803635e-01	NaN	NaN
5.000000e-01	5	5104	1.028720e+03	1044	NaN	NaN	NaN	NaN	5.036860e-01	5.036860e-01	NaN	NaN	NaN	NaN	5.980633e-01	7.593778e-01
6.000000e-01	6	1300	5667	1393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	5813	1.100090e+03	1097	1.864505e-01	1.864505e-01	1.295113e-01	1.295113e-01	NaN	NaN	5.331888e-01	6.545163e-01	8.840095e-01	8.803635e-01	NaN	NaN
8.000000e-01	8	1330	5.790900e+03	1222	NaN	NaN	NaN	NaN	1.742503e-01	1.742503e-01	NaN	NaN	NaN	NaN	8.696660e-01	7.593778e-01
9.000000e-01	9	5330	1.620900e+03	1051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1240	6.072200e+03	1177	9.062061e-01	9.062061e-01	1.355171e+00	1.295113e-01	NaN	NaN	7.946293e-01	6.545163e-01	8.844575e-01	8.803635e-01	NaN	NaN
1.100000e+00	11	4314	1.112020e+03	1082	NaN	NaN	NaN	NaN	4.931587e-01	4.931587e-01	NaN	NaN	NaN	NaN	6.642467e-01	7.593778e-01
1.200000e+00	12	1365	5.800450e+03	1109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	4681	1.457330e+03	1107	2.649861e-01	2.649861e-01	1.577516e-01	1.577516e-01	NaN	NaN	4.650834e-01	6.545163e-01	8.670469e-01	8.803635e-01	NaN	NaN
1.400000e+00	14	1111	7.196230e+03	1137	NaN	NaN	NaN	NaN	1.364417e-01	1.364417e-01	NaN	NaN	NaN	NaN	8.823620e-01	7.593778e-01
1.500000e+00	15	4601	1.332930e+03	1111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1156	6.777080e+03	1166	9.192360e-01	9.192360e-01	1.284854e+00	1.577516e-01	NaN	NaN	8.011735e-01	6.545163e-01	8.860657e-01	8.803635e-01	NaN	NaN
1.700000e+00	17	4827	1.163110e+03	1095	NaN	NaN	NaN	NaN	4.849188e-01	4.849188e-01	NaN	NaN	NaN	NaN	6.587041e-01	7.593778e-01
1.800000e+00	18	1253	6.181290e+03	1170	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
