timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	6160	1.459800e+03	1204	2.751867e-01	2.751867e-01	5.012445e-02	5.012445e-02	NaN	NaN	7.550169e-01	6.792510e-01	8.874562e-01	8.401687e-01	NaN	NaN
2.000000e-01	2	1213	1.787090e+03	1076	NaN	NaN	NaN	NaN	3.758177e-01	3.758177e-01	NaN	NaN	NaN	NaN	7.189918e-01	7.167879e-01
3.000000e-01	3	7067	1.476310e+03	1119	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1045	1.843850e+03	1109	7.666877e-01	7.666877e-01	-8.532476e-01	5.012445e-02	NaN	NaN	6.180595e-01	6.792510e-01	7.995940e-01	8.401687e-01	NaN	NaN
5.000000e-01	5	5678	1.326540e+03	1144	NaN	NaN	NaN	NaN	4.630567e-01	4.630567e-01	NaN	NaN	NaN	NaN	7.114504e-01	7.167879e-01
6.000000e-01	6	1088	2.088840e+03	1002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	6285	1.436050e+03	1016	2.579079e-01	2.579079e-01	4.086090e-02	4.086090e-02	NaN	NaN	7.460085e-01	6.792510e-01	8.940857e-01	8.401687e-01	NaN	NaN
8.000000e-01	8	1076	1.955680e+03	1019	NaN	NaN	NaN	NaN	3.425579e-01	3.425579e-01	NaN	NaN	NaN	NaN	7.418747e-01	7.167879e-01
9.000000e-01	9	7259	1.628870e+03	1035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1270	1.846100e+03	1039	7.028924e-01	7.028924e-01	-1.038161e-01	-1.038161e-01	NaN	NaN	6.072870e-01	6.792510e-01	7.935486e-01	8.401687e-01	NaN	NaN
1.100000e+00	11	6129	1.650970e+03	1036	NaN	NaN	NaN	NaN	3.855644e-01	3.855644e-01	NaN	NaN	NaN	NaN	7.131081e-01	7.167879e-01
1.200000e+00	12	1081	1.769330e+03	1081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	6067	1.462310e+03	1006	2.882524e-01	2.882524e-01	1.845993e-03	1.845993e-03	NaN	NaN	7.363942e-01	6.792510e-01	8.662378e-01	8.401687e-01	NaN	NaN
1.400000e+00	14	1109	1.818370e+03	1237	NaN	NaN	NaN	NaN	4.048609e-01	4.048609e-01	NaN	NaN	NaN	NaN	6.986306e-01	7.167879e-01
1.500000e+00	15	6699	1.429070e+03	1318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1210	1.811300e+03	1089	7.116341e-01	7.116341e-01	-7.628084e-02	-7.628084e-02	NaN	NaN	6.127396e-01	6.792510e-01	8.000895e-01	8.401687e-01	NaN	NaN
1.700000e+00	17	5389	1.575770e+03	1022	NaN	NaN	NaN	NaN	3.934144e-01	3.934144e-01	NaN	NaN	NaN	NaN	7.166717e-01	7.167879e-01
1.800000e+00	18	1228	1.771040e+03	1027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
