timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	6230	1.184900e+03	1180	2.859648e-01	2.859648e-01	-2.133837e-02	-2.133837e-02	NaN	NaN	7.919005e-01	6.842052e-01	8.926149e-01	8.328081e-01	NaN	NaN
2.000000e-01	2	1077	1.072610e+03	1186	NaN	NaN	NaN	NaN	5.251017e-01	5.251017e-01	NaN	NaN	NaN	NaN	6.859634e-01	7.002976e-01
3.000000e-01	3	5699	1.734070e+03	1034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1142	1.154060e+03	1150	6.536005e-01	6.536005e-01	1.156119e-01	1.156119e-01	NaN	NaN	5.706758e-01	6.842052e-01	7.830068e-01	8.328081e-01	NaN	NaN
5.000000e-01	5	6850	1.388500e+03	1204	NaN	NaN	NaN	NaN	4.644166e-01	4.644166e-01	NaN	NaN	NaN	NaN	7.307963e-01	7.002976e-01
6.000000e-01	6	1182	1.497260e+03	955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	5879	1.480470e+03	1190	3.076220e-01	3.076220e-01	9.843181e-03	9.843181e-03	NaN	NaN	7.845667e-01	6.842052e-01	8.935978e-01	8.328081e-01	NaN	NaN
8.000000e-01	8	1063	1.330590e+03	1017	NaN	NaN	NaN	NaN	4.332102e-01	4.332102e-01	NaN	NaN	NaN	NaN	6.975270e-01	7.002976e-01
9.000000e-01	9	6342	1.587060e+03	1018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1228	1.401040e+03	1001	6.547274e-01	6.547274e-01	5.642239e-02	5.642239e-02	NaN	NaN	5.756331e-01	6.842052e-01	7.710300e-01	8.328081e-01	NaN	NaN
1.100000e+00	11	5341	1.610130e+03	1066	NaN	NaN	NaN	NaN	3.983364e-01	3.983364e-01	NaN	NaN	NaN	NaN	7.128496e-01	7.002976e-01
1.200000e+00	12	1236	1.438480e+03	1078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	6465	1.365450e+03	1134	2.757406e-01	2.757406e-01	5.857282e-03	5.857282e-03	NaN	NaN	7.761738e-01	6.842052e-01	8.831579e-01	8.328081e-01	NaN	NaN
1.400000e+00	14	1013	1.434090e+03	1151	NaN	NaN	NaN	NaN	4.452456e-01	4.452456e-01	NaN	NaN	NaN	NaN	6.855021e-01	7.002976e-01
1.500000e+00	15	6903	1.164790e+03	1186	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1188	1.498840e+03	1164	6.926896e-01	6.926896e-01	-1.275144e-02	-1.275144e-02	NaN	NaN	6.062816e-01	6.842052e-01	7.734412e-01	8.328081e-01	NaN	NaN
1.700000e+00	17	6661	1.399730e+03	1101	NaN	NaN	NaN	NaN	4.402714e-01	4.402714e-01	NaN	NaN	NaN	NaN	6.891474e-01	7.002976e-01
1.800000e+00	18	1025	1.281250e+03	1128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
