timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	3625	1.466250e+03	1105	3.758377e-01	3.758377e-01	9.679065e-02	9.679065e-02	NaN	NaN	6.231639e-01	6.575981e-01	8.539190e-01	8.210160e-01	NaN	NaN
2.000000e-01	2	1072	2.516960e+03	1230	NaN	NaN	NaN	NaN	3.282661e-01	3.282661e-01	NaN	NaN	NaN	NaN	7.794864e-01	7.040070e-01
3.000000e-01	3	4106	1.245580e+03	1060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1085	2.291050e+03	1465	7.948136e-01	7.948136e-01	-7.001580e-01	9.679065e-02	NaN	NaN	6.866348e-01	6.575981e-01	8.038874e-01	8.210160e-01	NaN	NaN
5.000000e-01	5	3495	1.204350e+03	1005	NaN	NaN	NaN	NaN	4.548849e-01	4.548849e-01	NaN	NaN	NaN	NaN	6.516584e-01	7.040070e-01
6.000000e-01	6	1230	2.662900e+03	1181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	3666	1.188380e+03	1081	3.384774e-01	3.384774e-01	9.695966e-02	9.695966e-02	NaN	NaN	6.277106e-01	6.575981e-01	8.360420e-01	8.210160e-01	NaN	NaN
8.000000e-01	8	1354	2.230220e+03	1290	NaN	NaN	NaN	NaN	3.664544e-01	3.664544e-01	NaN	NaN	NaN	NaN	7.515061e-01	7.040070e-01
9.000000e-01	9	3934	1.094620e+03	1164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1262	2.524660e+03	1297	7.928761e-01	7.928761e-01	-3.994301e+00	9.695966e-02	NaN	NaN	6.754752e-01	6.575981e-01	7.688931e-01	8.210160e-01	NaN	NaN
1.100000e+00	11	3423	1.276390e+03	1166	NaN	NaN	NaN	NaN	4.774012e-01	4.774012e-01	NaN	NaN	NaN	NaN	6.151512e-01	7.040070e-01
1.200000e+00	12	1230	2.333900e+03	1528	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	4302	1.172860e+03	1075	3.098696e-01	3.098696e-01	6.847945e-02	6.847945e-02	NaN	NaN	6.627870e-01	6.575981e-01	8.634301e-01	8.210160e-01	NaN	NaN
1.400000e+00	14	1208	2.023440e+03	1309	NaN	NaN	NaN	NaN	3.928053e-01	3.928053e-01	NaN	NaN	NaN	NaN	7.628444e-01	7.040070e-01
1.500000e+00	15	3284	1.229120e+03	1036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1132	2.352760e+03	1249	8.149211e-01	8.149211e-01	5.518050e+00	6.847945e-02	NaN	NaN	6.698174e-01	6.575981e-01	7.999243e-01	8.210160e-01	NaN	NaN
1.700000e+00	17	4036	1.101480e+03	1232	NaN	NaN	NaN	NaN	5.279668e-01	5.279668e-01	NaN	NaN	NaN	NaN	6.633954e-01	7.040070e-01
1.800000e+00	18	1091	2.340630e+03	1184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
