timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	2708	1.181440e+03	1115	3.586065e-01	3.586065e-01	2.241538e-01	2.241538e-01	NaN	NaN	4.585815e-01	5.974525e-01	8.188643e-01	8.463656e-01	NaN	NaN
2.000000e-01	2	1051	4.610430e+03	1298	NaN	NaN	NaN	NaN	2.196861e-01	2.196861e-01	NaN	NaN	NaN	NaN	8.422050e-01	7.676143e-01
3.000000e-01	3	2367	1.457310e+03	1107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1216	5.374880e+03	1082	8.924255e-01	8.924255e-01	1.503538e+00	2.241538e-01	NaN	NaN	7.704553e-01	5.974525e-01	8.684759e-01	8.463656e-01	NaN	NaN
5.000000e-01	5	2357	1.218010e+03	1068	NaN	NaN	NaN	NaN	4.671896e-01	4.671896e-01	NaN	NaN	NaN	NaN	6.629940e-01	7.676143e-01
6.000000e-01	6	1156	4.282080e+03	1162	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	2704	1.259720e+03	1040	3.686692e-01	3.686692e-01	2.104427e-01	2.104427e-01	NaN	NaN	4.257014e-01	5.974525e-01	8.187090e-01	8.463656e-01	NaN	NaN
8.000000e-01	8	1138	5.385340e+03	1365	NaN	NaN	NaN	NaN	2.022120e-01	2.022120e-01	NaN	NaN	NaN	NaN	8.590033e-01	7.676143e-01
9.000000e-01	9	2418	1.341740e+03	1108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1171	5.302030e+03	1288	8.794981e-01	8.794981e-01	2.490469e+00	2.104427e-01	NaN	NaN	7.498341e-01	5.974525e-01	8.599451e-01	8.463656e-01	NaN	NaN
1.100000e+00	11	2910	1.606300e+03	983	NaN	NaN	NaN	NaN	3.796393e-01	3.796393e-01	NaN	NaN	NaN	NaN	6.719695e-01	7.676143e-01
1.200000e+00	12	1253	5.508290e+03	1264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	2468	1.347240e+03	1102	4.024916e-01	4.024916e-01	2.417246e-01	2.417246e-01	NaN	NaN	4.274378e-01	5.974525e-01	8.377984e-01	8.463656e-01	NaN	NaN
1.400000e+00	14	1375	5.337750e+03	1249	NaN	NaN	NaN	NaN	1.896231e-01	1.896231e-01	NaN	NaN	NaN	NaN	8.737191e-01	7.676143e-01
1.500000e+00	15	2511	1.227230e+03	952	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1034	5.802620e+03	1260	9.051062e-01	9.051062e-01	1.585579e+00	2.417246e-01	NaN	NaN	7.527048e-01	5.974525e-01	8.744009e-01	8.463656e-01	NaN	NaN
1.700000e+00	17	2556	1.565080e+03	1095	NaN	NaN	NaN	NaN	4.116418e-01	4.116418e-01	NaN	NaN	NaN	NaN	6.957950e-01	7.676143e-01
1.800000e+00	18	1208	4.904440e+03	1163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
