timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	2659	1.740870e+03	1181	4.590486e-01	4.590486e-01	2.001699e-01	2.001699e-01	NaN	NaN	4.932524e-01	6.014023e-01	8.343517e-01	8.435058e-01	NaN	NaN
2.000000e-01	2	1292	4.423560e+03	1310	NaN	NaN	NaN	NaN	2.284793e-01	2.284793e-01	NaN	NaN	NaN	NaN	8.380486e-01	7.568956e-01
3.000000e-01	3	2654	1.496220e+03	1108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1047	6.052710e+03	1287	9.111267e-01	9.111267e-01	1.446082e+00	2.001699e-01	NaN	NaN	7.852931e-01	6.014023e-01	8.706491e-01	8.435058e-01	NaN	NaN
5.000000e-01	5	2757	1.293010e+03	1000	NaN	NaN	NaN	NaN	4.361080e-01	4.361080e-01	NaN	NaN	NaN	NaN	6.479241e-01	7.568956e-01
6.000000e-01	6	1168	4.704240e+03	1246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	2564	1.360520e+03	1238	3.917015e-01	3.917015e-01	2.698245e-01	2.698245e-01	NaN	NaN	3.980008e-01	6.014023e-01	8.275232e-01	8.435058e-01	NaN	NaN
8.000000e-01	8	1177	6.434610e+03	1374	NaN	NaN	NaN	NaN	1.759596e-01	1.759596e-01	NaN	NaN	NaN	NaN	8.788917e-01	7.568956e-01
9.000000e-01	9	2309	1.563370e+03	1076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1219	4.458670e+03	1060	8.712188e-01	8.712188e-01	1.807820e+00	2.698245e-01	NaN	NaN	7.470347e-01	6.014023e-01	8.372200e-01	8.435058e-01	NaN	NaN
1.100000e+00	11	2835	1.233550e+03	1048	NaN	NaN	NaN	NaN	4.593369e-01	4.593369e-01	NaN	NaN	NaN	NaN	6.352550e-01	7.568956e-01
1.200000e+00	12	1239	5.562270e+03	1310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	2546	1.185780e+03	1104	3.704609e-01	3.704609e-01	2.371653e-01	2.371653e-01	NaN	NaN	4.290527e-01	6.014023e-01	8.231423e-01	8.435058e-01	NaN	NaN
1.400000e+00	14	1085	5.093050e+03	1342	NaN	NaN	NaN	NaN	2.085454e-01	2.085454e-01	NaN	NaN	NaN	NaN	8.609857e-01	7.568956e-01
1.500000e+00	15	2740	1.208200e+03	1039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1334	5.090620e+03	1279	8.725675e-01	8.725675e-01	1.932431e+00	2.371653e-01	NaN	NaN	7.557800e-01	6.014023e-01	8.681485e-01	8.435058e-01	NaN	NaN
1.700000e+00	17	2524	1.387320e+03	1102	NaN	NaN	NaN	NaN	4.426912e-01	4.426912e-01	NaN	NaN	NaN	NaN	6.802685e-01	7.568956e-01
1.800000e+00	18	1121	4.084530e+03	1170	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
