timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	8430	1.332900e+03	1387	1.712355e-01	1.712355e-01	1.039667e-01	1.039667e-01	NaN	NaN	6.899844e-01	7.042107e-01	9.173173e-01	8.891349e-01	NaN	NaN
2.000000e-01	2	1118	3.833740e+03	1176	NaN	NaN	NaN	NaN	2.347427e-01	2.347427e-01	NaN	NaN	NaN	NaN	8.329105e-01	7.628527e-01
3.000000e-01	3	7383	1.483190e+03	1005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1127	5.160110e+03	1210	8.841906e-01	8.841906e-01	2.017702e+00	1.039667e-01	NaN	NaN	7.584092e-01	7.042107e-01	8.744913e-01	8.891349e-01	NaN	NaN
5.000000e-01	5	7840	1.432200e+03	956	NaN	NaN	NaN	NaN	4.003015e-01	4.003015e-01	NaN	NaN	NaN	NaN	6.893944e-01	7.628527e-01
6.000000e-01	6	1196	4.709280e+03	1076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	8269	1.446170e+03	1207	1.793069e-01	1.793069e-01	9.286781e-02	9.286781e-02	NaN	NaN	6.524157e-01	7.042107e-01	9.118396e-01	8.891349e-01	NaN	NaN
8.000000e-01	8	1315	4.657950e+03	1161	NaN	NaN	NaN	NaN	1.995205e-01	1.995205e-01	NaN	NaN	NaN	NaN	8.463989e-01	7.628527e-01
9.000000e-01	9	7097	1.548210e+03	1056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1087	4.836910e+03	1194	8.982779e-01	8.982779e-01	1.438117e+00	9.286781e-02	NaN	NaN	7.527289e-01	7.042107e-01	8.598680e-01	8.891349e-01	NaN	NaN
1.100000e+00	11	8011	1.178230e+03	1160	NaN	NaN	NaN	NaN	4.961018e-01	4.961018e-01	NaN	NaN	NaN	NaN	6.684037e-01	7.628527e-01
1.200000e+00	12	1162	4.584660e+03	1160	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	8058	1.151940e+03	1077	1.578424e-01	1.578424e-01	8.188305e-02	8.188305e-02	NaN	NaN	6.261952e-01	7.042107e-01	9.025262e-01	8.891349e-01	NaN	NaN
1.400000e+00	14	1175	4.683750e+03	1457	NaN	NaN	NaN	NaN	2.372674e-01	2.372674e-01	NaN	NaN	NaN	NaN	8.467956e-01	7.628527e-01
1.500000e+00	15	7678	1.271540e+03	1111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1137	5.005410e+03	1133	8.846616e-01	8.846616e-01	1.786557e+00	8.188305e-02	NaN	NaN	7.455307e-01	7.042107e-01	8.687669e-01	8.891349e-01	NaN	NaN
1.700000e+00	17	7453	1.425290e+03	1058	NaN	NaN	NaN	NaN	4.260477e-01	4.260477e-01	NaN	NaN	NaN	NaN	6.932130e-01	7.628527e-01
1.800000e+00	18	970	4.189100e+03	1099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
