timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	2391	1.421630e+03	1080	4.126417e-01	4.126417e-01	2.558035e-01	2.558035e-01	NaN	NaN	4.238605e-01	5.962663e-01	8.314253e-01	8.426190e-01	NaN	NaN
2.000000e-01	2	1323	5.628390e+03	1022	NaN	NaN	NaN	NaN	1.536752e-01	1.536752e-01	NaN	NaN	NaN	NaN	8.701977e-01	7.590109e-01
3.000000e-01	3	2378	1.349540e+03	992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1026	6.726180e+03	1250	9.212255e-01	9.212255e-01	1.342419e+00	2.558035e-01	NaN	NaN	8.004734e-01	5.962663e-01	8.742374e-01	8.426190e-01	NaN	NaN
5.000000e-01	5	2373	1.257890e+03	986	NaN	NaN	NaN	NaN	4.394155e-01	4.394155e-01	NaN	NaN	NaN	NaN	6.340660e-01	7.590109e-01
6.000000e-01	6	1116	5.378880e+03	1295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	2448	1.156640e+03	1082	3.815489e-01	3.815489e-01	2.293075e-01	2.293075e-01	NaN	NaN	4.184698e-01	5.962663e-01	8.166813e-01	8.426190e-01	NaN	NaN
8.000000e-01	8	1331	4.987830e+03	1525	NaN	NaN	NaN	NaN	2.341532e-01	2.341532e-01	NaN	NaN	NaN	NaN	8.609354e-01	7.590109e-01
9.000000e-01	9	2612	1.238160e+03	1052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1265	6.257450e+03	1180	8.998705e-01	8.998705e-01	1.474461e+00	2.293075e-01	NaN	NaN	7.906438e-01	5.962663e-01	8.701188e-01	8.426190e-01	NaN	NaN
1.100000e+00	11	2638	1.268340e+03	1036	NaN	NaN	NaN	NaN	4.495864e-01	4.495864e-01	NaN	NaN	NaN	NaN	6.395011e-01	7.590109e-01
1.200000e+00	12	1202	5.604860e+03	1299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	2459	1.280870e+03	1021	3.955852e-01	3.955852e-01	2.197296e-01	2.197296e-01	NaN	NaN	4.042869e-01	5.962663e-01	7.952185e-01	8.426190e-01	NaN	NaN
1.400000e+00	14	1270	5.583100e+03	1432	NaN	NaN	NaN	NaN	2.041311e-01	2.041311e-01	NaN	NaN	NaN	NaN	8.512335e-01	7.590109e-01
1.500000e+00	15	2050	1.291500e+03	1226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1245	5.812850e+03	1401	8.934428e-01	8.934428e-01	1.628782e+00	2.197296e-01	NaN	NaN	7.398633e-01	5.962663e-01	8.680329e-01	8.426190e-01	NaN	NaN
1.700000e+00	17	2498	1.656140e+03	1318	NaN	NaN	NaN	NaN	4.431533e-01	4.431533e-01	NaN	NaN	NaN	NaN	6.981320e-01	7.590109e-01
1.800000e+00	18	1140	5.976200e+03	1286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
