timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	7622	1.279460e+03	1147	2.150846e-01	2.150846e-01	4.244546e-02	4.244546e-02	NaN	NaN	7.778156e-01	6.975413e-01	9.028704e-01	8.390733e-01	NaN	NaN
2.000000e-01	2	1152	1.758360e+03	1112	NaN	NaN	NaN	NaN	3.874079e-01	3.874079e-01	NaN	NaN	NaN	NaN	7.264233e-01	7.016019e-01
3.000000e-01	3	7390	1.020700e+03	1081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1209	1.917370e+03	1025	7.642620e-01	7.642620e-01	-4.215819e+00	4.244546e-02	NaN	NaN	6.617374e-01	6.975413e-01	7.866361e-01	8.390733e-01	NaN	NaN
5.000000e-01	5	7199	1.038070e+03	1084	NaN	NaN	NaN	NaN	5.108220e-01	5.108220e-01	NaN	NaN	NaN	NaN	6.533326e-01	7.016019e-01
6.000000e-01	6	1243	1.504990e+03	1126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	5918	1.147740e+03	1205	2.438436e-01	2.438436e-01	6.983566e-02	6.983566e-02	NaN	NaN	7.313459e-01	6.975413e-01	8.869674e-01	8.390733e-01	NaN	NaN
8.000000e-01	8	1083	1.827190e+03	1211	NaN	NaN	NaN	NaN	3.985926e-01	3.985926e-01	NaN	NaN	NaN	NaN	7.424362e-01	7.016019e-01
9.000000e-01	9	6118	1.574740e+03	1054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1151	1.537430e+03	1003	7.261761e-01	7.261761e-01	-8.012546e-01	6.983566e-02	NaN	NaN	6.036443e-01	6.975413e-01	7.661064e-01	8.390733e-01	NaN	NaN
1.100000e+00	11	6617	1.220810e+03	1203	NaN	NaN	NaN	NaN	4.963260e-01	4.963260e-01	NaN	NaN	NaN	NaN	6.826076e-01	7.016019e-01
1.200000e+00	12	1116	1.702880e+03	1127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	7761	1.061730e+03	1170	1.833593e-01	1.833593e-01	5.929121e-02	5.929121e-02	NaN	NaN	7.914156e-01	6.975413e-01	9.008360e-01	8.390733e-01	NaN	NaN
1.400000e+00	14	1219	1.604670e+03	1029	NaN	NaN	NaN	NaN	3.907095e-01	3.907095e-01	NaN	NaN	NaN	NaN	7.053837e-01	7.016019e-01
1.500000e+00	15	5848	1.433640e+03	1100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1293	1.608490e+03	1073	6.947690e-01	6.947690e-01	-2.536924e-01	5.929121e-02	NaN	NaN	6.192888e-01	6.975413e-01	7.910236e-01	8.390733e-01	NaN	NaN
1.700000e+00	17	7138	1.335340e+03	1108	NaN	NaN	NaN	NaN	4.534776e-01	4.534776e-01	NaN	NaN	NaN	NaN	6.994281e-01	7.016019e-01
1.800000e+00	18	1158	1.741940e+03	1050	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
